"Year","Quarter","Expenditure"
1950,1,375
1950,2,311
1950,3,403
1950,4,388
1951,1,388
1951,2,310
1951,3,390
1951,4,390
1952,1,394
1952,2,308
1952,3,381
1952,4,386
1953,1,394
1953,2,327
1953,3,403
1953,4,398
1954,1,416
1954,2,344
1954,3,410
1954,4,404
1955,1,393
1955,2,328
1955,3,416
1955,4,406
1956,1,427
1956,2,347
1956,3,431
1956,4,433
1957,1,441
1957,2,368
1957,3,457
1957,4,444
1958,1,439
1958,2,387
1958,3,469
1958,4,457
1959,1,466
1959,2,406
1959,3,482
1959,4,473
1960,1,469
1960,2,410
1960,3,504
1960,4,493
1961,1,500
1961,2,442
1961,3,505
1961,4,495
1962,1,483
1962,2,412
1962,3,499
1962,4,490
1963,1,500
1963,2,445
1963,3,517
1963,4,516
1964,1,500
1964,2,414
1964,3,529
1964,4,519
1965,1,530
1965,2,453
1965,3,542
1965,4,546
1966,1,552
1966,2,467
1966,3,549
1966,4,546
1967,1,548
1967,2,472
1967,3,553
1967,4,559
1968,1,548
1968,2,495
1968,3,583
1968,4,581
1969,1,592
1969,2,520
1969,3,567
1969,4,568
1970,1,575
1970,2,524
1970,3,613
1970,4,604
1971,1,622
1971,2,542
1971,3,609
1971,4,607
1972,1,620
1972,2,554
1972,3,629
1972,4,625
1973,1,638
1973,2,561
1973,3,648
1973,4,657
1974,1,663
1974,2,592
1974,3,670
1974,4,665
1975,1,678
1975,2,607
1975,3,678
1975,4,680
1976,1,698
1976,2,613
1976,3,692
1976,4,681
1977,1,704
1977,2,629
1977,3,726
1977,4,715
1978,1,717
1978,2,658
1978,3,755
1978,4,757
1979,1,756
1979,2,663
1979,3,740
1979,4,759
1980,1,755
1980,2,687
1980,3,766
1980,4,774
1981,1,770
1981,2,695
1981,3,770
1981,4,764
1982,1,787
1982,2,726
1982,3,818
1982,4,814
1983,1,824
1983,2,747
1983,3,818
1983,4,821
1984,1,832
1984,2,746
1984,3,845
1984,4,854
1985,1,861
1985,2,783
1985,3,855
1985,4,860
1986,1,871
1986,2,803
1986,3,901
1986,4,912
1987,1,908
1987,2,833
1987,3,905
1987,4,901
1988,1,910
1988,2,832
1988,3,945
1988,4,957
1989,1,952
1989,2,885
1989,3,956
1989,4,970
1990,1,962
1990,2,891
1990,3,961
1990,4,967
1991,1,957
1991,2,904
1991,3,1005
1991,4,998
1992,1,988
1992,2,923
1992,3,1024
1992,4,1029
1993,1,1038
1993,2,965
1993,3,1057
1993,4,1069
1994,1,1070
1994,2,987
1994,3,1070
1994,4,1086
1995,1,1072
1995,2,1001
1995,3,1097
1995,4,1118
1996,1,1125
1996,2,1038
1996,3,1126
1996,4,1143
1997,1,1138
1997,2,1067
1997,3,1163
1997,4,1168
1998,1,1168
1998,2,1104
1998,3,1181
1998,4,1179
1999,1,1213
1999,2,1140
1999,3,1226
1999,4,1226
2000,1,1238
2000,2,1186
2000,3,1265
2000,4,1267
2001,1,1280
2001,2,1198
2001,3,1285
2001,4,1289
2002,1,1310
2002,2,1251
2002,3,1332
2002,4,1334
2003,1,1344
2003,2,1249
2003,3,1327
2003,4,1331
2004,1,1323
2004,2,1273
2004,3,1360
2004,4,1373
2005,1,1367
2005,2,1311
2005,3,1416
2005,4,1421
2006,1,1423
2006,2,1359
2006,3,1457
2006,4,1454
2007,1,1467
2007,2,1410
2007,3,1506
2007,4,1505
2008,1,1507
2008,2,1427
2008,3,1523
2008,4,1522
2009,1,1544
2009,2,1468
2009,3,1549
2009,4,1555
2010,1,1565
2010,2,1495
2010,3,1597
2010,4,1593
2011,1,1596
2011,2,1521
2011,3,1608
2011,4,1617
2012,1,1623
2012,2,1564
2012,3,1667
2012,4,1680
2013,1,1691
2013,2,1634
2013,3,1721
2013,4,1724
2014,1,1730
2014,2,1674
2014,3,1779
2014,4,1767
2015,1,1790
2015,2,1720
2015,3,1812
2015,4,1828
2016,1,1829
2016,2,1767
2016,3,1852
2016,4,1859
2017,1,1859
2017,2,1778
2017,3,1882
2017,4,1898
2018,1,1913
2018,2,1843
2018,3,1931
2018,4,1935
2019,1,1933
2019,2,1880
2019,3,1978
2019,4,2001
2020,1,2005
2020,2,1933
2020,3,2038
2020,4,2053
