"Year","Quarter","Expenditure"
1950,1,411
1950,2,384
1950,3,367
1950,4,366
1951,1,419
1951,2,404
1951,3,396
1951,4,396
1952,1,439
1952,2,427
1952,3,400
1952,4,384
1953,1,413
1953,2,412
1953,3,396
1953,4,387
1954,1,422
1954,2,410
1954,3,397
1954,4,401
1955,1,429
1955,2,430
1955,3,411
1955,4,405
1956,1,427
1956,2,433
1956,3,413
1956,4,427
1957,1,469
1957,2,456
1957,3,424
1957,4,409
1958,1,454
1958,2,437
1958,3,416
1958,4,410
1959,1,431
1959,2,452
1959,3,424
1959,4,425
1960,1,454
1960,2,458
1960,3,440
1960,4,455
1961,1,469
1961,2,447
1961,3,418
1961,4,436
1962,1,467
1962,2,474
1962,3,458
1962,4,449
1963,1,489
1963,2,483
1963,3,447
1963,4,461
1964,1,498
1964,2,497
1964,3,466
1964,4,452
1965,1,485
1965,2,486
1965,3,464
1965,4,472
1966,1,513
1966,2,506
1966,3,496
1966,4,483
1967,1,517
1967,2,512
1967,3,479
1967,4,493
1968,1,519
1968,2,494
1968,3,490
1968,4,492
1969,1,506
1969,2,513
1969,3,485
1969,4,493
1970,1,530
1970,2,537
1970,3,512
1970,4,488
1971,1,555
1971,2,533
1971,3,521
1971,4,516
1972,1,544
1972,2,561
1972,3,536
1972,4,532
1973,1,561
1973,2,564
1973,3,518
1973,4,526
1974,1,568
1974,2,557
1974,3,536
1974,4,553
1975,1,567
1975,2,566
1975,3,554
1975,4,550
1976,1,571
1976,2,562
1976,3,526
1976,4,551
1977,1,590
1977,2,589
1977,3,547
1977,4,560
1978,1,583
1978,2,586
1978,3,569
1978,4,569
1979,1,596
1979,2,589
1979,3,571
1979,4,611
1980,1,617
1980,2,596
1980,3,575
1980,4,581
1981,1,607
1981,2,597
1981,3,574
1981,4,596
1982,1,615
1982,2,624
1982,3,580
1982,4,611
1983,1,658
1983,2,637
1983,3,630
1983,4,621
1984,1,661
1984,2,643
1984,3,596
1984,4,614
1985,1,680
1985,2,653
1985,3,626
1985,4,635
1986,1,681
1986,2,655
1986,3,628
1986,4,632
1987,1,685
1987,2,660
1987,3,648
1987,4,633
1988,1,676
1988,2,668
1988,3,657
1988,4,660
1989,1,694
1989,2,697
1989,3,670
1989,4,661
1990,1,721
1990,2,720
1990,3,677
1990,4,674
1991,1,690
1991,2,699
1991,3,691
1991,4,695
1992,1,696
1992,2,683
1992,3,685
1992,4,694
1993,1,731
1993,2,721
1993,3,701
1993,4,677
1994,1,732
1994,2,722
1994,3,726
1994,4,721
1995,1,747
1995,2,739
1995,3,709
1995,4,708
1996,1,743
1996,2,747
1996,3,731
1996,4,741
1997,1,765
1997,2,743
1997,3,717
1997,4,754
1998,1,770
1998,2,774
1998,3,777
1998,4,764
1999,1,796
1999,2,762
1999,3,759
1999,4,762
2000,1,810
2000,2,802
2000,3,771
2000,4,784
2001,1,838
2001,2,805
2001,3,799
2001,4,806
2002,1,835
2002,2,834
2002,3,785
2002,4,800
2003,1,818
2003,2,828
2003,3,797
2003,4,798
2004,1,844
2004,2,834
2004,3,816
2004,4,822
2005,1,876
2005,2,855
2005,3,840
2005,4,830
2006,1,858
2006,2,866
2006,3,841
2006,4,849
2007,1,907
2007,2,901
2007,3,859
2007,4,867
2008,1,889
2008,2,905
2008,3,861
2008,4,868
2009,1,907
2009,2,879
2009,3,882
2009,4,877
2010,1,915
2010,2,912
2010,3,884
2010,4,909
2011,1,930
2011,2,912
2011,3,880
2011,4,904
2012,1,951
2012,2,941
2012,3,902
2012,4,933
2013,1,968
2013,2,975
2013,3,950
2013,4,927
2014,1,979
2014,2,994
2014,3,961
2014,4,950
2015,1,995
2015,2,995
2015,3,964
2015,4,958
2016,1,1005
2016,2,983
2016,3,973
2016,4,981
2017,1,1030
2017,2,1002
2017,3,988
2017,4,981
2018,1,1043
2018,2,1037
2018,3,995
2018,4,1006
2019,1,1044
2019,2,1023
2019,3,996
2019,4,1015
2020,1,1051
2020,2,1067
2020,3,1040
2020,4,1055
