"Year","Quarter","Expenditure"
1950,1,433
1950,2,483
1950,3,412
1950,4,428
1951,1,414
1951,2,477
1951,3,413
1951,4,449
1952,1,438
1952,2,494
1952,3,439
1952,4,466
1953,1,421
1953,2,484
1953,3,402
1953,4,455
1954,1,444
1954,2,502
1954,3,442
1954,4,468
1955,1,435
1955,2,514
1955,3,443
1955,4,482
1956,1,455
1956,2,526
1956,3,469
1956,4,512
1957,1,478
1957,2,541
1957,3,470
1957,4,507
1958,1,478
1958,2,558
1958,3,490
1958,4,523
1959,1,486
1959,2,564
1959,3,508
1959,4,532
1960,1,522
1960,2,585
1960,3,524
1960,4,549
1961,1,512
1961,2,597
1961,3,540
1961,4,563
1962,1,543
1962,2,598
1962,3,553
1962,4,593
1963,1,566
1963,2,617
1963,3,568
1963,4,596
1964,1,574
1964,2,641
1964,3,580
1964,4,619
1965,1,588
1965,2,647
1965,3,575
1965,4,615
1966,1,587
1966,2,643
1966,3,603
1966,4,607
1967,1,596
1967,2,669
1967,3,599
1967,4,643
1968,1,617
1968,2,709
1968,3,641
1968,4,674
1969,1,646
1969,2,697
1969,3,641
1969,4,678
1970,1,653
1970,2,717
1970,3,630
1970,4,688
1971,1,670
1971,2,745
1971,3,679
1971,4,705
1972,1,686
1972,2,762
1972,3,694
1972,4,717
1973,1,680
1973,2,745
1973,3,693
1973,4,733
1974,1,722
1974,2,793
1974,3,743
1974,4,783
1975,1,766
1975,2,817
1975,3,755
1975,4,765
1976,1,739
1976,2,809
1976,3,752
1976,4,792
1977,1,772
1977,2,840
1977,3,762
1977,4,799
1978,1,780
1978,2,859
1978,3,800
1978,4,834
1979,1,821
1979,2,885
1979,3,811
1979,4,844
1980,1,827
1980,2,902
1980,3,834
1980,4,858
1981,1,829
1981,2,894
1981,3,835
1981,4,860
1982,1,846
1982,2,923
1982,3,866
1982,4,882
1983,1,859
1983,2,923
1983,3,857
1983,4,888
1984,1,845
1984,2,930
1984,3,886
1984,4,930
1985,1,902
1985,2,980
1985,3,905
1985,4,945
1986,1,919
1986,2,987
1986,3,932
1986,4,963
1987,1,943
1987,2,1019
1987,3,948
1987,4,990
1988,1,957
1988,2,1027
1988,3,981
1988,4,1021
1989,1,987
1989,2,1073
1989,3,1016
1989,4,1048
1990,1,1011
1990,2,1086
1990,3,1028
1990,4,1068
1991,1,1048
1991,2,1105
1991,3,1058
1991,4,1103
1992,1,1079
1992,2,1143
1992,3,1073
1992,4,1115
1993,1,1100
1993,2,1159
1993,3,1092
1993,4,1112
1994,1,1103
1994,2,1183
1994,3,1115
1994,4,1151
1995,1,1124
1995,2,1197
1995,3,1130
1995,4,1183
1996,1,1162
1996,2,1241
1996,3,1188
1996,4,1236
1997,1,1214
1997,2,1277
1997,3,1200
1997,4,1225
1998,1,1211
1998,2,1288
1998,3,1229
1998,4,1279
1999,1,1243
1999,2,1331
1999,3,1266
1999,4,1290
2000,1,1260
2000,2,1344
2000,3,1286
2000,4,1327
2001,1,1309
2001,2,1398
2001,3,1338
2001,4,1352
2002,1,1334
2002,2,1403
2002,3,1358
2002,4,1382
2003,1,1345
2003,2,1440
2003,3,1389
2003,4,1438
2004,1,1418
2004,2,1491
2004,3,1439
2004,4,1470
2005,1,1459
2005,2,1524
2005,3,1477
2005,4,1496
2006,1,1485
2006,2,1577
2006,3,1516
2006,4,1550
2007,1,1511
2007,2,1572
2007,3,1526
2007,4,1551
2008,1,1531
2008,2,1612
2008,3,1585
2008,4,1614
2009,1,1587
2009,2,1653
2009,3,1577
2009,4,1620
2010,1,1595
2010,2,1672
2010,3,1607
2010,4,1657
2011,1,1640
2011,2,1714
2011,3,1673
2011,4,1703
2012,1,1681
2012,2,1764
2012,3,1702
2012,4,1732
2013,1,1709
2013,2,1775
2013,3,1715
2013,4,1759
2014,1,1746
2014,2,1829
2014,3,1786
2014,4,1817
2015,1,1798
2015,2,1849
2015,3,1803
2015,4,1859
2016,1,1829
2016,2,1912
2016,3,1845
2016,4,1902
2017,1,1895
2017,2,1961
2017,3,1907
2017,4,1947
2018,1,1929
2018,2,1997
2018,3,1946
2018,4,1987
2019,1,1958
2019,2,2047
2019,3,1979
2019,4,2028
2020,1,2016
2020,2,2103
2020,3,2034
2020,4,2068
