"Year","Quarter","Expenditure"
1950,1,640
1950,2,646
1950,3,615
1950,4,668
1951,1,575
1951,2,612
1951,3,633
1951,4,648
1952,1,631
1952,2,679
1952,3,721
1952,4,683
1953,1,611
1953,2,647
1953,3,676
1953,4,642
1954,1,602
1954,2,653
1954,3,626
1954,4,662
1955,1,599
1955,2,591
1955,3,650
1955,4,673
1956,1,621
1956,2,670
1956,3,660
1956,4,685
1957,1,662
1957,2,686
1957,3,678
1957,4,688
1958,1,644
1958,2,654
1958,3,697
1958,4,707
1959,1,642
1959,2,666
1959,3,679
1959,4,699
1960,1,698
1960,2,722
1960,3,714
1960,4,741
1961,1,645
1961,2,680
1961,3,698
1961,4,739
1962,1,698
1962,2,722
1962,3,757
1962,4,769
1963,1,676
1963,2,675
1963,3,689
1963,4,734
1964,1,677
1964,2,742
1964,3,749
1964,4,764
1965,1,774
1965,2,785
1965,3,721
1965,4,732
1966,1,691
1966,2,737
1966,3,791
1966,4,767
1967,1,695
1967,2,740
1967,3,743
1967,4,757
1968,1,767
1968,2,787
1968,3,759
1968,4,773
1969,1,747
1969,2,736
1969,3,745
1969,4,762
1970,1,710
1970,2,721
1970,3,770
1970,4,778
1971,1,761
1971,2,799
1971,3,804
1971,4,812
1972,1,760
1972,2,795
1972,3,822
1972,4,839
1973,1,777
1973,2,742
1973,3,771
1973,4,787
1974,1,757
1974,2,783
1974,3,806
1974,4,789
1975,1,763
1975,2,781
1975,3,809
1975,4,861
1976,1,807
1976,2,859
1976,3,809
1976,4,833
1977,1,765
1977,2,819
1977,3,844
1977,4,849
1978,1,844
1978,2,857
1978,3,872
1978,4,846
1979,1,820
1979,2,859
1979,3,879
1979,4,869
1980,1,814
1980,2,840
1980,3,889
1980,4,880
1981,1,818
1981,2,820
1981,3,812
1981,4,873
1982,1,827
1982,2,854
1982,3,890
1982,4,881
1983,1,853
1983,2,908
1983,3,870
1983,4,935
1984,1,858
1984,2,912
1984,3,931
1984,4,934
1985,1,842
1985,2,917
1985,3,919
1985,4,915
1986,1,844
1986,2,867
1986,3,890
1986,4,925
1987,1,848
1987,2,923
1987,3,897
1987,4,973
1988,1,890
1988,2,906
1988,3,923
1988,4,936
1989,1,881
1989,2,928
1989,3,922
1989,4,933
1990,1,918
1990,2,888
1990,3,885
1990,4,920
1991,1,893
1991,2,966
1991,3,963
1991,4,968
1992,1,882
1992,2,893
1992,3,959
1992,4,1015
1993,1,974
1993,2,958
1993,3,951
1993,4,954
1994,1,964
1994,2,980
1994,3,986
1994,4,1014
1995,1,926
1995,2,1029
1995,3,985
1995,4,1001
1996,1,949
1996,2,946
1996,3,971
1996,4,1027
1997,1,1003
1997,2,1026
1997,3,991
1997,4,1053
1998,1,988
1998,2,1006
1998,3,1013
1998,4,1029
1999,1,1004
1999,2,1003
1999,3,1020
1999,4,1012
2000,1,1004
2000,2,1015
2000,3,1021
2000,4,1067
2001,1,987
2001,2,993
2001,3,1027
2001,4,1107
2002,1,1042
2002,2,1052
2002,3,1046
2002,4,1137
2003,1,1062
2003,2,1092
2003,3,1085
2003,4,1113
2004,1,1047
2004,2,1082
2004,3,1083
2004,4,1086
2005,1,1062
2005,2,1069
2005,3,1079
2005,4,1108
2006,1,1119
2006,2,1093
2006,3,1086
2006,4,1110
2007,1,1063
2007,2,1122
2007,3,1116
2007,4,1117
2008,1,1099
2008,2,1126
2008,3,1113
2008,4,1153
2009,1,1060
2009,2,1106
2009,3,1099
2009,4,1145
2010,1,1071
2010,2,1143
2010,3,1124
2010,4,1197
2011,1,1099
2011,2,1126
2011,3,1163
2011,4,1174
2012,1,1130
2012,2,1170
2012,3,1103
2012,4,1187
2013,1,1145
2013,2,1167
2013,3,1186
2013,4,1191
2014,1,1144
2014,2,1169
2014,3,1188
2014,4,1158
2015,1,1195
2015,2,1180
2015,3,1201
2015,4,1256
2016,1,1140
2016,2,1200
2016,3,1207
2016,4,1238
2017,1,1154
2017,2,1239
2017,3,1253
2017,4,1218
2018,1,1185
2018,2,1227
2018,3,1226
2018,4,1290
2019,1,1211
2019,2,1229
2019,3,1276
2019,4,1245
2020,1,1201
2020,2,1245
2020,3,1280
2020,4,1286
