"Year","Quarter","Expenditure"
1950,1,896
1950,2,885
1950,3,907
1950,4,844
1951,1,905
1951,2,900
1951,3,955
1951,4,886
1952,1,916
1952,2,915
1952,3,926
1952,4,882
1953,1,925
1953,2,930
1953,3,984
1953,4,901
1954,1,947
1954,2,931
1954,3,988
1954,4,917
1955,1,953
1955,2,955
1955,3,996
1955,4,936
1956,1,966
1956,2,979
1956,3,1036
1956,4,942
1957,1,987
1957,2,990
1957,3,1011
1957,4,940
1958,1,1004
1958,2,1002
1958,3,1029
1958,4,958
1959,1,1012
1959,2,993
1959,3,1035
1959,4,999
1960,1,1038
1960,2,1026
1960,3,1042
1960,4,1003
1961,1,1050
1961,2,1042
1961,3,1067
1961,4,993
1962,1,1044
1962,2,1033
1962,3,1092
1962,4,1030
1963,1,1060
1963,2,1052
1963,3,1089
1963,4,1011
1964,1,1072
1964,2,1075
1964,3,1123
1964,4,1032
1965,1,1082
1965,2,1045
1965,3,1109
1965,4,1070
1966,1,1101
1966,2,1090
1966,3,1130
1966,4,1069
1967,1,1110
1967,2,1098
1967,3,1133
1967,4,1103
1968,1,1103
1968,2,1121
1968,3,1169
1968,4,1105
1969,1,1157
1969,2,1131
1969,3,1170
1969,4,1110
1970,1,1137
1970,2,1129
1970,3,1186
1970,4,1111
1971,1,1153
1971,2,1152
1971,3,1186
1971,4,1098
1972,1,1160
1972,2,1156
1972,3,1196
1972,4,1132
1973,1,1166
1973,2,1172
1973,3,1229
1973,4,1164
1974,1,1187
1974,2,1177
1974,3,1231
1974,4,1165
1975,1,1180
1975,2,1159
1975,3,1200
1975,4,1154
1976,1,1198
1976,2,1196
1976,3,1226
1976,4,1156
1977,1,1187
1977,2,1203
1977,3,1243
1977,4,1179
1978,1,1211
1978,2,1221
1978,3,1272
1978,4,1177
1979,1,1213
1979,2,1205
1979,3,1264
1979,4,1212
1980,1,1232
1980,2,1230
1980,3,1266
1980,4,1204
1981,1,1252
1981,2,1228
1981,3,1269
1981,4,1221
1982,1,1260
1982,2,1263
1982,3,1285
1982,4,1203
1983,1,1264
1983,2,1239
1983,3,1292
1983,4,1221
1984,1,1264
1984,2,1271
1984,3,1325
1984,4,1247
1985,1,1274
1985,2,1281
1985,3,1335
1985,4,1236
1986,1,1296
1986,2,1271
1986,3,1313
1986,4,1257
1987,1,1284
1987,2,1277
1987,3,1295
1987,4,1262
1988,1,1289
1988,2,1281
1988,3,1322
1988,4,1285
1989,1,1307
1989,2,1293
1989,3,1320
1989,4,1273
1990,1,1290
1990,2,1316
1990,3,1361
1990,4,1284
1991,1,1338
1991,2,1309
1991,3,1358
1991,4,1278
1992,1,1319
1992,2,1318
1992,3,1361
1992,4,1295
1993,1,1343
1993,2,1357
1993,3,1364
1993,4,1310
1994,1,1355
1994,2,1353
1994,3,1388
1994,4,1307
1995,1,1334
1995,2,1329
1995,3,1380
1995,4,1318
1996,1,1346
1996,2,1326
1996,3,1382
1996,4,1318
1997,1,1395
1997,2,1378
1997,3,1400
1997,4,1308
1998,1,1367
1998,2,1353
1998,3,1386
1998,4,1331
1999,1,1368
1999,2,1374
1999,3,1424
1999,4,1358
2000,1,1386
2000,2,1372
2000,3,1419
2000,4,1334
2001,1,1377
2001,2,1379
2001,3,1402
2001,4,1320
2002,1,1383
2002,2,1395
2002,3,1436
2002,4,1348
2003,1,1390
2003,2,1373
2003,3,1421
2003,4,1367
2004,1,1378
2004,2,1380
2004,3,1429
2004,4,1349
2005,1,1410
2005,2,1372
2005,3,1427
2005,4,1333
2006,1,1399
2006,2,1394
2006,3,1448
2006,4,1356
2007,1,1403
2007,2,1398
2007,3,1425
2007,4,1363
2008,1,1419
2008,2,1406
2008,3,1447
2008,4,1358
2009,1,1387
2009,2,1395
2009,3,1446
2009,4,1369
2010,1,1415
2010,2,1392
2010,3,1437
2010,4,1391
2011,1,1411
2011,2,1407
2011,3,1448
2011,4,1405
2012,1,1419
2012,2,1402
2012,3,1448
2012,4,1366
2013,1,1406
2013,2,1386
2013,3,1442
2013,4,1372
2014,1,1434
2014,2,1411
2014,3,1472
2014,4,1373
2015,1,1417
2015,2,1403
2015,3,1436
2015,4,1380
2016,1,1435
2016,2,1429
2016,3,1468
2016,4,1381
2017,1,1409
2017,2,1414
2017,3,1455
2017,4,1388
2018,1,1434
2018,2,1413
2018,3,1466
2018,4,1368
2019,1,1415
2019,2,1415
2019,3,1469
2019,4,1386
2020,1,1437
2020,2,1426
2020,3,1453
2020,4,1406
