"Year","Quarter","Expenditure"
1950,1,950
1950,2,777
1950,3,1008
1950,4,1024
1951,1,945
1951,2,797
1951,3,1017
1951,4,1022
1952,1,956
1952,2,808
1952,3,1014
1952,4,1048
1953,1,1005
1953,2,812
1953,3,1072
1953,4,1080
1954,1,1064
1954,2,867
1954,3,1088
1954,4,1125
1955,1,1075
1955,2,956
1955,3,1179
1955,4,1123
1956,1,1079
1956,2,930
1956,3,1184
1956,4,1181
1957,1,1156
1957,2,976
1957,3,1218
1957,4,1245
1958,1,1172
1958,2,1025
1958,3,1233
1958,4,1222
1959,1,1199
1959,2,1043
1959,3,1259
1959,4,1302
1960,1,1209
1960,2,1049
1960,3,1289
1960,4,1253
1961,1,1264
1961,2,1065
1961,3,1305
1961,4,1372
1962,1,1320
1962,2,1131
1962,3,1381
1962,4,1369
1963,1,1312
1963,2,1184
1963,3,1381
1963,4,1378
1964,1,1386
1964,2,1192
1964,3,1415
1964,4,1405
1965,1,1412
1965,2,1271
1965,3,1490
1965,4,1470
1966,1,1448
1966,2,1318
1966,3,1520
1966,4,1488
1967,1,1480
1967,2,1313
1967,3,1563
1967,4,1542
1968,1,1532
1968,2,1365
1968,3,1600
1968,4,1578
1969,1,1566
1969,2,1411
1969,3,1631
1969,4,1657
1970,1,1663
1970,2,1444
1970,3,1727
1970,4,1703
1971,1,1633
1971,2,1481
1971,3,1755
1971,4,1741
1972,1,1666
1972,2,1524
1972,3,1803
1972,4,1800
1973,1,1775
1973,2,1597
1973,3,1816
1973,4,1768
1974,1,1818
1974,2,1632
1974,3,1853
1974,4,1866
1975,1,1839
1975,2,1673
1975,3,1915
1975,4,1942
1976,1,1918
1976,2,1700
1976,3,1951
1976,4,1964
1977,1,1950
1977,2,1783
1977,3,2034
1977,4,1996
1978,1,2033
1978,2,1850
1978,3,2061
1978,4,2086
1979,1,2090
1979,2,1879
1979,3,2139
1979,4,2130
1980,1,2116
1980,2,1916
1980,3,2166
1980,4,2194
1981,1,2187
1981,2,1994
1981,3,2200
1981,4,2261
1982,1,2196
1982,2,2031
1982,3,2325
1982,4,2317
1983,1,2310
1983,2,2129
1983,3,2357
1983,4,2370
1984,1,2338
1984,2,2170
1984,3,2408
1984,4,2428
1985,1,2391
1985,2,2265
1985,3,2499
1985,4,2507
1986,1,2477
1986,2,2303
1986,3,2565
1986,4,2583
1987,1,2554
1987,2,2397
1987,3,2648
1987,4,2660
1988,1,2625
1988,2,2488
1988,3,2693
1988,4,2715
1989,1,2713
1989,2,2528
1989,3,2758
1989,4,2755
1990,1,2767
1990,2,2598
1990,3,2868
1990,4,2853
1991,1,2851
1991,2,2691
1991,3,2963
1991,4,2933
1992,1,2942
1992,2,2776
1992,3,2997
1992,4,2988
1993,1,3008
1993,2,2879
1993,3,3094
1993,4,3125
1994,1,3117
1994,2,2972
1994,3,3188
1994,4,3160
1995,1,3179
1995,2,3028
1995,3,3251
1995,4,3264
1996,1,3260
1996,2,3096
1996,3,3367
1996,4,3342
1997,1,3366
1997,2,3173
1997,3,3462
1997,4,3445
1998,1,3430
1998,2,3259
1998,3,3512
1998,4,3566
1999,1,3531
1999,2,3387
1999,3,3619
1999,4,3662
2000,1,3619
2000,2,3481
2000,3,3729
2000,4,3786
2001,1,3695
2001,2,3537
2001,3,3833
2001,4,3851
2002,1,3857
2002,2,3696
2002,3,3966
2002,4,3909
2003,1,3973
2003,2,3787
2003,3,4035
2003,4,4022
2004,1,4028
2004,2,3880
2004,3,4161
2004,4,4180
2005,1,4157
2005,2,3999
2005,3,4253
2005,4,4274
2006,1,4279
2006,2,4104
2006,3,4381
2006,4,4417
2007,1,4412
2007,2,4226
2007,3,4471
2007,4,4495
2008,1,4527
2008,2,4377
2008,3,4573
2008,4,4648
2009,1,4595
2009,2,4456
2009,3,4747
2009,4,4756
2010,1,4734
2010,2,4590
2010,3,4853
2010,4,4940
2011,1,4884
2011,2,4761
2011,3,4999
2011,4,4991
2012,1,4970
2012,2,4851
2012,3,5142
2012,4,5152
2013,1,5153
2013,2,4988
2013,3,5283
2013,4,5281
2014,1,5317
2014,2,5169
2014,3,5432
2014,4,5434
2015,1,5445
2015,2,5314
2015,3,5565
2015,4,5565
2016,1,5573
2016,2,5471
2016,3,5690
2016,4,5754
2017,1,5771
2017,2,5600
2017,3,5865
2017,4,5860
2018,1,5865
2018,2,5784
2018,3,6040
2018,4,6063
2019,1,6040
2019,2,5877
2019,3,6178
2019,4,6237
2020,1,6247
2020,2,6077
2020,3,6344
2020,4,6398
