"Year","Quarter","Expenditure"
1950,1,205
1950,2,216
1950,3,230
1950,4,239
1951,1,218
1951,2,233
1951,3,245
1951,4,262
1952,1,232
1952,2,240
1952,3,252
1952,4,263
1953,1,236
1953,2,247
1953,3,273
1953,4,276
1954,1,248
1954,2,259
1954,3,279
1954,4,288
1955,1,258
1955,2,277
1955,3,288
1955,4,299
1956,1,276
1956,2,290
1956,3,301
1956,4,315
1957,1,282
1957,2,291
1957,3,306
1957,4,321
1958,1,297
1958,2,312
1958,3,326
1958,4,333
1959,1,306
1959,2,321
1959,3,339
1959,4,343
1960,1,320
1960,2,337
1960,3,349
1960,4,364
1961,1,334
1961,2,342
1961,3,352
1961,4,371
1962,1,335
1962,2,353
1962,3,374
1962,4,385
1963,1,359
1963,2,366
1963,3,384
1963,4,391
1964,1,364
1964,2,376
1964,3,393
1964,4,401
1965,1,376
1965,2,389
1965,3,403
1965,4,412
1966,1,381
1966,2,395
1966,3,412
1966,4,421
1967,1,394
1967,2,411
1967,3,421
1967,4,436
1968,1,408
1968,2,419
1968,3,433
1968,4,443
1969,1,417
1969,2,430
1969,3,441
1969,4,452
1970,1,423
1970,2,440
1970,3,455
1970,4,466
1971,1,438
1971,2,449
1971,3,466
1971,4,470
1972,1,447
1972,2,464
1972,3,484
1972,4,494
1973,1,461
1973,2,474
1973,3,483
1973,4,495
1974,1,463
1974,2,481
1974,3,498
1974,4,507
1975,1,481
1975,2,489
1975,3,500
1975,4,509
1976,1,480
1976,2,492
1976,3,506
1976,4,519
1977,1,493
1977,2,509
1977,3,521
1977,4,525
1978,1,495
1978,2,516
1978,3,532
1978,4,544
1979,1,516
1979,2,530
1979,3,540
1979,4,546
1980,1,526
1980,2,532
1980,3,550
1980,4,561
1981,1,527
1981,2,538
1981,3,555
1981,4,567
1982,1,538
1982,2,554
1982,3,562
1982,4,571
1983,1,545
1983,2,560
1983,3,572
1983,4,584
1984,1,551
1984,2,569
1984,3,577
1984,4,586
1985,1,564
1985,2,574
1985,3,588
1985,4,599
1986,1,567
1986,2,573
1986,3,590
1986,4,602
1987,1,573
1987,2,589
1987,3,598
1987,4,615
1988,1,584
1988,2,597
1988,3,617
1988,4,615
1989,1,590
1989,2,602
1989,3,620
1989,4,633
1990,1,598
1990,2,616
1990,3,625
1990,4,635
1991,1,605
1991,2,616
1991,3,625
1991,4,643
1992,1,611
1992,2,616
1992,3,632
1992,4,642
1993,1,620
1993,2,628
1993,3,639
1993,4,648
1994,1,625
1994,2,635
1994,3,644
1994,4,663
1995,1,632
1995,2,647
1995,3,659
1995,4,668
1996,1,645
1996,2,653
1996,3,667
1996,4,669
1997,1,647
1997,2,657
1997,3,669
1997,4,683
1998,1,654
1998,2,661
1998,3,670
1998,4,688
1999,1,658
1999,2,673
1999,3,684
1999,4,693
2000,1,663
2000,2,671
2000,3,686
2000,4,710
2001,1,670
2001,2,679
2001,3,705
2001,4,713
2002,1,673
2002,2,690
2002,3,701
2002,4,710
2003,1,678
2003,2,688
2003,3,701
2003,4,718
2004,1,690
2004,2,702
2004,3,711
2004,4,725
2005,1,696
2005,2,710
2005,3,717
2005,4,725
2006,1,695
2006,2,710
2006,3,723
2006,4,727
2007,1,702
2007,2,711
2007,3,723
2007,4,744
2008,1,712
2008,2,714
2008,3,724
2008,4,731
2009,1,711
2009,2,722
2009,3,735
2009,4,745
2010,1,715
2010,2,730
2010,3,737
2010,4,753
2011,1,721
2011,2,730
2011,3,745
2011,4,758
2012,1,728
2012,2,737
2012,3,750
2012,4,767
2013,1,734
2013,2,739
2013,3,750
2013,4,757
2014,1,727
2014,2,747
2014,3,756
2014,4,766
2015,1,730
2015,2,743
2015,3,760
2015,4,774
2016,1,746
2016,2,759
2016,3,772
2016,4,777
2017,1,753
2017,2,763
2017,3,775
2017,4,775
2018,1,744
2018,2,760
2018,3,774
2018,4,783
2019,1,751
2019,2,764
2019,3,777
2019,4,790
2020,1,750
2020,2,764
2020,3,778
2020,4,781
