"Year","Quarter","Expenditure"
1950,1,666
1950,2,619
1950,3,674
1950,4,669
1951,1,724
1951,2,668
1951,3,614
1951,4,599
1952,1,730
1952,2,736
1952,3,705
1952,4,693
1953,1,744
1953,2,669
1953,3,675
1953,4,555
1954,1,692
1954,2,744
1954,3,664
1954,4,598
1955,1,668
1955,2,672
1955,3,698
1955,4,646
1956,1,665
1956,2,710
1956,3,680
1956,4,637
1957,1,745
1957,2,687
1957,3,735
1957,4,720
1958,1,860
1958,2,801
1958,3,795
1958,4,734
1959,1,786
1959,2,768
1959,3,776
1959,4,747
1960,1,853
1960,2,744
1960,3,705
1960,4,695
1961,1,848
1961,2,836
1961,3,720
1961,4,672
1962,1,867
1962,2,840
1962,3,822
1962,4,792
1963,1,856
1963,2,905
1963,3,854
1963,4,870
1964,1,885
1964,2,855
1964,3,872
1964,4,825
1965,1,917
1965,2,883
1965,3,897
1965,4,816
1966,1,876
1966,2,972
1966,3,922
1966,4,947
1967,1,1002
1967,2,969
1967,3,993
1967,4,944
1968,1,1046
1968,2,1008
1968,3,933
1968,4,885
1969,1,926
1969,2,1011
1969,3,989
1969,4,960
1970,1,1057
1970,2,1068
1970,3,1011
1970,4,930
1971,1,1050
1971,2,1131
1971,3,1067
1971,4,1042
1972,1,1075
1972,2,1031
1972,3,1011
1972,4,965
1973,1,1062
1973,2,1146
1973,3,1099
1973,4,1048
1974,1,1084
1974,2,1091
1974,3,1069
1974,4,1062
1975,1,1119
1975,2,1183
1975,3,1140
1975,4,1092
1976,1,1205
1976,2,1204
1976,3,1137
1976,4,1134
1977,1,1166
1977,2,1132
1977,3,1180
1977,4,1178
1978,1,1264
1978,2,1233
1978,3,1236
1978,4,1223
1979,1,1306
1979,2,1285
1979,3,1284
1979,4,1228
1980,1,1286
1980,2,1249
1980,3,1246
1980,4,1192
1981,1,1272
1981,2,1269
1981,3,1294
1981,4,1188
1982,1,1347
1982,2,1349
1982,3,1311
1982,4,1271
1983,1,1319
1983,2,1331
1983,3,1348
1983,4,1376
1984,1,1495
1984,2,1469
1984,3,1385
1984,4,1356
1985,1,1478
1985,2,1522
1985,3,1487
1985,4,1418
1986,1,1506
1986,2,1401
1986,3,1402
1986,4,1424
1987,1,1498
1987,2,1525
1987,3,1482
1987,4,1432
1988,1,1566
1988,2,1551
1988,3,1516
1988,4,1506
1989,1,1585
1989,2,1587
1989,3,1533
1989,4,1471
1990,1,1503
1990,2,1599
1990,3,1555
1990,4,1530
1991,1,1583
1991,2,1552
1991,3,1577
1991,4,1576
1992,1,1752
1992,2,1684
1992,3,1643
1992,4,1656
1993,1,1713
1993,2,1792
1993,3,1746
1993,4,1617
1994,1,1686
1994,2,1697
1994,3,1741
1994,4,1697
1995,1,1816
1995,2,1802
1995,3,1754
1995,4,1752
1996,1,1880
1996,2,1823
1996,3,1898
1996,4,1806
1997,1,1875
1997,2,1821
1997,3,1793
1997,4,1748
1998,1,1796
1998,2,1795
1998,3,1878
1998,4,1910
1999,1,1981
1999,2,1914
1999,3,1960
1999,4,1923
2000,1,2079
2000,2,2071
2000,3,2019
2000,4,2020
2001,1,2068
2001,2,2129
2001,3,2143
2001,4,2041
2002,1,2139
2002,2,2092
2002,3,2084
2002,4,2043
2003,1,2100
2003,2,2147
2003,3,2123
2003,4,2123
2004,1,2235
2004,2,2198
2004,3,2270
2004,4,2248
2005,1,2375
2005,2,2350
2005,3,2268
2005,4,2232
2006,1,2248
2006,2,2273
2006,3,2296
2006,4,2306
2007,1,2406
2007,2,2361
2007,3,2333
2007,4,2250
2008,1,2436
2008,2,2438
2008,3,2451
2008,4,2432
2009,1,2541
2009,2,2505
2009,3,2479
2009,4,2409
2010,1,2473
2010,2,2500
2010,3,2550
2010,4,2511
2011,1,2621
2011,2,2567
2011,3,2569
2011,4,2520
2012,1,2642
2012,2,2667
2012,3,2690
2012,4,2612
2013,1,2714
2013,2,2785
2013,3,2699
2013,4,2707
2014,1,2770
2014,2,2787
2014,3,2814
2014,4,2749
2015,1,2895
2015,2,2861
2015,3,2854
2015,4,2814
2016,1,2924
2016,2,2975
2016,3,2989
2016,4,2927
2017,1,2970
2017,2,2955
2017,3,3000
2017,4,2923
2018,1,3017
2018,2,3026
2018,3,3066
2018,4,3013
2019,1,3210
2019,2,3194
2019,3,3183
2019,4,3127
2020,1,3253
2020,2,3265
2020,3,3205
2020,4,3215
