"Year","Quarter","Expenditure"
1950,1,302
1950,2,314
1950,3,301
1950,4,324
1951,1,312
1951,2,325
1951,3,309
1951,4,332
1952,1,316
1952,2,327
1952,3,320
1952,4,348
1953,1,332
1953,2,339
1953,3,332
1953,4,351
1954,1,327
1954,2,339
1954,3,326
1954,4,357
1955,1,341
1955,2,350
1955,3,337
1955,4,366
1956,1,357
1956,2,361
1956,3,342
1956,4,361
1957,1,355
1957,2,360
1957,3,358
1957,4,378
1958,1,361
1958,2,372
1958,3,360
1958,4,378
1959,1,365
1959,2,379
1959,3,370
1959,4,394
1960,1,373
1960,2,390
1960,3,373
1960,4,395
1961,1,379
1961,2,393
1961,3,376
1961,4,400
1962,1,386
1962,2,401
1962,3,389
1962,4,406
1963,1,392
1963,2,400
1963,3,391
1963,4,417
1964,1,401
1964,2,414
1964,3,394
1964,4,418
1965,1,397
1965,2,410
1965,3,399
1965,4,427
1966,1,415
1966,2,435
1966,3,421
1966,4,435
1967,1,414
1967,2,424
1967,3,413
1967,4,430
1968,1,425
1968,2,438
1968,3,430
1968,4,452
1969,1,431
1969,2,441
1969,3,432
1969,4,455
1970,1,435
1970,2,451
1970,3,434
1970,4,455
1971,1,441
1971,2,455
1971,3,438
1971,4,465
1972,1,452
1972,2,458
1972,3,451
1972,4,473
1973,1,454
1973,2,463
1973,3,444
1973,4,471
1974,1,468
1974,2,478
1974,3,465
1974,4,487
1975,1,472
1975,2,487
1975,3,478
1975,4,492
1976,1,474
1976,2,481
1976,3,473
1976,4,505
1977,1,484
1977,2,495
1977,3,478
1977,4,495
1978,1,483
1978,2,497
1978,3,481
1978,4,503
1979,1,484
1979,2,496
1979,3,488
1979,4,505
1980,1,491
1980,2,510
1980,3,491
1980,4,513
1981,1,492
1981,2,506
1981,3,494
1981,4,513
1982,1,498
1982,2,515
1982,3,500
1982,4,521
1983,1,500
1983,2,519
1983,3,501
1983,4,524
1984,1,513
1984,2,529
1984,3,514
1984,4,531
1985,1,517
1985,2,536
1985,3,518
1985,4,546
1986,1,524
1986,2,536
1986,3,523
1986,4,547
1987,1,529
1987,2,537
1987,3,528
1987,4,554
1988,1,544
1988,2,550
1988,3,540
1988,4,558
1989,1,540
1989,2,552
1989,3,538
1989,4,563
1990,1,546
1990,2,558
1990,3,548
1990,4,570
1991,1,554
1991,2,563
1991,3,552
1991,4,575
1992,1,556
1992,2,568
1992,3,560
1992,4,579
1993,1,562
1993,2,571
1993,3,557
1993,4,582
1994,1,565
1994,2,576
1994,3,558
1994,4,579
1995,1,566
1995,2,588
1995,3,573
1995,4,589
1996,1,582
1996,2,591
1996,3,582
1996,4,606
1997,1,588
1997,2,599
1997,3,582
1997,4,608
1998,1,587
1998,2,601
1998,3,591
1998,4,608
1999,1,590
1999,2,601
1999,3,584
1999,4,610
2000,1,594
2000,2,601
2000,3,588
2000,4,609
2001,1,594
2001,2,611
2001,3,601
2001,4,626
2002,1,608
2002,2,622
2002,3,612
2002,4,636
2003,1,620
2003,2,630
2003,3,615
2003,4,631
2004,1,610
2004,2,624
2004,3,608
2004,4,628
2005,1,615
2005,2,620
2005,3,609
2005,4,636
2006,1,622
2006,2,632
2006,3,620
2006,4,645
2007,1,626
2007,2,639
2007,3,617
2007,4,652
2008,1,632
2008,2,642
2008,3,630
2008,4,648
2009,1,633
2009,2,645
2009,3,633
2009,4,657
2010,1,634
2010,2,648
2010,3,635
2010,4,656
2011,1,652
2011,2,659
2011,3,643
2011,4,667
2012,1,648
2012,2,649
2012,3,641
2012,4,663
2013,1,648
2013,2,655
2013,3,639
2013,4,656
2014,1,645
2014,2,657
2014,3,652
2014,4,676
2015,1,658
2015,2,666
2015,3,650
2015,4,667
2016,1,664
2016,2,669
2016,3,655
2016,4,677
2017,1,663
2017,2,676
2017,3,666
2017,4,686
2018,1,671
2018,2,674
2018,3,666
2018,4,683
2019,1,668
2019,2,683
2019,3,670
2019,4,694
2020,1,673
2020,2,685
2020,3,669
2020,4,690
