"Year","Quarter","Expenditure"
1950,1,743
1950,2,733
1950,3,718
1950,4,666
1951,1,715
1951,2,728
1951,3,745
1951,4,682
1952,1,731
1952,2,796
1952,3,783
1952,4,732
1953,1,751
1953,2,777
1953,3,759
1953,4,693
1954,1,756
1954,2,774
1954,3,770
1954,4,701
1955,1,752
1955,2,772
1955,3,770
1955,4,704
1956,1,738
1956,2,766
1956,3,755
1956,4,729
1957,1,773
1957,2,801
1957,3,796
1957,4,726
1958,1,758
1958,2,771
1958,3,760
1958,4,715
1959,1,766
1959,2,777
1959,3,791
1959,4,720
1960,1,789
1960,2,786
1960,3,775
1960,4,717
1961,1,753
1961,2,746
1961,3,783
1961,4,714
1962,1,760
1962,2,795
1962,3,786
1962,4,769
1963,1,834
1963,2,806
1963,3,817
1963,4,789
1964,1,792
1964,2,807
1964,3,790
1964,4,735
1965,1,782
1965,2,798
1965,3,807
1965,4,779
1966,1,815
1966,2,832
1966,3,839
1966,4,762
1967,1,821
1967,2,840
1967,3,810
1967,4,741
1968,1,787
1968,2,795
1968,3,835
1968,4,762
1969,1,797
1969,2,804
1969,3,793
1969,4,752
1970,1,805
1970,2,828
1970,3,847
1970,4,790
1971,1,828
1971,2,830
1971,3,851
1971,4,832
1972,1,874
1972,2,848
1972,3,825
1972,4,771
1973,1,806
1973,2,831
1973,3,850
1973,4,783
1974,1,847
1974,2,852
1974,3,859
1974,4,808
1975,1,839
1975,2,857
1975,3,890
1975,4,832
1976,1,879
1976,2,890
1976,3,873
1976,4,815
1977,1,857
1977,2,858
1977,3,862
1977,4,796
1978,1,855
1978,2,877
1978,3,887
1978,4,845
1979,1,860
1979,2,872
1979,3,891
1979,4,843
1980,1,881
1980,2,885
1980,3,881
1980,4,837
1981,1,887
1981,2,928
1981,3,908
1981,4,834
1982,1,878
1982,2,917
1982,3,919
1982,4,827
1983,1,890
1983,2,883
1983,3,945
1983,4,865
1984,1,897
1984,2,892
1984,3,897
1984,4,851
1985,1,878
1985,2,913
1985,3,920
1985,4,848
1986,1,932
1986,2,931
1986,3,909
1986,4,855
1987,1,886
1987,2,899
1987,3,918
1987,4,857
1988,1,900
1988,2,923
1988,3,939
1988,4,864
1989,1,905
1989,2,940
1989,3,932
1989,4,877
1990,1,916
1990,2,915
1990,3,937
1990,4,863
1991,1,859
1991,2,908
1991,3,909
1991,4,879
1992,1,950
1992,2,962
1992,3,973
1992,4,918
1993,1,911
1993,2,944
1993,3,952
1993,4,870
1994,1,930
1994,2,964
1994,3,976
1994,4,950
1995,1,976
1995,2,965
1995,3,967
1995,4,905
1996,1,962
1996,2,987
1996,3,986
1996,4,907
1997,1,946
1997,2,969
1997,3,962
1997,4,883
1998,1,945
1998,2,939
1998,3,966
1998,4,923
1999,1,963
1999,2,960
1999,3,977
1999,4,941
2000,1,969
2000,2,996
2000,3,986
2000,4,913
2001,1,958
2001,2,998
2001,3,980
2001,4,919
2002,1,972
2002,2,1036
2002,3,1021
2002,4,968
2003,1,1016
2003,2,1006
2003,3,1002
2003,4,914
2004,1,966
2004,2,989
2004,3,986
2004,4,954
2005,1,1013
2005,2,1034
2005,3,990
2005,4,929
2006,1,976
2006,2,985
2006,3,1014
2006,4,928
2007,1,975
2007,2,971
2007,3,997
2007,4,952
2008,1,1000
2008,2,1037
2008,3,1032
2008,4,979
2009,1,1025
2009,2,1032
2009,3,1021
2009,4,969
2010,1,1045
2010,2,1044
2010,3,1038
2010,4,995
2011,1,1030
2011,2,1042
2011,3,1064
2011,4,1014
2012,1,1075
2012,2,1095
2012,3,1105
2012,4,1025
2013,1,1022
2013,2,1025
2013,3,1057
2013,4,964
2014,1,1010
2014,2,1072
2014,3,1076
2014,4,1037
2015,1,1035
2015,2,1065
2015,3,1065
2015,4,991
2016,1,1026
2016,2,1076
2016,3,1067
2016,4,991
2017,1,1017
2017,2,1022
2017,3,1039
2017,4,960
2018,1,1013
2018,2,1045
2018,3,1089
2018,4,1032
2019,1,1065
2019,2,1082
2019,3,1102
2019,4,1021
2020,1,1079
2020,2,1072
2020,3,1109
2020,4,1048
