"Year","Quarter","Expenditure"
1950,1,1138
1950,2,1041
1950,3,1135
1950,4,1095
1951,1,1183
1951,2,1053
1951,3,1132
1951,4,1119
1952,1,1193
1952,2,1064
1952,3,1171
1952,4,1123
1953,1,1227
1953,2,1078
1953,3,1167
1953,4,1145
1954,1,1231
1954,2,1105
1954,3,1191
1954,4,1156
1955,1,1223
1955,2,1095
1955,3,1209
1955,4,1163
1956,1,1234
1956,2,1116
1956,3,1209
1956,4,1156
1957,1,1277
1957,2,1121
1957,3,1210
1957,4,1173
1958,1,1249
1958,2,1114
1958,3,1226
1958,4,1180
1959,1,1269
1959,2,1132
1959,3,1231
1959,4,1193
1960,1,1267
1960,2,1148
1960,3,1271
1960,4,1227
1961,1,1300
1961,2,1159
1961,3,1266
1961,4,1214
1962,1,1300
1962,2,1159
1962,3,1261
1962,4,1237
1963,1,1301
1963,2,1176
1963,3,1272
1963,4,1245
1964,1,1325
1964,2,1194
1964,3,1285
1964,4,1243
1965,1,1302
1965,2,1192
1965,3,1319
1965,4,1252
1966,1,1346
1966,2,1215
1966,3,1317
1966,4,1302
1967,1,1367
1967,2,1252
1967,3,1344
1967,4,1286
1968,1,1360
1968,2,1231
1968,3,1313
1968,4,1289
1969,1,1393
1969,2,1241
1969,3,1344
1969,4,1334
1970,1,1359
1970,2,1199
1970,3,1324
1970,4,1287
1971,1,1403
1971,2,1253
1971,3,1372
1971,4,1282
1972,1,1382
1972,2,1269
1972,3,1379
1972,4,1364
1973,1,1448
1973,2,1305
1973,3,1410
1973,4,1375
1974,1,1455
1974,2,1316
1974,3,1415
1974,4,1373
1975,1,1453
1975,2,1298
1975,3,1414
1975,4,1364
1976,1,1421
1976,2,1314
1976,3,1421
1976,4,1359
1977,1,1455
1977,2,1336
1977,3,1415
1977,4,1404
1978,1,1437
1978,2,1313
1978,3,1440
1978,4,1381
1979,1,1453
1979,2,1311
1979,3,1420
1979,4,1402
1980,1,1451
1980,2,1337
1980,3,1448
1980,4,1444
1981,1,1543
1981,2,1411
1981,3,1522
1981,4,1478
1982,1,1538
1982,2,1391
1982,3,1489
1982,4,1474
1983,1,1529
1983,2,1390
1983,3,1523
1983,4,1471
1984,1,1558
1984,2,1428
1984,3,1503
1984,4,1463
1985,1,1560
1985,2,1423
1985,3,1521
1985,4,1481
1986,1,1566
1986,2,1458
1986,3,1539
1986,4,1463
1987,1,1522
1987,2,1453
1987,3,1529
1987,4,1500
1988,1,1588
1988,2,1448
1988,3,1552
1988,4,1501
1989,1,1593
1989,2,1458
1989,3,1574
1989,4,1530
1990,1,1613
1990,2,1502
1990,3,1605
1990,4,1555
1991,1,1623
1991,2,1492
1991,3,1627
1991,4,1569
1992,1,1611
1992,2,1516
1992,3,1622
1992,4,1590
1993,1,1657
1993,2,1505
1993,3,1603
1993,4,1591
1994,1,1672
1994,2,1522
1994,3,1640
1994,4,1598
1995,1,1684
1995,2,1540
1995,3,1647
1995,4,1621
1996,1,1702
1996,2,1567
1996,3,1673
1996,4,1653
1997,1,1726
1997,2,1586
1997,3,1680
1997,4,1655
1998,1,1748
1998,2,1606
1998,3,1738
1998,4,1656
1999,1,1705
1999,2,1594
1999,3,1704
1999,4,1671
2000,1,1731
2000,2,1600
2000,3,1728
2000,4,1675
2001,1,1735
2001,2,1594
2001,3,1714
2001,4,1648
2002,1,1760
2002,2,1644
2002,3,1734
2002,4,1717
2003,1,1766
2003,2,1638
2003,3,1749
2003,4,1718
2004,1,1786
2004,2,1648
2004,3,1770
2004,4,1753
2005,1,1793
2005,2,1663
2005,3,1800
2005,4,1776
2006,1,1826
2006,2,1676
2006,3,1798
2006,4,1780
2007,1,1823
2007,2,1714
2007,3,1815
2007,4,1791
2008,1,1832
2008,2,1699
2008,3,1813
2008,4,1788
2009,1,1858
2009,2,1723
2009,3,1806
2009,4,1771
2010,1,1870
2010,2,1756
2010,3,1860
2010,4,1830
2011,1,1920
2011,2,1770
2011,3,1896
2011,4,1824
2012,1,1929
2012,2,1829
2012,3,1915
2012,4,1842
2013,1,1917
2013,2,1785
2013,3,1915
2013,4,1878
2014,1,1944
2014,2,1841
2014,3,1908
2014,4,1912
2015,1,1942
2015,2,1827
2015,3,1931
2015,4,1894
2016,1,1972
2016,2,1817
2016,3,1922
2016,4,1910
2017,1,1994
2017,2,1882
2017,3,1970
2017,4,1953
2018,1,2005
2018,2,1860
2018,3,1969
2018,4,1958
2019,1,2054
2019,2,1906
2019,3,2001
2019,4,1964
2020,1,2032
2020,2,1892
2020,3,1983
2020,4,1983
