"Year","Quarter","Expenditure"
1950,1,683
1950,2,680
1950,3,658
1950,4,681
1951,1,677
1951,2,657
1951,3,642
1951,4,675
1952,1,717
1952,2,720
1952,3,711
1952,4,725
1953,1,707
1953,2,676
1953,3,676
1953,4,691
1954,1,695
1954,2,684
1954,3,661
1954,4,689
1955,1,734
1955,2,724
1955,3,709
1955,4,751
1956,1,722
1956,2,724
1956,3,689
1956,4,692
1957,1,740
1957,2,703
1957,3,714
1957,4,734
1958,1,756
1958,2,733
1958,3,698
1958,4,731
1959,1,745
1959,2,737
1959,3,697
1959,4,702
1960,1,722
1960,2,713
1960,3,699
1960,4,729
1961,1,776
1961,2,774
1961,3,711
1961,4,716
1962,1,726
1962,2,685
1962,3,683
1962,4,715
1963,1,724
1963,2,722
1963,3,704
1963,4,740
1964,1,782
1964,2,738
1964,3,746
1964,4,787
1965,1,793
1965,2,798
1965,3,760
1965,4,795
1966,1,820
1966,2,786
1966,3,768
1966,4,770
1967,1,760
1967,2,734
1967,3,732
1967,4,765
1968,1,781
1968,2,736
1968,3,708
1968,4,704
1969,1,731
1969,2,733
1969,3,716
1969,4,731
1970,1,758
1970,2,745
1970,3,713
1970,4,709
1971,1,746
1971,2,730
1971,3,726
1971,4,726
1972,1,768
1972,2,746
1972,3,733
1972,4,801
1973,1,795
1973,2,738
1973,3,717
1973,4,777
1974,1,781
1974,2,738
1974,3,736
1974,4,735
1975,1,734
1975,2,713
1975,3,702
1975,4,702
1976,1,731
1976,2,695
1976,3,681
1976,4,693
1977,1,750
1977,2,734
1977,3,726
1977,4,760
1978,1,764
1978,2,732
1978,3,723
1978,4,729
1979,1,763
1979,2,722
1979,3,725
1979,4,746
1980,1,790
1980,2,760
1980,3,757
1980,4,816
1981,1,817
1981,2,780
1981,3,763
1981,4,762
1982,1,811
1982,2,767
1982,3,747
1982,4,775
1983,1,799
1983,2,807
1983,3,774
1983,4,809
1984,1,844
1984,2,850
1984,3,826
1984,4,837
1985,1,852
1985,2,830
1985,3,840
1985,4,884
1986,1,880
1986,2,846
1986,3,823
1986,4,840
1987,1,874
1987,2,845
1987,3,824
1987,4,823
1988,1,835
1988,2,826
1988,3,800
1988,4,810
1989,1,837
1989,2,824
1989,3,792
1989,4,815
1990,1,819
1990,2,805
1990,3,785
1990,4,827
1991,1,846
1991,2,811
1991,3,797
1991,4,819
1992,1,826
1992,2,796
1992,3,830
1992,4,814
1993,1,819
1993,2,799
1993,3,798
1993,4,815
1994,1,823
1994,2,785
1994,3,792
1994,4,801
1995,1,827
1995,2,790
1995,3,733
1995,4,761
1996,1,789
1996,2,752
1996,3,747
1996,4,786
1997,1,813
1997,2,806
1997,3,749
1997,4,775
1998,1,812
1998,2,809
1998,3,825
1998,4,845
1999,1,870
1999,2,854
1999,3,831
1999,4,864
2000,1,885
2000,2,863
2000,3,823
2000,4,823
2001,1,869
2001,2,841
2001,3,790
2001,4,829
2002,1,836
2002,2,802
2002,3,760
2002,4,791
2003,1,826
2003,2,831
2003,3,809
2003,4,830
2004,1,810
2004,2,778
2004,3,773
2004,4,786
2005,1,812
2005,2,820
2005,3,805
2005,4,798
2006,1,841
2006,2,803
2006,3,787
2006,4,826
2007,1,854
2007,2,851
2007,3,809
2007,4,820
2008,1,854
2008,2,845
2008,3,839
2008,4,867
2009,1,867
2009,2,834
2009,3,811
2009,4,828
2010,1,865
2010,2,837
2010,3,807
2010,4,811
2011,1,817
2011,2,803
2011,3,776
2011,4,763
2012,1,791
2012,2,777
2012,3,771
2012,4,817
2013,1,830
2013,2,820
2013,3,801
2013,4,846
2014,1,896
2014,2,865
2014,3,830
2014,4,811
2015,1,839
2015,2,811
2015,3,753
2015,4,766
2016,1,822
2016,2,792
2016,3,795
2016,4,818
2017,1,850
2017,2,814
2017,3,763
2017,4,816
2018,1,821
2018,2,816
2018,3,808
2018,4,818
2019,1,838
2019,2,813
2019,3,768
2019,4,809
2020,1,818
2020,2,815
2020,3,784
2020,4,818
