"Year","Quarter","Expenditure"
1950,1,761
1950,2,732
1950,3,763
1950,4,710
1951,1,758
1951,2,715
1951,3,782
1951,4,759
1952,1,766
1952,2,767
1952,3,808
1952,4,767
1953,1,782
1953,2,733
1953,3,794
1953,4,760
1954,1,786
1954,2,780
1954,3,855
1954,4,784
1955,1,802
1955,2,770
1955,3,791
1955,4,721
1956,1,780
1956,2,746
1956,3,787
1956,4,752
1957,1,787
1957,2,788
1957,3,797
1957,4,752
1958,1,759
1958,2,732
1958,3,801
1958,4,781
1959,1,803
1959,2,804
1959,3,850
1959,4,797
1960,1,846
1960,2,814
1960,3,890
1960,4,841
1961,1,864
1961,2,851
1961,3,876
1961,4,852
1962,1,877
1962,2,841
1962,3,890
1962,4,848
1963,1,857
1963,2,828
1963,3,844
1963,4,839
1964,1,842
1964,2,838
1964,3,876
1964,4,851
1965,1,858
1965,2,821
1965,3,847
1965,4,806
1966,1,832
1966,2,865
1966,3,879
1966,4,868
1967,1,912
1967,2,851
1967,3,919
1967,4,883
1968,1,886
1968,2,869
1968,3,922
1968,4,901
1969,1,913
1969,2,903
1969,3,934
1969,4,910
1970,1,935
1970,2,949
1970,3,992
1970,4,908
1971,1,927
1971,2,881
1971,3,936
1971,4,918
1972,1,922
1972,2,861
1972,3,877
1972,4,850
1973,1,899
1973,2,875
1973,3,953
1973,4,929
1974,1,969
1974,2,962
1974,3,1019
1974,4,974
1975,1,968
1975,2,941
1975,3,956
1975,4,939
1976,1,927
1976,2,903
1976,3,958
1976,4,912
1977,1,953
1977,2,899
1977,3,958
1977,4,939
1978,1,960
1978,2,911
1978,3,955
1978,4,935
1979,1,956
1979,2,938
1979,3,979
1979,4,952
1980,1,992
1980,2,955
1980,3,1009
1980,4,976
1981,1,1003
1981,2,951
1981,3,991
1981,4,933
1982,1,966
1982,2,959
1982,3,1001
1982,4,992
1983,1,1002
1983,2,964
1983,3,1010
1983,4,982
1984,1,1007
1984,2,959
1984,3,997
1984,4,972
1985,1,972
1985,2,940
1985,3,989
1985,4,965
1986,1,987
1986,2,981
1986,3,1006
1986,4,944
1987,1,975
1987,2,942
1987,3,1005
1987,4,968
1988,1,981
1988,2,965
1988,3,1025
1988,4,981
1989,1,1013
1989,2,955
1989,3,1006
1989,4,983
1990,1,1037
1990,2,1010
1990,3,1048
1990,4,1007
1991,1,1019
1991,2,984
1991,3,1012
1991,4,1000
1992,1,1006
1992,2,975
1992,3,1044
1992,4,1030
1993,1,1057
1993,2,1013
1993,3,1048
1993,4,1041
1994,1,1083
1994,2,1032
1994,3,1056
1994,4,1009
1995,1,1074
1995,2,1068
1995,3,1103
1995,4,1014
1996,1,1051
1996,2,1041
1996,3,1090
1996,4,1074
1997,1,1088
1997,2,1055
1997,3,1111
1997,4,1084
1998,1,1083
1998,2,1041
1998,3,1071
1998,4,1026
1999,1,1042
1999,2,1012
1999,3,1057
1999,4,1044
2000,1,1074
2000,2,1075
2000,3,1132
2000,4,1073
2001,1,1094
2001,2,1087
2001,3,1121
2001,4,1077
2002,1,1103
2002,2,1089
2002,3,1116
2002,4,1075
2003,1,1128
2003,2,1086
2003,3,1137
2003,4,1075
2004,1,1104
2004,2,1053
2004,3,1104
2004,4,1053
2005,1,1060
2005,2,1031
2005,3,1100
2005,4,1054
2006,1,1086
2006,2,1034
2006,3,1101
2006,4,1053
2007,1,1055
2007,2,1060
2007,3,1086
2007,4,1089
2008,1,1135
2008,2,1115
2008,3,1161
2008,4,1129
2009,1,1157
2009,2,1120
2009,3,1148
2009,4,1082
2010,1,1102
2010,2,1074
2010,3,1132
2010,4,1081
2011,1,1099
2011,2,1087
2011,3,1133
2011,4,1096
2012,1,1127
2012,2,1108
2012,3,1172
2012,4,1105
2013,1,1093
2013,2,1070
2013,3,1151
2013,4,1128
2014,1,1161
2014,2,1163
2014,3,1187
2014,4,1131
2015,1,1138
2015,2,1112
2015,3,1159
2015,4,1125
2016,1,1152
2016,2,1125
2016,3,1151
2016,4,1108
2017,1,1138
2017,2,1131
2017,3,1194
2017,4,1156
2018,1,1213
2018,2,1191
2018,3,1229
2018,4,1171
2019,1,1175
2019,2,1116
2019,3,1147
2019,4,1116
2020,1,1177
2020,2,1170
2020,3,1203
2020,4,1149
