"Year","Quarter","Expenditure"
1950,1,1054
1950,2,1005
1950,3,1024
1950,4,1086
1951,1,1071
1951,2,1068
1951,3,1054
1951,4,1092
1952,1,1050
1952,2,1048
1952,3,1073
1952,4,1153
1953,1,1107
1953,2,1086
1953,3,1106
1953,4,1112
1954,1,1094
1954,2,1033
1954,3,1089
1954,4,1102
1955,1,1055
1955,2,1030
1955,3,1036
1955,4,1122
1956,1,1088
1956,2,992
1956,3,1024
1956,4,1047
1957,1,1065
1957,2,1010
1957,3,1106
1957,4,1102
1958,1,1153
1958,2,1104
1958,3,1190
1958,4,1217
1959,1,1255
1959,2,1225
1959,3,1287
1959,4,1285
1960,1,1273
1960,2,1175
1960,3,1248
1960,4,1256
1961,1,1328
1961,2,1257
1961,3,1268
1961,4,1285
1962,1,1185
1962,2,1160
1962,3,1159
1962,4,1165
1963,1,1163
1963,2,1132
1963,3,1197
1963,4,1260
1964,1,1223
1964,2,1193
1964,3,1199
1964,4,1201
1965,1,1186
1965,2,1122
1965,3,1163
1965,4,1136
1966,1,1085
1966,2,1069
1966,3,1120
1966,4,1133
1967,1,1182
1967,2,1142
1967,3,1189
1967,4,1230
1968,1,1252
1968,2,1221
1968,3,1207
1968,4,1188
1969,1,1203
1969,2,1149
1969,3,1208
1969,4,1226
1970,1,1148
1970,2,1087
1970,3,1152
1970,4,1185
1971,1,1199
1971,2,1242
1971,3,1184
1971,4,1248
1972,1,1285
1972,2,1215
1972,3,1289
1972,4,1313
1973,1,1282
1973,2,1254
1973,3,1343
1973,4,1351
1974,1,1358
1974,2,1352
1974,3,1351
1974,4,1335
1975,1,1314
1975,2,1257
1975,3,1326
1975,4,1280
1976,1,1275
1976,2,1178
1976,3,1193
1976,4,1196
1977,1,1192
1977,2,1126
1977,3,1209
1977,4,1270
1978,1,1280
1978,2,1203
1978,3,1291
1978,4,1330
1979,1,1322
1979,2,1255
1979,3,1329
1979,4,1320
1980,1,1321
1980,2,1326
1980,3,1354
1980,4,1281
1981,1,1264
1981,2,1221
1981,3,1231
1981,4,1239
1982,1,1264
1982,2,1210
1982,3,1202
1982,4,1259
1983,1,1236
1983,2,1217
1983,3,1298
1983,4,1283
1984,1,1285
1984,2,1200
1984,3,1264
1984,4,1271
1985,1,1208
1985,2,1177
1985,3,1238
1985,4,1283
1986,1,1272
1986,2,1275
1986,3,1285
1986,4,1291
1987,1,1286
1987,2,1322
1987,3,1315
1987,4,1405
1988,1,1383
1988,2,1364
1988,3,1399
1988,4,1390
1989,1,1330
1989,2,1309
1989,3,1329
1989,4,1312
1990,1,1251
1990,2,1129
1990,3,1159
1990,4,1251
1991,1,1216
1991,2,1243
1991,3,1318
1991,4,1345
1992,1,1340
1992,2,1294
1992,3,1305
1992,4,1249
1993,1,1276
1993,2,1211
1993,3,1207
1993,4,1264
1994,1,1299
1994,2,1261
1994,3,1344
1994,4,1334
1995,1,1360
1995,2,1283
1995,3,1368
1995,4,1356
1996,1,1315
1996,2,1257
1996,3,1355
1996,4,1342
1997,1,1349
1997,2,1273
1997,3,1288
1997,4,1362
1998,1,1346
1998,2,1352
1998,3,1383
1998,4,1391
1999,1,1371
1999,2,1305
1999,3,1332
1999,4,1384
2000,1,1323
2000,2,1256
2000,3,1286
2000,4,1346
2001,1,1311
2001,2,1314
2001,3,1353
2001,4,1419
2002,1,1469
2002,2,1384
2002,3,1416
2002,4,1440
2003,1,1428
2003,2,1406
2003,3,1407
2003,4,1396
2004,1,1349
2004,2,1335
2004,3,1321
2004,4,1327
2005,1,1303
2005,2,1293
2005,3,1412
2005,4,1408
2006,1,1387
2006,2,1368
2006,3,1401
2006,4,1380
2007,1,1320
2007,2,1252
2007,3,1222
2007,4,1234
2008,1,1263
2008,2,1195
2008,3,1280
2008,4,1321
2009,1,1300
2009,2,1344
2009,3,1351
2009,4,1402
2010,1,1407
2010,2,1311
2010,3,1358
2010,4,1389
2011,1,1312
2011,2,1252
2011,3,1319
2011,4,1316
2012,1,1359
2012,2,1353
2012,3,1424
2012,4,1421
2013,1,1430
2013,2,1452
2013,3,1491
2013,4,1513
2014,1,1472
2014,2,1399
2014,3,1397
2014,4,1375
2015,1,1373
2015,2,1337
2015,3,1342
2015,4,1328
2016,1,1257
2016,2,1237
2016,3,1296
2016,4,1375
2017,1,1322
2017,2,1318
2017,3,1387
2017,4,1440
2018,1,1491
2018,2,1399
2018,3,1442
2018,4,1461
2019,1,1431
2019,2,1424
2019,3,1529
2019,4,1555
2020,1,1507
2020,2,1442
2020,3,1487
2020,4,1439
