"Year","Quarter","Expenditure"
1950,1,543
1950,2,513
1950,3,498
1950,4,489
1951,1,547
1951,2,551
1951,3,546
1951,4,513
1952,1,563
1952,2,557
1952,3,535
1952,4,531
1953,1,576
1953,2,538
1953,3,530
1953,4,512
1954,1,580
1954,2,581
1954,3,547
1954,4,528
1955,1,588
1955,2,591
1955,3,561
1955,4,532
1956,1,575
1956,2,531
1956,3,554
1956,4,516
1957,1,563
1957,2,558
1957,3,543
1957,4,518
1958,1,586
1958,2,545
1958,3,541
1958,4,517
1959,1,568
1959,2,553
1959,3,530
1959,4,517
1960,1,566
1960,2,580
1960,3,566
1960,4,540
1961,1,571
1961,2,560
1961,3,552
1961,4,530
1962,1,574
1962,2,588
1962,3,570
1962,4,544
1963,1,582
1963,2,589
1963,3,578
1963,4,544
1964,1,589
1964,2,586
1964,3,578
1964,4,534
1965,1,602
1965,2,572
1965,3,540
1965,4,523
1966,1,607
1966,2,582
1966,3,592
1966,4,546
1967,1,617
1967,2,589
1967,3,563
1967,4,541
1968,1,609
1968,2,585
1968,3,556
1968,4,537
1969,1,599
1969,2,592
1969,3,564
1969,4,548
1970,1,584
1970,2,598
1970,3,591
1970,4,558
1971,1,582
1971,2,559
1971,3,562
1971,4,563
1972,1,613
1972,2,592
1972,3,585
1972,4,559
1973,1,603
1973,2,591
1973,3,570
1973,4,581
1974,1,629
1974,2,635
1974,3,611
1974,4,592
1975,1,609
1975,2,595
1975,3,602
1975,4,577
1976,1,612
1976,2,598
1976,3,582
1976,4,557
1977,1,614
1977,2,598
1977,3,575
1977,4,575
1978,1,614
1978,2,601
1978,3,620
1978,4,605
1979,1,640
1979,2,620
1979,3,633
1979,4,593
1980,1,665
1980,2,633
1980,3,617
1980,4,568
1981,1,621
1981,2,599
1981,3,608
1981,4,568
1982,1,617
1982,2,605
1982,3,611
1982,4,619
1983,1,661
1983,2,644
1983,3,607
1983,4,598
1984,1,632
1984,2,607
1984,3,616
1984,4,604
1985,1,628
1985,2,629
1985,3,639
1985,4,582
1986,1,647
1986,2,613
1986,3,601
1986,4,575
1987,1,609
1987,2,602
1987,3,613
1987,4,575
1988,1,643
1988,2,661
1988,3,633
1988,4,599
1989,1,645
1989,2,638
1989,3,637
1989,4,630
1990,1,646
1990,2,622
1990,3,624
1990,4,619
1991,1,671
1991,2,671
1991,3,646
1991,4,610
1992,1,682
1992,2,632
1992,3,617
1992,4,619
1993,1,666
1993,2,643
1993,3,652
1993,4,630
1994,1,672
1994,2,652
1994,3,656
1994,4,645
1995,1,663
1995,2,658
1995,3,632
1995,4,604
1996,1,661
1996,2,657
1996,3,648
1996,4,609
1997,1,652
1997,2,642
1997,3,640
1997,4,626
1998,1,693
1998,2,677
1998,3,645
1998,4,637
1999,1,666
1999,2,664
1999,3,645
1999,4,656
2000,1,679
2000,2,670
2000,3,674
2000,4,640
2001,1,665
2001,2,655
2001,3,634
2001,4,639
2002,1,663
2002,2,669
2002,3,670
2002,4,668
2003,1,691
2003,2,666
2003,3,639
2003,4,631
2004,1,674
2004,2,657
2004,3,657
2004,4,654
2005,1,686
2005,2,681
2005,3,670
2005,4,646
2006,1,678
2006,2,664
2006,3,659
2006,4,641
2007,1,684
2007,2,658
2007,3,662
2007,4,660
2008,1,677
2008,2,701
2008,3,691
2008,4,660
2009,1,724
2009,2,673
2009,3,676
2009,4,651
2010,1,703
2010,2,709
2010,3,678
2010,4,625
2011,1,691
2011,2,693
2011,3,691
2011,4,653
2012,1,690
2012,2,685
2012,3,681
2012,4,662
2013,1,697
2013,2,700
2013,3,698
2013,4,662
2014,1,681
2014,2,710
2014,3,691
2014,4,672
2015,1,705
2015,2,696
2015,3,668
2015,4,664
2016,1,679
2016,2,730
2016,3,709
2016,4,695
2017,1,711
2017,2,671
2017,3,663
2017,4,638
2018,1,714
2018,2,700
2018,3,677
2018,4,666
2019,1,740
2019,2,726
2019,3,717
2019,4,685
2020,1,706
2020,2,674
2020,3,682
2020,4,674
