"Year","Quarter","Expenditure"
1950,1,974
1950,2,1246
1950,3,978
1950,4,996
1951,1,917
1951,2,1282
1951,3,971
1951,4,1163
1952,1,1192
1952,2,1439
1952,3,944
1952,4,1211
1953,1,1032
1953,2,1433
1953,3,1080
1953,4,1296
1954,1,1227
1954,2,1562
1954,3,1305
1954,4,1322
1955,1,1181
1955,2,1399
1955,3,1242
1955,4,1196
1956,1,1178
1956,2,1528
1956,3,1343
1956,4,1442
1957,1,1250
1957,2,1567
1957,3,1275
1957,4,1370
1958,1,1244
1958,2,1667
1958,3,1263
1958,4,1502
1959,1,1328
1959,2,1706
1959,3,1331
1959,4,1465
1960,1,1518
1960,2,1701
1960,3,1506
1960,4,1561
1961,1,1432
1961,2,1710
1961,3,1503
1961,4,1523
1962,1,1547
1962,2,1845
1962,3,1532
1962,4,1594
1963,1,1486
1963,2,1865
1963,3,1492
1963,4,1699
1964,1,1596
1964,2,1924
1964,3,1591
1964,4,1846
1965,1,1746
1965,2,1924
1965,3,1633
1965,4,1848
1966,1,1670
1966,2,1986
1966,3,1851
1966,4,1827
1967,1,1699
1967,2,2139
1967,3,1763
1967,4,1887
1968,1,1791
1968,2,2051
1968,3,1802
1968,4,1965
1969,1,1848
1969,2,2195
1969,3,1802
1969,4,2081
1970,1,1938
1970,2,2130
1970,3,1901
1970,4,2028
1971,1,1975
1971,2,2269
1971,3,1884
1971,4,2106
1972,1,2097
1972,2,2427
1972,3,2121
1972,4,2194
1973,1,2247
1973,2,2384
1973,3,2169
1973,4,2279
1974,1,2069
1974,2,2392
1974,3,2100
1974,4,2339
1975,1,2330
1975,2,2580
1975,3,2349
1975,4,2428
1976,1,2259
1976,2,2590
1976,3,2404
1976,4,2525
1977,1,2357
1977,2,2712
1977,3,2403
1977,4,2524
1978,1,2559
1978,2,2805
1978,3,2537
1978,4,2667
1979,1,2488
1979,2,2873
1979,3,2614
1979,4,2756
1980,1,2554
1980,2,2918
1980,3,2738
1980,4,2830
1981,1,2810
1981,2,3088
1981,3,2715
1981,4,2809
1982,1,2742
1982,2,3131
1982,3,2755
1982,4,2844
1983,1,2799
1983,2,3180
1983,3,2904
1983,4,3041
1984,1,2964
1984,2,3330
1984,3,2867
1984,4,2938
1985,1,3016
1985,2,3303
1985,3,3038
1985,4,3339
1986,1,3133
1986,2,3407
1986,3,3142
1986,4,3355
1987,1,3238
1987,2,3562
1987,3,3366
1987,4,3496
1988,1,3278
1988,2,3604
1988,3,3331
1988,4,3371
1989,1,3433
1989,2,3747
1989,3,3499
1989,4,3470
1990,1,3533
1990,2,3805
1990,3,3557
1990,4,3678
1991,1,3602
1991,2,3820
1991,3,3798
1991,4,3843
1992,1,3773
1992,2,4038
1992,3,3932
1992,4,3921
1993,1,3794
1993,2,4193
1993,3,3933
1993,4,4048
1994,1,4088
1994,2,4320
1994,3,4074
1994,4,4147
1995,1,4139
1995,2,4373
1995,3,4161
1995,4,4333
1996,1,4247
1996,2,4540
1996,3,4384
1996,4,4505
1997,1,4343
1997,2,4746
1997,3,4443
1997,4,4637
1998,1,4474
1998,2,4737
1998,3,4432
1998,4,4654
1999,1,4576
1999,2,4877
1999,3,4688
1999,4,4761
2000,1,4762
2000,2,5108
2000,3,4863
2000,4,5087
2001,1,4984
2001,2,5371
2001,3,5017
2001,4,5042
2002,1,5035
2002,2,5349
2002,3,5218
2002,4,5390
2003,1,5185
2003,2,5493
2003,3,5306
2003,4,5321
2004,1,5366
2004,2,5719
2004,3,5519
2004,4,5597
2005,1,5650
2005,2,5996
2005,3,5582
2005,4,5777
2006,1,5689
2006,2,6020
2006,3,5782
2006,4,5919
2007,1,5920
2007,2,6336
2007,3,5989
2007,4,6206
2008,1,6166
2008,2,6395
2008,3,6122
2008,4,6260
2009,1,6241
2009,2,6524
2009,3,6326
2009,4,6546
2010,1,6386
2010,2,6783
2010,3,6536
2010,4,6704
2011,1,6613
2011,2,7022
2011,3,6695
2011,4,6976
2012,1,6900
2012,2,7192
2012,3,7008
2012,4,7130
2013,1,7051
2013,2,7425
2013,3,7112
2013,4,7353
2014,1,7275
2014,2,7630
2014,3,7436
2014,4,7497
2015,1,7501
2015,2,7870
2015,3,7610
2015,4,7804
2016,1,7740
2016,2,8187
2016,3,7909
2016,4,8124
2017,1,7929
2017,2,8303
2017,3,8123
2017,4,8178
2018,1,8168
2018,2,8608
2018,3,8319
2018,4,8557
2019,1,8426
2019,2,8761
2019,3,8541
2019,4,8703
2020,1,8676
2020,2,9066
2020,3,8901
2020,4,8957
