"Year","Quarter","Expenditure"
1950,1,469
1950,2,409
1950,3,499
1950,4,411
1951,1,476
1951,2,382
1951,3,480
1951,4,390
1952,1,467
1952,2,412
1952,3,464
1952,4,410
1953,1,465
1953,2,390
1953,3,478
1953,4,466
1954,1,482
1954,2,407
1954,3,542
1954,4,462
1955,1,520
1955,2,453
1955,3,543
1955,4,468
1956,1,520
1956,2,438
1956,3,517
1956,4,458
1957,1,504
1957,2,504
1957,3,499
1957,4,473
1958,1,536
1958,2,501
1958,3,529
1958,4,454
1959,1,500
1959,2,464
1959,3,503
1959,4,481
1960,1,535
1960,2,489
1960,3,529
1960,4,484
1961,1,552
1961,2,491
1961,3,601
1961,4,540
1962,1,558
1962,2,491
1962,3,609
1962,4,520
1963,1,567
1963,2,520
1963,3,611
1963,4,559
1964,1,604
1964,2,555
1964,3,594
1964,4,534
1965,1,603
1965,2,512
1965,3,600
1965,4,539
1966,1,575
1966,2,555
1966,3,630
1966,4,540
1967,1,650
1967,2,606
1967,3,631
1967,4,579
1968,1,628
1968,2,560
1968,3,656
1968,4,587
1969,1,631
1969,2,569
1969,3,643
1969,4,613
1970,1,656
1970,2,591
1970,3,637
1970,4,610
1971,1,650
1971,2,579
1971,3,665
1971,4,607
1972,1,630
1972,2,589
1972,3,684
1972,4,619
1973,1,665
1973,2,641
1973,3,707
1973,4,671
1974,1,672
1974,2,615
1974,3,730
1974,4,680
1975,1,722
1975,2,652
1975,3,728
1975,4,682
1976,1,741
1976,2,689
1976,3,720
1976,4,677
1977,1,764
1977,2,698
1977,3,751
1977,4,705
1978,1,745
1978,2,731
1978,3,798
1978,4,745
1979,1,821
1979,2,706
1979,3,791
1979,4,700
1980,1,736
1980,2,700
1980,3,815
1980,4,687
1981,1,754
1981,2,701
1981,3,783
1981,4,718
1982,1,811
1982,2,742
1982,3,822
1982,4,776
1983,1,793
1983,2,782
1983,3,850
1983,4,778
1984,1,824
1984,2,809
1984,3,858
1984,4,837
1985,1,853
1985,2,776
1985,3,855
1985,4,848
1986,1,906
1986,2,789
1986,3,840
1986,4,811
1987,1,872
1987,2,810
1987,3,850
1987,4,808
1988,1,861
1988,2,817
1988,3,875
1988,4,860
1989,1,894
1989,2,864
1989,3,934
1989,4,858
1990,1,948
1990,2,859
1990,3,929
1990,4,908
1991,1,968
1991,2,881
1991,3,990
1991,4,911
1992,1,963
1992,2,906
1992,3,947
1992,4,935
1993,1,966
1993,2,929
1993,3,965
1993,4,919
1994,1,1022
1994,2,948
1994,3,1011
1994,4,967
1995,1,985
1995,2,947
1995,3,1003
1995,4,988
1996,1,1030
1996,2,965
1996,3,1059
1996,4,999
1997,1,1050
1997,2,1004
1997,3,1087
1997,4,973
1998,1,1036
1998,2,995
1998,3,1089
1998,4,1045
1999,1,1041
1999,2,1050
1999,3,1088
1999,4,1014
2000,1,1086
2000,2,1054
2000,3,1114
2000,4,1069
2001,1,1130
2001,2,1058
2001,3,1163
2001,4,1104
2002,1,1164
2002,2,1111
2002,3,1175
2002,4,1119
2003,1,1192
2003,2,1158
2003,3,1195
2003,4,1121
2004,1,1184
2004,2,1145
2004,3,1223
2004,4,1168
2005,1,1231
2005,2,1159
2005,3,1255
2005,4,1206
2006,1,1222
2006,2,1173
2006,3,1294
2006,4,1208
2007,1,1219
2007,2,1197
2007,3,1275
2007,4,1205
2008,1,1281
2008,2,1218
2008,3,1299
2008,4,1237
2009,1,1324
2009,2,1284
2009,3,1325
2009,4,1214
2010,1,1291
2010,2,1275
2010,3,1331
2010,4,1269
2011,1,1324
2011,2,1315
2011,3,1363
2011,4,1292
2012,1,1354
2012,2,1269
2012,3,1381
2012,4,1310
2013,1,1409
2013,2,1397
2013,3,1387
2013,4,1378
2014,1,1446
2014,2,1382
2014,3,1489
2014,4,1374
2015,1,1442
2015,2,1417
2015,3,1448
2015,4,1459
2016,1,1503
2016,2,1468
2016,3,1490
2016,4,1484
2017,1,1554
2017,2,1431
2017,3,1547
2017,4,1493
2018,1,1492
2018,2,1456
2018,3,1515
2018,4,1504
2019,1,1526
2019,2,1492
2019,3,1564
2019,4,1510
2020,1,1560
2020,2,1545
2020,3,1625
2020,4,1586
