"Year","Quarter","Expenditure"
1950,1,344
1950,2,343
1950,3,183
1950,4,287
1951,1,327
1951,2,323
1951,3,179
1951,4,263
1952,1,338
1952,2,375
1952,3,215
1952,4,298
1953,1,358
1953,2,360
1953,3,226
1953,4,306
1954,1,359
1954,2,392
1954,3,260
1954,4,290
1955,1,350
1955,2,367
1955,3,235
1955,4,339
1956,1,409
1956,2,423
1956,3,283
1956,4,355
1957,1,440
1957,2,441
1957,3,294
1957,4,352
1958,1,393
1958,2,440
1958,3,299
1958,4,395
1959,1,436
1959,2,460
1959,3,334
1959,4,385
1960,1,447
1960,2,476
1960,3,326
1960,4,409
1961,1,461
1961,2,480
1961,3,345
1961,4,417
1962,1,485
1962,2,505
1962,3,405
1962,4,431
1963,1,510
1963,2,550
1963,3,408
1963,4,509
1964,1,548
1964,2,582
1964,3,430
1964,4,504
1965,1,553
1965,2,567
1965,3,462
1965,4,527
1966,1,594
1966,2,594
1966,3,457
1966,4,546
1967,1,610
1967,2,631
1967,3,496
1967,4,569
1968,1,616
1968,2,646
1968,3,509
1968,4,609
1969,1,704
1969,2,699
1969,3,564
1969,4,641
1970,1,665
1970,2,676
1970,3,576
1970,4,674
1971,1,714
1971,2,723
1971,3,608
1971,4,685
1972,1,736
1972,2,738
1972,3,597
1972,4,713
1973,1,785
1973,2,754
1973,3,642
1973,4,735
1974,1,774
1974,2,822
1974,3,662
1974,4,750
1975,1,839
1975,2,846
1975,3,724
1975,4,774
1976,1,855
1976,2,883
1976,3,764
1976,4,840
1977,1,885
1977,2,902
1977,3,785
1977,4,873
1978,1,941
1978,2,970
1978,3,842
1978,4,920
1979,1,968
1979,2,1000
1979,3,859
1979,4,951
1980,1,1006
1980,2,1036
1980,3,907
1980,4,973
1981,1,1051
1981,2,1091
1981,3,949
1981,4,1065
1982,1,1122
1982,2,1155
1982,3,1023
1982,4,1098
1983,1,1176
1983,2,1214
1983,3,1076
1983,4,1174
1984,1,1225
1984,2,1262
1984,3,1099
1984,4,1205
1985,1,1287
1985,2,1281
1985,3,1177
1985,4,1268
1986,1,1316
1986,2,1319
1986,3,1213
1986,4,1292
1987,1,1362
1987,2,1389
1987,3,1273
1987,4,1379
1988,1,1432
1988,2,1468
1988,3,1329
1988,4,1436
1989,1,1503
1989,2,1529
1989,3,1378
1989,4,1493
1990,1,1558
1990,2,1586
1990,3,1481
1990,4,1543
1991,1,1616
1991,2,1654
1991,3,1536
1991,4,1604
1992,1,1691
1992,2,1700
1992,3,1561
1992,4,1657
1993,1,1720
1993,2,1758
1993,3,1624
1993,4,1727
1994,1,1813
1994,2,1847
1994,3,1714
1994,4,1832
1995,1,1910
1995,2,1952
1995,3,1813
1995,4,1925
1996,1,1996
1996,2,1993
1996,3,1856
1996,4,2006
1997,1,2073
1997,2,2116
1997,3,1967
1997,4,2067
1998,1,2153
1998,2,2213
1998,3,2074
1998,4,2158
1999,1,2249
1999,2,2286
1999,3,2154
1999,4,2266
2000,1,2361
2000,2,2398
2000,3,2298
2000,4,2411
2001,1,2436
2001,2,2466
2001,3,2352
2001,4,2460
2002,1,2534
2002,2,2581
2002,3,2478
2002,4,2586
2003,1,2665
2003,2,2699
2003,3,2589
2003,4,2702
2004,1,2794
2004,2,2812
2004,3,2692
2004,4,2794
2005,1,2880
2005,2,2961
2005,3,2830
2005,4,2959
2006,1,3056
2006,2,3095
2006,3,2960
2006,4,3087
2007,1,3158
2007,2,3193
2007,3,3088
2007,4,3184
2008,1,3261
2008,2,3311
2008,3,3205
2008,4,3327
2009,1,3427
2009,2,3471
2009,3,3350
2009,4,3471
2010,1,3581
2010,2,3645
2010,3,3540
2010,4,3631
2011,1,3721
2011,2,3765
2011,3,3655
2011,4,3795
2012,1,3899
2012,2,3942
2012,3,3835
2012,4,3955
2013,1,4066
2013,2,4111
2013,3,4017
2013,4,4152
2014,1,4247
2014,2,4300
2014,3,4186
2014,4,4330
2015,1,4445
2015,2,4480
2015,3,4372
2015,4,4499
2016,1,4574
2016,2,4646
2016,3,4549
2016,4,4685
2017,1,4791
2017,2,4853
2017,3,4763
2017,4,4906
2018,1,5020
2018,2,5038
2018,3,4953
2018,4,5117
2019,1,5202
2019,2,5266
2019,3,5191
2019,4,5318
2020,1,5437
2020,2,5523
2020,3,5447
2020,4,5568
