"Year","Quarter","Expenditure"
1950,1,749
1950,2,735
1950,3,798
1950,4,785
1951,1,730
1951,2,723
1951,3,792
1951,4,797
1952,1,725
1952,2,693
1952,3,791
1952,4,784
1953,1,744
1953,2,713
1953,3,772
1953,4,787
1954,1,748
1954,2,713
1954,3,814
1954,4,805
1955,1,735
1955,2,720
1955,3,814
1955,4,810
1956,1,748
1956,2,727
1956,3,806
1956,4,809
1957,1,755
1957,2,749
1957,3,832
1957,4,834
1958,1,761
1958,2,748
1958,3,839
1958,4,826
1959,1,768
1959,2,732
1959,3,848
1959,4,842
1960,1,792
1960,2,773
1960,3,856
1960,4,891
1961,1,821
1961,2,746
1961,3,840
1961,4,870
1962,1,818
1962,2,778
1962,3,861
1962,4,861
1963,1,792
1963,2,783
1963,3,885
1963,4,897
1964,1,821
1964,2,807
1964,3,896
1964,4,908
1965,1,831
1965,2,790
1965,3,888
1965,4,902
1966,1,845
1966,2,813
1966,3,891
1966,4,903
1967,1,841
1967,2,821
1967,3,908
1967,4,933
1968,1,856
1968,2,819
1968,3,902
1968,4,900
1969,1,871
1969,2,827
1969,3,917
1969,4,931
1970,1,884
1970,2,856
1970,3,953
1970,4,946
1971,1,877
1971,2,874
1971,3,952
1971,4,923
1972,1,871
1972,2,837
1972,3,932
1972,4,953
1973,1,877
1973,2,864
1973,3,956
1973,4,962
1974,1,890
1974,2,852
1974,3,950
1974,4,960
1975,1,900
1975,2,864
1975,3,955
1975,4,936
1976,1,864
1976,2,857
1976,3,943
1976,4,935
1977,1,865
1977,2,847
1977,3,945
1977,4,962
1978,1,902
1978,2,867
1978,3,968
1978,4,973
1979,1,918
1979,2,911
1979,3,998
1979,4,980
1980,1,922
1980,2,895
1980,3,1004
1980,4,983
1981,1,926
1981,2,877
1981,3,957
1981,4,957
1982,1,891
1982,2,894
1982,3,997
1982,4,1008
1983,1,922
1983,2,889
1983,3,997
1983,4,1012
1984,1,951
1984,2,945
1984,3,1004
1984,4,1011
1985,1,942
1985,2,936
1985,3,1025
1985,4,1021
1986,1,960
1986,2,912
1986,3,1012
1986,4,1010
1987,1,928
1987,2,923
1987,3,1007
1987,4,1019
1988,1,959
1988,2,938
1988,3,1023
1988,4,1026
1989,1,949
1989,2,950
1989,3,1030
1989,4,1015
1990,1,989
1990,2,961
1990,3,1060
1990,4,1043
1991,1,948
1991,2,925
1991,3,1018
1991,4,1033
1992,1,969
1992,2,946
1992,3,1044
1992,4,1029
1993,1,984
1993,2,976
1993,3,1047
1993,4,1054
1994,1,985
1994,2,985
1994,3,1051
1994,4,1036
1995,1,982
1995,2,937
1995,3,1034
1995,4,1038
1996,1,990
1996,2,960
1996,3,1060
1996,4,1057
1997,1,994
1997,2,960
1997,3,1052
1997,4,1060
1998,1,992
1998,2,970
1998,3,1057
1998,4,1049
1999,1,988
1999,2,956
1999,3,1065
1999,4,1041
2000,1,990
2000,2,975
2000,3,1054
2000,4,1030
2001,1,991
2001,2,975
2001,3,1056
2001,4,1047
2002,1,990
2002,2,962
2002,3,1063
2002,4,1048
2003,1,1005
2003,2,978
2003,3,1075
2003,4,1073
2004,1,1005
2004,2,996
2004,3,1073
2004,4,1076
2005,1,1010
2005,2,977
2005,3,1091
2005,4,1075
2006,1,1026
2006,2,1007
2006,3,1104
2006,4,1076
2007,1,1009
2007,2,991
2007,3,1057
2007,4,1074
2008,1,997
2008,2,962
2008,3,1072
2008,4,1062
2009,1,1001
2009,2,1005
2009,3,1065
2009,4,1094
2010,1,1008
2010,2,970
2010,3,1061
2010,4,1066
2011,1,1004
2011,2,991
2011,3,1075
2011,4,1068
2012,1,998
2012,2,1002
2012,3,1090
2012,4,1058
2013,1,976
2013,2,984
2013,3,1066
2013,4,1080
2014,1,1017
2014,2,1006
2014,3,1089
2014,4,1079
2015,1,1019
2015,2,994
2015,3,1083
2015,4,1069
2016,1,1001
2016,2,972
2016,3,1080
2016,4,1114
2017,1,1037
2017,2,1005
2017,3,1080
2017,4,1076
2018,1,1006
2018,2,1001
2018,3,1094
2018,4,1096
2019,1,1034
2019,2,981
2019,3,1063
2019,4,1066
2020,1,1000
2020,2,991
2020,3,1097
2020,4,1090
