"Year","Quarter","Expenditure"
1950,1,575
1950,2,412
1950,3,715
1950,4,713
1951,1,570
1951,2,419
1951,3,751
1951,4,738
1952,1,590
1952,2,437
1952,3,759
1952,4,748
1953,1,627
1953,2,436
1953,3,763
1953,4,776
1954,1,658
1954,2,502
1954,3,871
1954,4,826
1955,1,672
1955,2,515
1955,3,860
1955,4,807
1956,1,654
1956,2,533
1956,3,911
1956,4,913
1957,1,740
1957,2,588
1957,3,915
1957,4,922
1958,1,774
1958,2,614
1958,3,956
1958,4,952
1959,1,789
1959,2,642
1959,3,974
1959,4,958
1960,1,834
1960,2,670
1960,3,999
1960,4,1023
1961,1,838
1961,2,714
1961,3,1116
1961,4,1107
1962,1,955
1962,2,766
1962,3,1135
1962,4,1104
1963,1,974
1963,2,854
1963,3,1169
1963,4,1125
1964,1,1015
1964,2,869
1964,3,1205
1964,4,1198
1965,1,1078
1965,2,882
1965,3,1228
1965,4,1248
1966,1,1131
1966,2,989
1966,3,1299
1966,4,1335
1967,1,1130
1967,2,1022
1967,3,1406
1967,4,1410
1968,1,1226
1968,2,1079
1968,3,1394
1968,4,1373
1969,1,1252
1969,2,1143
1969,3,1451
1969,4,1411
1970,1,1264
1970,2,1139
1970,3,1498
1970,4,1521
1971,1,1374
1971,2,1225
1971,3,1618
1971,4,1608
1972,1,1458
1972,2,1354
1972,3,1689
1972,4,1697
1973,1,1518
1973,2,1406
1973,3,1761
1973,4,1755
1974,1,1595
1974,2,1481
1974,3,1819
1974,4,1828
1975,1,1687
1975,2,1518
1975,3,1880
1975,4,1880
1976,1,1749
1976,2,1612
1976,3,1963
1976,4,1983
1977,1,1847
1977,2,1726
1977,3,2074
1977,4,2064
1978,1,1919
1978,2,1799
1978,3,2125
1978,4,2131
1979,1,2033
1979,2,1911
1979,3,2262
1979,4,2267
1980,1,2130
1980,2,1956
1980,3,2307
1980,4,2318
1981,1,2185
1981,2,2084
1981,3,2439
1981,4,2447
1982,1,2305
1982,2,2196
1982,3,2532
1982,4,2541
1983,1,2392
1983,2,2303
1983,3,2658
1983,4,2650
1984,1,2502
1984,2,2351
1984,3,2704
1984,4,2756
1985,1,2610
1985,2,2528
1985,3,2885
1985,4,2889
1986,1,2793
1986,2,2645
1986,3,2987
1986,4,3021
1987,1,2886
1987,2,2731
1987,3,3129
1987,4,3127
1988,1,3018
1988,2,2924
1988,3,3250
1988,4,3246
1989,1,3129
1989,2,2979
1989,3,3350
1989,4,3363
1990,1,3281
1990,2,3133
1990,3,3535
1990,4,3579
1991,1,3453
1991,2,3315
1991,3,3678
1991,4,3694
1992,1,3547
1992,2,3467
1992,3,3856
1992,4,3856
1993,1,3762
1993,2,3658
1993,3,4002
1993,4,4007
1994,1,3860
1994,2,3808
1994,3,4169
1994,4,4206
1995,1,4090
1995,2,3950
1995,3,4337
1995,4,4363
1996,1,4277
1996,2,4144
1996,3,4543
1996,4,4568
1997,1,4474
1997,2,4353
1997,3,4759
1997,4,4791
1998,1,4677
1998,2,4585
1998,3,4976
1998,4,4993
1999,1,4876
1999,2,4755
1999,3,5148
1999,4,5201
2000,1,5087
2000,2,5000
2000,3,5402
2000,4,5439
2001,1,5351
2001,2,5230
2001,3,5614
2001,4,5635
2002,1,5542
2002,2,5481
2002,3,5873
2002,4,5962
2003,1,5865
2003,2,5780
2003,3,6110
2003,4,6163
2004,1,6117
2004,2,6040
2004,3,6446
2004,4,6481
2005,1,6380
2005,2,6324
2005,3,6705
2005,4,6776
2006,1,6669
2006,2,6580
2006,3,6990
2006,4,7041
2007,1,6948
2007,2,6881
2007,3,7255
2007,4,7319
2008,1,7240
2008,2,7169
2008,3,7574
2008,4,7613
2009,1,7573
2009,2,7472
2009,3,7918
2009,4,8008
2010,1,7962
2010,2,7846
2010,3,8290
2010,4,8340
2011,1,8239
2011,2,8161
2011,3,8598
2011,4,8656
2012,1,8621
2012,2,8586
2012,3,9020
2012,4,9099
2013,1,9027
2013,2,8984
2013,3,9394
2013,4,9486
2014,1,9414
2014,2,9372
2014,3,9828
2014,4,9903
2015,1,9851
2015,2,9834
2015,3,10316
2015,4,10391
2016,1,10333
2016,2,10301
2016,3,10757
2016,4,10824
2017,1,10801
2017,2,10799
2017,3,11217
2017,4,11312
2018,1,11250
2018,2,11210
2018,3,11667
2018,4,11776
2019,1,11741
2019,2,11695
2019,3,12153
2019,4,12278
2020,1,12265
2020,2,12292
2020,3,12752
2020,4,12871
