"Year","Quarter","Expenditure"
1950,1,791
1950,2,769
1950,3,753
1950,4,807
1951,1,813
1951,2,783
1951,3,757
1951,4,804
1952,1,821
1952,2,827
1952,3,790
1952,4,828
1953,1,812
1953,2,808
1953,3,792
1953,4,836
1954,1,858
1954,2,830
1954,3,777
1954,4,815
1955,1,821
1955,2,841
1955,3,785
1955,4,863
1956,1,832
1956,2,887
1956,3,842
1956,4,866
1957,1,881
1957,2,875
1957,3,819
1957,4,876
1958,1,884
1958,2,883
1958,3,839
1958,4,901
1959,1,901
1959,2,893
1959,3,876
1959,4,931
1960,1,917
1960,2,952
1960,3,879
1960,4,937
1961,1,942
1961,2,915
1961,3,886
1961,4,912
1962,1,943
1962,2,927
1962,3,920
1962,4,944
1963,1,917
1963,2,941
1963,3,930
1963,4,952
1964,1,956
1964,2,965
1964,3,942
1964,4,981
1965,1,980
1965,2,970
1965,3,941
1965,4,963
1966,1,970
1966,2,956
1966,3,931
1966,4,1010
1967,1,993
1967,2,996
1967,3,923
1967,4,995
1968,1,1014
1968,2,1015
1968,3,966
1968,4,1021
1969,1,1009
1969,2,1004
1969,3,986
1969,4,1028
1970,1,1020
1970,2,1037
1970,3,1009
1970,4,1030
1971,1,1040
1971,2,1032
1971,3,998
1971,4,1036
1972,1,1020
1972,2,1028
1972,3,1004
1972,4,1081
1973,1,1066
1973,2,1078
1973,3,1028
1973,4,1083
1974,1,1096
1974,2,1073
1974,3,1058
1974,4,1099
1975,1,1090
1975,2,1056
1975,3,1024
1975,4,1093
1976,1,1110
1976,2,1102
1976,3,1072
1976,4,1104
1977,1,1101
1977,2,1099
1977,3,1063
1977,4,1119
1978,1,1105
1978,2,1116
1978,3,1076
1978,4,1132
1979,1,1123
1979,2,1104
1979,3,1080
1979,4,1171
1980,1,1168
1980,2,1155
1980,3,1100
1980,4,1124
1981,1,1123
1981,2,1121
1981,3,1106
1981,4,1145
1982,1,1146
1982,2,1160
1982,3,1143
1982,4,1180
1983,1,1179
1983,2,1150
1983,3,1106
1983,4,1160
1984,1,1160
1984,2,1165
1984,3,1141
1984,4,1199
1985,1,1207
1985,2,1185
1985,3,1149
1985,4,1178
1986,1,1164
1986,2,1182
1986,3,1170
1986,4,1214
1987,1,1199
1987,2,1182
1987,3,1160
1987,4,1196
1988,1,1214
1988,2,1210
1988,3,1150
1988,4,1219
1989,1,1228
1989,2,1234
1989,3,1172
1989,4,1215
1990,1,1208
1990,2,1217
1990,3,1193
1990,4,1224
1991,1,1226
1991,2,1225
1991,3,1209
1991,4,1252
1992,1,1262
1992,2,1238
1992,3,1189
1992,4,1228
1993,1,1220
1993,2,1253
1993,3,1179
1993,4,1255
1994,1,1239
1994,2,1221
1994,3,1193
1994,4,1252
1995,1,1240
1995,2,1268
1995,3,1221
1995,4,1251
1996,1,1281
1996,2,1273
1996,3,1219
1996,4,1297
1997,1,1270
1997,2,1241
1997,3,1210
1997,4,1263
1998,1,1286
1998,2,1294
1998,3,1298
1998,4,1297
1999,1,1291
1999,2,1283
1999,3,1251
1999,4,1282
2000,1,1284
2000,2,1278
2000,3,1244
2000,4,1273
2001,1,1280
2001,2,1297
2001,3,1272
2001,4,1319
2002,1,1293
2002,2,1280
2002,3,1258
2002,4,1313
2003,1,1291
2003,2,1277
2003,3,1244
2003,4,1306
2004,1,1306
2004,2,1315
2004,3,1289
2004,4,1328
2005,1,1336
2005,2,1324
2005,3,1291
2005,4,1338
2006,1,1319
2006,2,1303
2006,3,1280
2006,4,1337
2007,1,1338
2007,2,1305
2007,3,1274
2007,4,1299
2008,1,1325
2008,2,1329
2008,3,1287
2008,4,1320
2009,1,1321
2009,2,1334
2009,3,1290
2009,4,1331
2010,1,1325
2010,2,1332
2010,3,1276
2010,4,1330
2011,1,1348
2011,2,1338
2011,3,1335
2011,4,1369
2012,1,1353
2012,2,1338
2012,3,1301
2012,4,1348
2013,1,1359
2013,2,1328
2013,3,1318
2013,4,1357
2014,1,1342
2014,2,1376
2014,3,1342
2014,4,1364
2015,1,1371
2015,2,1371
2015,3,1307
2015,4,1358
2016,1,1347
2016,2,1374
2016,3,1294
2016,4,1366
2017,1,1372
2017,2,1343
2017,3,1327
2017,4,1386
2018,1,1381
2018,2,1398
2018,3,1311
2018,4,1368
2019,1,1374
2019,2,1374
2019,3,1353
2019,4,1378
2020,1,1384
2020,2,1363
2020,3,1351
2020,4,1378
