"Year","Quarter","Expenditure"
1950,1,530
1950,2,618
1950,3,595
1950,4,607
1951,1,611
1951,2,605
1951,3,594
1951,4,625
1952,1,648
1952,2,728
1952,3,605
1952,4,671
1953,1,634
1953,2,642
1953,3,621
1953,4,687
1954,1,697
1954,2,680
1954,3,657
1954,4,739
1955,1,733
1955,2,720
1955,3,669
1955,4,711
1956,1,658
1956,2,687
1956,3,622
1956,4,693
1957,1,682
1957,2,706
1957,3,709
1957,4,762
1958,1,707
1958,2,748
1958,3,665
1958,4,728
1959,1,713
1959,2,735
1959,3,658
1959,4,729
1960,1,782
1960,2,796
1960,3,736
1960,4,717
1961,1,714
1961,2,785
1961,3,748
1961,4,781
1962,1,772
1962,2,791
1962,3,731
1962,4,783
1963,1,733
1963,2,770
1963,3,703
1963,4,759
1964,1,736
1964,2,820
1964,3,812
1964,4,783
1965,1,777
1965,2,792
1965,3,757
1965,4,827
1966,1,821
1966,2,870
1966,3,835
1966,4,871
1967,1,837
1967,2,849
1967,3,777
1967,4,842
1968,1,801
1968,2,796
1968,3,750
1968,4,856
1969,1,862
1969,2,797
1969,3,758
1969,4,814
1970,1,793
1970,2,821
1970,3,795
1970,4,830
1971,1,795
1971,2,903
1971,3,780
1971,4,840
1972,1,835
1972,2,869
1972,3,817
1972,4,862
1973,1,840
1973,2,884
1973,3,784
1973,4,889
1974,1,848
1974,2,896
1974,3,848
1974,4,868
1975,1,876
1975,2,911
1975,3,853
1975,4,879
1976,1,857
1976,2,925
1976,3,926
1976,4,955
1977,1,905
1977,2,918
1977,3,836
1977,4,929
1978,1,891
1978,2,953
1978,3,855
1978,4,926
1979,1,888
1979,2,931
1979,3,845
1979,4,855
1980,1,843
1980,2,926
1980,3,830
1980,4,963
1981,1,888
1981,2,932
1981,3,934
1981,4,954
1982,1,926
1982,2,957
1982,3,909
1982,4,898
1983,1,921
1983,2,950
1983,3,881
1983,4,931
1984,1,918
1984,2,913
1984,3,905
1984,4,946
1985,1,952
1985,2,993
1985,3,925
1985,4,1012
1986,1,926
1986,2,955
1986,3,912
1986,4,981
1987,1,949
1987,2,1009
1987,3,939
1987,4,974
1988,1,936
1988,2,1003
1988,3,899
1988,4,995
1989,1,928
1989,2,1035
1989,3,939
1989,4,1027
1990,1,977
1990,2,987
1990,3,953
1990,4,983
1991,1,978
1991,2,1009
1991,3,994
1991,4,1027
1992,1,969
1992,2,1033
1992,3,919
1992,4,954
1993,1,974
1993,2,1018
1993,3,984
1993,4,1017
1994,1,1018
1994,2,1004
1994,3,957
1994,4,1001
1995,1,990
1995,2,1034
1995,3,979
1995,4,1034
1996,1,1014
1996,2,1060
1996,3,989
1996,4,961
1997,1,993
1997,2,1036
1997,3,980
1997,4,1043
1998,1,1026
1998,2,1061
1998,3,1012
1998,4,1024
1999,1,1031
1999,2,1101
1999,3,1008
1999,4,1043
2000,1,958
2000,2,1005
2000,3,1001
2000,4,1062
2001,1,1029
2001,2,1081
2001,3,1023
2001,4,1065
2002,1,1052
2002,2,1081
2002,3,1030
2002,4,1098
2003,1,1053
2003,2,1053
2003,3,983
2003,4,1006
2004,1,1011
2004,2,1057
2004,3,1016
2004,4,1015
2005,1,1025
2005,2,1061
2005,3,997
2005,4,1049
2006,1,1027
2006,2,1062
2006,3,1006
2006,4,1004
2007,1,1041
2007,2,1096
2007,3,1030
2007,4,1101
2008,1,1097
2008,2,1081
2008,3,1049
2008,4,1034
2009,1,1050
2009,2,1060
2009,3,1013
2009,4,1049
2010,1,1034
2010,2,1059
2010,3,999
2010,4,1039
2011,1,1029
2011,2,1084
2011,3,1057
2011,4,1061
2012,1,1106
2012,2,1122
2012,3,1056
2012,4,1061
2013,1,1064
2013,2,1060
2013,3,1006
2013,4,1094
2014,1,1048
2014,2,1088
2014,3,1022
2014,4,1088
2015,1,1054
2015,2,1053
2015,3,1001
2015,4,1092
2016,1,1091
2016,2,1103
2016,3,1059
2016,4,1067
2017,1,1059
2017,2,1128
2017,3,1025
2017,4,1097
2018,1,1099
2018,2,1097
2018,3,1038
2018,4,1145
2019,1,1097
2019,2,1129
2019,3,1098
2019,4,1108
2020,1,1060
2020,2,1105
2020,3,1000
2020,4,1074
