"Year","Quarter","Expenditure"
1950,1,851
1950,2,927
1950,3,893
1950,4,862
1951,1,880
1951,2,921
1951,3,934
1951,4,908
1952,1,845
1952,2,891
1952,3,928
1952,4,867
1953,1,876
1953,2,929
1953,3,960
1953,4,935
1954,1,925
1954,2,978
1954,3,956
1954,4,881
1955,1,901
1955,2,991
1955,3,980
1955,4,962
1956,1,944
1956,2,970
1956,3,922
1956,4,882
1957,1,875
1957,2,935
1957,3,912
1957,4,896
1958,1,841
1958,2,906
1958,3,935
1958,4,880
1959,1,879
1959,2,906
1959,3,897
1959,4,908
1960,1,905
1960,2,972
1960,3,1015
1960,4,970
1961,1,952
1961,2,950
1961,3,956
1961,4,989
1962,1,972
1962,2,1017
1962,3,989
1962,4,974
1963,1,957
1963,2,1021
1963,3,979
1963,4,942
1964,1,951
1964,2,1001
1964,3,959
1964,4,934
1965,1,948
1965,2,1005
1965,3,1046
1965,4,931
1966,1,915
1966,2,988
1966,3,980
1966,4,933
1967,1,941
1967,2,979
1967,3,980
1967,4,936
1968,1,926
1968,2,983
1968,3,946
1968,4,912
1969,1,944
1969,2,970
1969,3,960
1969,4,1002
1970,1,1011
1970,2,1040
1970,3,1056
1970,4,1043
1971,1,1032
1971,2,1054
1971,3,1085
1971,4,1063
1972,1,1024
1972,2,1072
1972,3,1086
1972,4,1099
1973,1,1100
1973,2,1150
1973,3,1114
1973,4,1059
1974,1,1064
1974,2,1137
1974,3,1159
1974,4,1132
1975,1,1141
1975,2,1130
1975,3,1123
1975,4,1097
1976,1,1085
1976,2,1115
1976,3,1097
1976,4,1094
1977,1,1093
1977,2,1110
1977,3,1145
1977,4,1100
1978,1,1074
1978,2,1163
1978,3,1166
1978,4,1157
1979,1,1133
1979,2,1161
1979,3,1184
1979,4,1100
1980,1,1122
1980,2,1174
1980,3,1179
1980,4,1163
1981,1,1199
1981,2,1214
1981,3,1201
1981,4,1205
1982,1,1121
1982,2,1157
1982,3,1173
1982,4,1181
1983,1,1190
1983,2,1234
1983,3,1190
1983,4,1099
1984,1,1113
1984,2,1138
1984,3,1200
1984,4,1200
1985,1,1250
1985,2,1312
1985,3,1279
1985,4,1206
1986,1,1210
1986,2,1261
1986,3,1242
1986,4,1263
1987,1,1204
1987,2,1261
1987,3,1284
1987,4,1230
1988,1,1251
1988,2,1275
1988,3,1247
1988,4,1207
1989,1,1232
1989,2,1295
1989,3,1245
1989,4,1226
1990,1,1188
1990,2,1255
1990,3,1282
1990,4,1213
1991,1,1197
1991,2,1252
1991,3,1254
1991,4,1268
1992,1,1264
1992,2,1315
1992,3,1292
1992,4,1227
1993,1,1234
1993,2,1244
1993,3,1292
1993,4,1209
1994,1,1237
1994,2,1320
1994,3,1318
1994,4,1259
1995,1,1252
1995,2,1305
1995,3,1372
1995,4,1327
1996,1,1302
1996,2,1321
1996,3,1276
1996,4,1250
1997,1,1245
1997,2,1312
1997,3,1349
1997,4,1325
1998,1,1278
1998,2,1381
1998,3,1408
1998,4,1383
1999,1,1321
1999,2,1369
1999,3,1386
1999,4,1352
2000,1,1341
2000,2,1391
2000,3,1391
2000,4,1385
2001,1,1405
2001,2,1425
2001,3,1414
2001,4,1388
2002,1,1371
2002,2,1431
2002,3,1468
2002,4,1415
2003,1,1402
2003,2,1417
2003,3,1460
2003,4,1388
2004,1,1399
2004,2,1421
2004,3,1416
2004,4,1364
2005,1,1407
2005,2,1433
2005,3,1401
2005,4,1389
2006,1,1360
2006,2,1460
2006,3,1461
2006,4,1454
2007,1,1451
2007,2,1450
2007,3,1434
2007,4,1403
2008,1,1444
2008,2,1472
2008,3,1530
2008,4,1439
2009,1,1469
2009,2,1549
2009,3,1526
2009,4,1459
2010,1,1497
2010,2,1525
2010,3,1483
2010,4,1471
2011,1,1439
2011,2,1512
2011,3,1518
2011,4,1476
2012,1,1482
2012,2,1526
2012,3,1532
2012,4,1512
2013,1,1520
2013,2,1585
2013,3,1542
2013,4,1517
2014,1,1495
2014,2,1554
2014,3,1568
2014,4,1515
2015,1,1535
2015,2,1565
2015,3,1583
2015,4,1544
2016,1,1513
2016,2,1576
2016,3,1631
2016,4,1595
2017,1,1592
2017,2,1651
2017,3,1716
2017,4,1650
2018,1,1631
2018,2,1661
2018,3,1687
2018,4,1625
2019,1,1611
2019,2,1673
2019,3,1669
2019,4,1652
2020,1,1622
2020,2,1667
2020,3,1674
2020,4,1634
