"Year","Quarter","Expenditure"
1950,1,444
1950,2,469
1950,3,460
1950,4,511
1951,1,477
1951,2,509
1951,3,484
1951,4,513
1952,1,479
1952,2,457
1952,3,453
1952,4,479
1953,1,444
1953,2,466
1953,3,436
1953,4,501
1954,1,488
1954,2,479
1954,3,475
1954,4,499
1955,1,480
1955,2,484
1955,3,475
1955,4,499
1956,1,474
1956,2,478
1956,3,452
1956,4,517
1957,1,479
1957,2,500
1957,3,455
1957,4,506
1958,1,480
1958,2,464
1958,3,460
1958,4,485
1959,1,482
1959,2,481
1959,3,454
1959,4,471
1960,1,460
1960,2,448
1960,3,447
1960,4,526
1961,1,488
1961,2,489
1961,3,468
1961,4,523
1962,1,493
1962,2,497
1962,3,477
1962,4,496
1963,1,476
1963,2,470
1963,3,461
1963,4,503
1964,1,498
1964,2,479
1964,3,467
1964,4,510
1965,1,489
1965,2,485
1965,3,478
1965,4,522
1966,1,495
1966,2,494
1966,3,465
1966,4,524
1967,1,504
1967,2,506
1967,3,467
1967,4,531
1968,1,500
1968,2,507
1968,3,457
1968,4,509
1969,1,476
1969,2,486
1969,3,472
1969,4,514
1970,1,503
1970,2,516
1970,3,475
1970,4,512
1971,1,485
1971,2,514
1971,3,475
1971,4,527
1972,1,501
1972,2,496
1972,3,474
1972,4,505
1973,1,516
1973,2,509
1973,3,469
1973,4,514
1974,1,480
1974,2,485
1974,3,490
1974,4,539
1975,1,514
1975,2,540
1975,3,482
1975,4,512
1976,1,495
1976,2,485
1976,3,461
1976,4,495
1977,1,520
1977,2,516
1977,3,465
1977,4,505
1978,1,464
1978,2,520
1978,3,463
1978,4,500
1979,1,459
1979,2,489
1979,3,481
1979,4,532
1980,1,476
1980,2,489
1980,3,468
1980,4,509
1981,1,478
1981,2,492
1981,3,479
1981,4,494
1982,1,506
1982,2,519
1982,3,501
1982,4,540
1983,1,538
1983,2,532
1983,3,485
1983,4,532
1984,1,513
1984,2,511
1984,3,488
1984,4,558
1985,1,511
1985,2,516
1985,3,462
1985,4,486
1986,1,481
1986,2,492
1986,3,472
1986,4,520
1987,1,502
1987,2,529
1987,3,496
1987,4,510
1988,1,508
1988,2,509
1988,3,494
1988,4,527
1989,1,498
1989,2,491
1989,3,478
1989,4,511
1990,1,500
1990,2,492
1990,3,478
1990,4,511
1991,1,479
1991,2,496
1991,3,466
1991,4,505
1992,1,519
1992,2,516
1992,3,455
1992,4,544
1993,1,484
1993,2,521
1993,3,487
1993,4,536
1994,1,532
1994,2,526
1994,3,491
1994,4,533
1995,1,506
1995,2,522
1995,3,474
1995,4,532
1996,1,521
1996,2,514
1996,3,504
1996,4,518
1997,1,510
1997,2,521
1997,3,467
1997,4,523
1998,1,499
1998,2,504
1998,3,465
1998,4,522
1999,1,504
1999,2,522
1999,3,501
1999,4,526
2000,1,521
2000,2,522
2000,3,493
2000,4,536
2001,1,522
2001,2,538
2001,3,504
2001,4,529
2002,1,515
2002,2,526
2002,3,488
2002,4,534
2003,1,512
2003,2,492
2003,3,469
2003,4,536
2004,1,511
2004,2,510
2004,3,489
2004,4,530
2005,1,487
2005,2,498
2005,3,487
2005,4,517
2006,1,523
2006,2,536
2006,3,520
2006,4,553
2007,1,501
2007,2,508
2007,3,495
2007,4,527
2008,1,499
2008,2,489
2008,3,494
2008,4,528
2009,1,540
2009,2,518
2009,3,496
2009,4,569
2010,1,553
2010,2,562
2010,3,535
2010,4,551
2011,1,522
2011,2,522
2011,3,488
2011,4,546
2012,1,491
2012,2,499
2012,3,485
2012,4,521
2013,1,515
2013,2,524
2013,3,511
2013,4,553
2014,1,511
2014,2,517
2014,3,480
2014,4,553
2015,1,537
2015,2,543
2015,3,528
2015,4,574
2016,1,522
2016,2,523
2016,3,523
2016,4,579
2017,1,545
2017,2,558
2017,3,497
2017,4,553
2018,1,546
2018,2,545
2018,3,507
2018,4,513
2019,1,495
2019,2,532
2019,3,504
2019,4,563
2020,1,522
2020,2,539
2020,3,532
2020,4,580
