"Year","Quarter","Expenditure"
1950,1,434
1950,2,440
1950,3,448
1950,4,472
1951,1,427
1951,2,430
1951,3,480
1951,4,497
1952,1,460
1952,2,474
1952,3,506
1952,4,523
1953,1,495
1953,2,493
1953,3,509
1953,4,511
1954,1,503
1954,2,519
1954,3,514
1954,4,506
1955,1,498
1955,2,493
1955,3,495
1955,4,496
1956,1,468
1956,2,467
1956,3,491
1956,4,479
1957,1,459
1957,2,476
1957,3,496
1957,4,525
1958,1,532
1958,2,544
1958,3,564
1958,4,576
1959,1,555
1959,2,539
1959,3,554
1959,4,549
1960,1,507
1960,2,506
1960,3,520
1960,4,523
1961,1,497
1961,2,480
1961,3,528
1961,4,543
1962,1,528
1962,2,527
1962,3,537
1962,4,541
1963,1,527
1963,2,545
1963,3,551
1963,4,559
1964,1,566
1964,2,561
1964,3,581
1964,4,599
1965,1,577
1965,2,593
1965,3,618
1965,4,619
1966,1,590
1966,2,606
1966,3,640
1966,4,623
1967,1,598
1967,2,590
1967,3,592
1967,4,593
1968,1,581
1968,2,587
1968,3,588
1968,4,586
1969,1,582
1969,2,614
1969,3,611
1969,4,668
1970,1,645
1970,2,631
1970,3,658
1970,4,660
1971,1,622
1971,2,629
1971,3,631
1971,4,631
1972,1,593
1972,2,611
1972,3,650
1972,4,658
1973,1,626
1973,2,633
1973,3,659
1973,4,703
1974,1,683
1974,2,690
1974,3,718
1974,4,742
1975,1,712
1975,2,708
1975,3,706
1975,4,730
1976,1,721
1976,2,681
1976,3,686
1976,4,694
1977,1,667
1977,2,648
1977,3,650
1977,4,640
1978,1,645
1978,2,649
1978,3,688
1978,4,713
1979,1,685
1979,2,666
1979,3,701
1979,4,696
1980,1,661
1980,2,653
1980,3,676
1980,4,703
1981,1,703
1981,2,696
1981,3,677
1981,4,691
1982,1,670
1982,2,698
1982,3,698
1982,4,692
1983,1,668
1983,2,698
1983,3,701
1983,4,727
1984,1,701
1984,2,717
1984,3,719
1984,4,723
1985,1,681
1985,2,695
1985,3,717
1985,4,735
1986,1,698
1986,2,720
1986,3,730
1986,4,753
1987,1,720
1987,2,742
1987,3,726
1987,4,735
1988,1,683
1988,2,706
1988,3,702
1988,4,727
1989,1,725
1989,2,697
1989,3,717
1989,4,743
1990,1,716
1990,2,720
1990,3,742
1990,4,741
1991,1,715
1991,2,730
1991,3,750
1991,4,749
1992,1,722
1992,2,755
1992,3,755
1992,4,739
1993,1,718
1993,2,751
1993,3,754
1993,4,743
1994,1,703
1994,2,718
1994,3,741
1994,4,785
1995,1,736
1995,2,768
1995,3,782
1995,4,786
1996,1,785
1996,2,807
1996,3,818
1996,4,819
1997,1,785
1997,2,768
1997,3,788
1997,4,784
1998,1,781
1998,2,760
1998,3,767
1998,4,782
1999,1,745
1999,2,731
1999,3,754
1999,4,783
2000,1,757
2000,2,780
2000,3,762
2000,4,754
2001,1,730
2001,2,720
2001,3,769
2001,4,772
2002,1,763
2002,2,776
2002,3,777
2002,4,783
2003,1,764
2003,2,786
2003,3,792
2003,4,799
2004,1,744
2004,2,775
2004,3,777
2004,4,805
2005,1,775
2005,2,748
2005,3,763
2005,4,795
2006,1,783
2006,2,790
2006,3,809
2006,4,820
2007,1,807
2007,2,816
2007,3,825
2007,4,816
2008,1,808
2008,2,829
2008,3,858
2008,4,865
2009,1,834
2009,2,785
2009,3,762
2009,4,748
2010,1,760
2010,2,781
2010,3,823
2010,4,810
2011,1,794
2011,2,804
2011,3,806
2011,4,839
2012,1,821
2012,2,813
2012,3,835
2012,4,830
2013,1,789
2013,2,765
2013,3,787
2013,4,808
2014,1,772
2014,2,792
2014,3,829
2014,4,805
2015,1,774
2015,2,771
2015,3,776
2015,4,778
2016,1,774
2016,2,781
2016,3,807
2016,4,796
2017,1,762
2017,2,780
2017,3,791
2017,4,817
2018,1,805
2018,2,825
2018,3,804
2018,4,812
2019,1,791
2019,2,778
2019,3,796
2019,4,777
2020,1,727
2020,2,727
2020,3,765
2020,4,773
