"Year","Quarter","Expenditure"
1950,1,229
1950,2,270
1950,3,265
1950,4,243
1951,1,229
1951,2,239
1951,3,271
1951,4,212
1952,1,241
1952,2,264
1952,3,276
1952,4,172
1953,1,214
1953,2,280
1953,3,283
1953,4,232
1954,1,264
1954,2,285
1954,3,282
1954,4,212
1955,1,268
1955,2,260
1955,3,315
1955,4,263
1956,1,275
1956,2,238
1956,3,330
1956,4,249
1957,1,297
1957,2,274
1957,3,329
1957,4,270
1958,1,303
1958,2,266
1958,3,323
1958,4,230
1959,1,316
1959,2,326
1959,3,363
1959,4,324
1960,1,342
1960,2,318
1960,3,367
1960,4,297
1961,1,332
1961,2,304
1961,3,367
1961,4,309
1962,1,379
1962,2,334
1962,3,397
1962,4,317
1963,1,351
1963,2,364
1963,3,381
1963,4,299
1964,1,368
1964,2,389
1964,3,422
1964,4,345
1965,1,404
1965,2,427
1965,3,428
1965,4,412
1966,1,420
1966,2,423
1966,3,433
1966,4,350
1967,1,389
1967,2,393
1967,3,427
1967,4,415
1968,1,437
1968,2,416
1968,3,446
1968,4,388
1969,1,435
1969,2,404
1969,3,461
1969,4,394
1970,1,459
1970,2,453
1970,3,499
1970,4,432
1971,1,471
1971,2,422
1971,3,464
1971,4,429
1972,1,495
1972,2,507
1972,3,489
1972,4,450
1973,1,517
1973,2,522
1973,3,542
1973,4,464
1974,1,546
1974,2,559
1974,3,585
1974,4,465
1975,1,503
1975,2,569
1975,3,609
1975,4,531
1976,1,568
1976,2,534
1976,3,591
1976,4,574
1977,1,568
1977,2,568
1977,3,630
1977,4,533
1978,1,571
1978,2,581
1978,3,585
1978,4,560
1979,1,614
1979,2,680
1979,3,656
1979,4,627
1980,1,696
1980,2,656
1980,3,641
1980,4,597
1981,1,639
1981,2,677
1981,3,652
1981,4,638
1982,1,654
1982,2,682
1982,3,700
1982,4,680
1983,1,694
1983,2,742
1983,3,769
1983,4,688
1984,1,730
1984,2,759
1984,3,801
1984,4,717
1985,1,784
1985,2,801
1985,3,835
1985,4,761
1986,1,783
1986,2,755
1986,3,855
1986,4,768
1987,1,836
1987,2,834
1987,3,842
1987,4,741
1988,1,872
1988,2,879
1988,3,964
1988,4,875
1989,1,921
1989,2,933
1989,3,939
1989,4,844
1990,1,936
1990,2,974
1990,3,985
1990,4,911
1991,1,952
1991,2,949
1991,3,965
1991,4,913
1992,1,988
1992,2,976
1992,3,1040
1992,4,964
1993,1,1037
1993,2,1074
1993,3,1101
1993,4,1000
1994,1,1058
1994,2,1074
1994,3,1089
1994,4,1054
1995,1,1105
1995,2,1104
1995,3,1154
1995,4,1101
1996,1,1128
1996,2,1144
1996,3,1183
1996,4,1146
1997,1,1221
1997,2,1194
1997,3,1227
1997,4,1148
1998,1,1238
1998,2,1276
1998,3,1287
1998,4,1240
1999,1,1286
1999,2,1295
1999,3,1321
1999,4,1281
2000,1,1314
2000,2,1338
2000,3,1412
2000,4,1339
2001,1,1394
2001,2,1384
2001,3,1401
2001,4,1360
2002,1,1463
2002,2,1427
2002,3,1433
2002,4,1369
2003,1,1450
2003,2,1530
2003,3,1536
2003,4,1494
2004,1,1577
2004,2,1533
2004,3,1595
2004,4,1550
2005,1,1598
2005,2,1586
2005,3,1639
2005,4,1580
2006,1,1665
2006,2,1679
2006,3,1716
2006,4,1664
2007,1,1745
2007,2,1721
2007,3,1750
2007,4,1695
2008,1,1769
2008,2,1781
2008,3,1791
2008,4,1757
2009,1,1837
2009,2,1853
2009,3,1871
2009,4,1866
2010,1,1939
2010,2,1914
2010,3,1975
2010,4,1896
2011,1,1928
2011,2,1968
2011,3,2034
2011,4,1998
2012,1,2076
2012,2,2047
2012,3,2060
2012,4,2032
2013,1,2091
2013,2,2126
2013,3,2160
2013,4,2120
2014,1,2211
2014,2,2212
2014,3,2267
2014,4,2215
2015,1,2305
2015,2,2323
2015,3,2333
2015,4,2293
2016,1,2358
2016,2,2357
2016,3,2433
2016,4,2406
2017,1,2467
2017,2,2493
2017,3,2531
2017,4,2511
2018,1,2536
2018,2,2559
2018,3,2626
2018,4,2591
2019,1,2624
2019,2,2633
2019,3,2654
2019,4,2634
2020,1,2690
2020,2,2795
2020,3,2789
2020,4,2761
