"Year","Quarter","Expenditure"
1950,1,1021
1950,2,979
1950,3,981
1950,4,972
1951,1,1025
1951,2,977
1951,3,996
1951,4,977
1952,1,1065
1952,2,1036
1952,3,1047
1952,4,1027
1953,1,1066
1953,2,1048
1953,3,1054
1953,4,1018
1954,1,1081
1954,2,1056
1954,3,1076
1954,4,1035
1955,1,1071
1955,2,1027
1955,3,1061
1955,4,1035
1956,1,1090
1956,2,1048
1956,3,1070
1956,4,1054
1957,1,1084
1957,2,1044
1957,3,1056
1957,4,998
1958,1,1067
1958,2,1027
1958,3,1035
1958,4,1018
1959,1,1063
1959,2,1017
1959,3,1044
1959,4,1034
1960,1,1086
1960,2,1074
1960,3,1076
1960,4,1051
1961,1,1098
1961,2,1070
1961,3,1072
1961,4,1035
1962,1,1091
1962,2,1059
1962,3,1097
1962,4,1066
1963,1,1143
1963,2,1101
1963,3,1103
1963,4,1060
1964,1,1095
1964,2,1057
1964,3,1090
1964,4,1046
1965,1,1116
1965,2,1081
1965,3,1092
1965,4,1050
1966,1,1126
1966,2,1110
1966,3,1114
1966,4,1077
1967,1,1131
1967,2,1093
1967,3,1101
1967,4,1104
1968,1,1164
1968,2,1114
1968,3,1124
1968,4,1099
1969,1,1164
1969,2,1137
1969,3,1150
1969,4,1126
1970,1,1184
1970,2,1127
1970,3,1125
1970,4,1088
1971,1,1157
1971,2,1117
1971,3,1147
1971,4,1107
1972,1,1154
1972,2,1131
1972,3,1149
1972,4,1108
1973,1,1174
1973,2,1137
1973,3,1166
1973,4,1148
1974,1,1194
1974,2,1131
1974,3,1150
1974,4,1111
1975,1,1144
1975,2,1104
1975,3,1107
1975,4,1069
1976,1,1139
1976,2,1120
1976,3,1140
1976,4,1104
1977,1,1164
1977,2,1111
1977,3,1128
1977,4,1108
1978,1,1166
1978,2,1147
1978,3,1162
1978,4,1137
1979,1,1182
1979,2,1154
1979,3,1174
1979,4,1136
1980,1,1181
1980,2,1152
1980,3,1175
1980,4,1162
1981,1,1204
1981,2,1169
1981,3,1176
1981,4,1143
1982,1,1212
1982,2,1177
1982,3,1193
1982,4,1144
1983,1,1198
1983,2,1167
1983,3,1160
1983,4,1152
1984,1,1205
1984,2,1162
1984,3,1197
1984,4,1174
1985,1,1228
1985,2,1195
1985,3,1211
1985,4,1176
1986,1,1224
1986,2,1189
1986,3,1208
1986,4,1156
1987,1,1200
1987,2,1160
1987,3,1175
1987,4,1152
1988,1,1217
1988,2,1192
1988,3,1212
1988,4,1199
1989,1,1240
1989,2,1195
1989,3,1212
1989,4,1172
1990,1,1233
1990,2,1207
1990,3,1254
1990,4,1199
1991,1,1258
1991,2,1223
1991,3,1220
1991,4,1188
1992,1,1243
1992,2,1189
1992,3,1189
1992,4,1184
1993,1,1207
1993,2,1207
1993,3,1210
1993,4,1186
1994,1,1250
1994,2,1209
1994,3,1233
1994,4,1201
1995,1,1268
1995,2,1223
1995,3,1235
1995,4,1203
1996,1,1251
1996,2,1224
1996,3,1218
1996,4,1200
1997,1,1253
1997,2,1231
1997,3,1265
1997,4,1223
1998,1,1283
1998,2,1233
1998,3,1250
1998,4,1235
1999,1,1298
1999,2,1250
1999,3,1250
1999,4,1209
2000,1,1272
2000,2,1243
2000,3,1282
2000,4,1241
2001,1,1282
2001,2,1272
2001,3,1272
2001,4,1250
2002,1,1290
2002,2,1254
2002,3,1281
2002,4,1265
2003,1,1329
2003,2,1282
2003,3,1305
2003,4,1284
2004,1,1317
2004,2,1275
2004,3,1273
2004,4,1244
2005,1,1310
2005,2,1262
2005,3,1288
2005,4,1239
2006,1,1302
2006,2,1265
2006,3,1276
2006,4,1222
2007,1,1289
2007,2,1271
2007,3,1284
2007,4,1260
2008,1,1302
2008,2,1272
2008,3,1308
2008,4,1284
2009,1,1319
2009,2,1260
2009,3,1277
2009,4,1241
2010,1,1291
2010,2,1251
2010,3,1273
2010,4,1243
2011,1,1308
2011,2,1283
2011,3,1282
2011,4,1258
2012,1,1302
2012,2,1270
2012,3,1279
2012,4,1249
2013,1,1307
2013,2,1294
2013,3,1292
2013,4,1256
2014,1,1293
2014,2,1280
2014,3,1309
2014,4,1267
2015,1,1329
2015,2,1305
2015,3,1318
2015,4,1279
2016,1,1323
2016,2,1293
2016,3,1318
2016,4,1288
2017,1,1328
2017,2,1289
2017,3,1309
2017,4,1287
2018,1,1330
2018,2,1287
2018,3,1304
2018,4,1285
2019,1,1356
2019,2,1306
2019,3,1322
2019,4,1297
2020,1,1350
2020,2,1300
2020,3,1300
2020,4,1270
