"Year","Quarter","Expenditure"
1950,1,848
1950,2,823
1950,3,866
1950,4,885
1951,1,832
1951,2,804
1951,3,869
1951,4,866
1952,1,859
1952,2,847
1952,3,862
1952,4,834
1953,1,845
1953,2,834
1953,3,904
1953,4,854
1954,1,866
1954,2,830
1954,3,882
1954,4,870
1955,1,867
1955,2,829
1955,3,872
1955,4,884
1956,1,860
1956,2,834
1956,3,890
1956,4,880
1957,1,876
1957,2,858
1957,3,898
1957,4,893
1958,1,882
1958,2,833
1958,3,903
1958,4,879
1959,1,865
1959,2,861
1959,3,918
1959,4,899
1960,1,881
1960,2,858
1960,3,921
1960,4,897
1961,1,890
1961,2,898
1961,3,911
1961,4,900
1962,1,918
1962,2,879
1962,3,943
1962,4,927
1963,1,897
1963,2,906
1963,3,966
1963,4,931
1964,1,920
1964,2,891
1964,3,951
1964,4,931
1965,1,907
1965,2,881
1965,3,951
1965,4,931
1966,1,920
1966,2,914
1966,3,957
1966,4,942
1967,1,931
1967,2,908
1967,3,986
1967,4,1001
1968,1,962
1968,2,928
1968,3,969
1968,4,966
1969,1,955
1969,2,935
1969,3,975
1969,4,958
1970,1,946
1970,2,945
1970,3,1010
1970,4,983
1971,1,947
1971,2,936
1971,3,1013
1971,4,978
1972,1,963
1972,2,951
1972,3,991
1972,4,970
1973,1,928
1973,2,968
1973,3,1005
1973,4,1007
1974,1,992
1974,2,947
1974,3,1006
1974,4,979
1975,1,971
1975,2,934
1975,3,1012
1975,4,1026
1976,1,1003
1976,2,946
1976,3,1010
1976,4,998
1977,1,1022
1977,2,970
1977,3,1028
1977,4,983
1978,1,1003
1978,2,981
1978,3,1039
1978,4,1031
1979,1,993
1979,2,965
1979,3,1023
1979,4,1011
1980,1,1034
1980,2,997
1980,3,1038
1980,4,1007
1981,1,1026
1981,2,985
1981,3,1056
1981,4,1023
1982,1,1031
1982,2,1012
1982,3,1058
1982,4,1033
1983,1,1009
1983,2,1032
1983,3,1072
1983,4,1040
1984,1,1049
1984,2,988
1984,3,1053
1984,4,1050
1985,1,1021
1985,2,1014
1985,3,1064
1985,4,1073
1986,1,1018
1986,2,975
1986,3,1021
1986,4,1055
1987,1,1043
1987,2,1010
1987,3,1092
1987,4,1073
1988,1,1078
1988,2,1028
1988,3,1114
1988,4,1067
1989,1,1044
1989,2,1036
1989,3,1079
1989,4,1065
1990,1,1056
1990,2,1002
1990,3,1076
1990,4,1074
1991,1,1067
1991,2,1037
1991,3,1090
1991,4,1101
1992,1,1079
1992,2,1038
1992,3,1089
1992,4,1105
1993,1,1055
1993,2,1058
1993,3,1102
1993,4,1081
1994,1,1110
1994,2,1085
1994,3,1111
1994,4,1110
1995,1,1049
1995,2,1081
1995,3,1136
1995,4,1103
1996,1,1091
1996,2,1085
1996,3,1119
1996,4,1087
1997,1,1096
1997,2,1054
1997,3,1125
1997,4,1113
1998,1,1088
1998,2,1063
1998,3,1113
1998,4,1136
1999,1,1103
1999,2,1097
1999,3,1127
1999,4,1143
2000,1,1129
2000,2,1096
2000,3,1135
2000,4,1142
2001,1,1142
2001,2,1103
2001,3,1185
2001,4,1128
2002,1,1119
2002,2,1095
2002,3,1148
2002,4,1112
2003,1,1135
2003,2,1100
2003,3,1145
2003,4,1124
2004,1,1134
2004,2,1113
2004,3,1164
2004,4,1114
2005,1,1133
2005,2,1113
2005,3,1187
2005,4,1159
2006,1,1135
2006,2,1113
2006,3,1148
2006,4,1135
2007,1,1139
2007,2,1119
2007,3,1166
2007,4,1158
2008,1,1138
2008,2,1131
2008,3,1153
2008,4,1140
2009,1,1140
2009,2,1138
2009,3,1171
2009,4,1156
2010,1,1139
2010,2,1121
2010,3,1177
2010,4,1165
2011,1,1110
2011,2,1134
2011,3,1194
2011,4,1160
2012,1,1110
2012,2,1140
2012,3,1198
2012,4,1184
2013,1,1154
2013,2,1133
2013,3,1174
2013,4,1164
2014,1,1175
2014,2,1147
2014,3,1205
2014,4,1198
2015,1,1177
2015,2,1156
2015,3,1219
2015,4,1205
2016,1,1211
2016,2,1139
2016,3,1205
2016,4,1168
2017,1,1179
2017,2,1153
2017,3,1207
2017,4,1188
2018,1,1175
2018,2,1165
2018,3,1215
2018,4,1204
2019,1,1192
2019,2,1154
2019,3,1217
2019,4,1203
2020,1,1203
2020,2,1153
2020,3,1234
2020,4,1198
