"Year","Quarter","Expenditure"
1950,1,961
1950,2,921
1950,3,1032
1950,4,920
1951,1,1059
1951,2,924
1951,3,971
1951,4,914
1952,1,1024
1952,2,984
1952,3,1082
1952,4,1017
1953,1,1060
1953,2,996
1953,3,1070
1953,4,980
1954,1,1110
1954,2,1001
1954,3,1050
1954,4,983
1955,1,1049
1955,2,1021
1955,3,1038
1955,4,973
1956,1,1020
1956,2,933
1956,3,1028
1956,4,1020
1957,1,1112
1957,2,1001
1957,3,1072
1957,4,1081
1958,1,1089
1958,2,1111
1958,3,1190
1958,4,1147
1959,1,1211
1959,2,1148
1959,3,1133
1959,4,1050
1960,1,1097
1960,2,1094
1960,3,1151
1960,4,1090
1961,1,1150
1961,2,1065
1961,3,1140
1961,4,1104
1962,1,1146
1962,2,1090
1962,3,1234
1962,4,1168
1963,1,1125
1963,2,1121
1963,3,1177
1963,4,1164
1964,1,1139
1964,2,1060
1964,3,1163
1964,4,1181
1965,1,1232
1965,2,1168
1965,3,1206
1965,4,1173
1966,1,1195
1966,2,1133
1966,3,1243
1966,4,1169
1967,1,1213
1967,2,1117
1967,3,1223
1967,4,1182
1968,1,1192
1968,2,1115
1968,3,1178
1968,4,1152
1969,1,1252
1969,2,1126
1969,3,1248
1969,4,1163
1970,1,1226
1970,2,1241
1970,3,1243
1970,4,1186
1971,1,1305
1971,2,1235
1971,3,1310
1971,4,1252
1972,1,1244
1972,2,1232
1972,3,1254
1972,4,1262
1973,1,1242
1973,2,1128
1973,3,1367
1973,4,1190
1974,1,1288
1974,2,1256
1974,3,1349
1974,4,1259
1975,1,1423
1975,2,1272
1975,3,1337
1975,4,1311
1976,1,1363
1976,2,1289
1976,3,1353
1976,4,1340
1977,1,1345
1977,2,1258
1977,3,1319
1977,4,1276
1978,1,1324
1978,2,1304
1978,3,1392
1978,4,1353
1979,1,1292
1979,2,1284
1979,3,1359
1979,4,1315
1980,1,1364
1980,2,1344
1980,3,1372
1980,4,1354
1981,1,1368
1981,2,1318
1981,3,1447
1981,4,1261
1982,1,1348
1982,2,1275
1982,3,1393
1982,4,1414
1983,1,1399
1983,2,1334
1983,3,1367
1983,4,1363
1984,1,1418
1984,2,1339
1984,3,1392
1984,4,1341
1985,1,1407
1985,2,1373
1985,3,1470
1985,4,1387
1986,1,1430
1986,2,1366
1986,3,1423
1986,4,1422
1987,1,1355
1987,2,1333
1987,3,1359
1987,4,1446
1988,1,1529
1988,2,1402
1988,3,1470
1988,4,1392
1989,1,1435
1989,2,1370
1989,3,1393
1989,4,1432
1990,1,1430
1990,2,1367
1990,3,1341
1990,4,1387
1991,1,1464
1991,2,1451
1991,3,1548
1991,4,1484
1992,1,1497
1992,2,1433
1992,3,1468
1992,4,1384
1993,1,1474
1993,2,1428
1993,3,1535
1993,4,1409
1994,1,1491
1994,2,1432
1994,3,1541
1994,4,1473
1995,1,1574
1995,2,1431
1995,3,1539
1995,4,1418
1996,1,1493
1996,2,1452
1996,3,1569
1996,4,1378
1997,1,1486
1997,2,1440
1997,3,1574
1997,4,1514
1998,1,1504
1998,2,1470
1998,3,1603
1998,4,1517
1999,1,1530
1999,2,1503
1999,3,1582
1999,4,1502
2000,1,1579
2000,2,1539
2000,3,1559
2000,4,1534
2001,1,1671
2001,2,1484
2001,3,1603
2001,4,1533
2002,1,1611
2002,2,1519
2002,3,1596
2002,4,1521
2003,1,1594
2003,2,1495
2003,3,1580
2003,4,1508
2004,1,1481
2004,2,1517
2004,3,1532
2004,4,1594
2005,1,1624
2005,2,1557
2005,3,1650
2005,4,1577
2006,1,1587
2006,2,1551
2006,3,1582
2006,4,1565
2007,1,1569
2007,2,1508
2007,3,1647
2007,4,1518
2008,1,1500
2008,2,1484
2008,3,1531
2008,4,1532
2009,1,1557
2009,2,1571
2009,3,1596
2009,4,1523
2010,1,1585
2010,2,1549
2010,3,1568
2010,4,1535
2011,1,1577
2011,2,1553
2011,3,1634
2011,4,1600
2012,1,1557
2012,2,1552
2012,3,1667
2012,4,1703
2013,1,1610
2013,2,1542
2013,3,1690
2013,4,1595
2014,1,1574
2014,2,1535
2014,3,1592
2014,4,1624
2015,1,1617
2015,2,1575
2015,3,1655
2015,4,1609
2016,1,1609
2016,2,1531
2016,3,1667
2016,4,1655
2017,1,1609
2017,2,1560
2017,3,1657
2017,4,1599
2018,1,1550
2018,2,1491
2018,3,1606
2018,4,1657
2019,1,1643
2019,2,1572
2019,3,1643
2019,4,1651
2020,1,1614
2020,2,1556
2020,3,1649
2020,4,1608
