"Year","Quarter","Expenditure"
1950,1,272
1950,2,279
1950,3,284
1950,4,282
1951,1,262
1951,2,293
1951,3,280
1951,4,298
1952,1,287
1952,2,297
1952,3,291
1952,4,298
1953,1,286
1953,2,289
1953,3,286
1953,4,293
1954,1,271
1954,2,296
1954,3,317
1954,4,327
1955,1,303
1955,2,306
1955,3,291
1955,4,308
1956,1,311
1956,2,321
1956,3,331
1956,4,326
1957,1,306
1957,2,318
1957,3,322
1957,4,326
1958,1,317
1958,2,353
1958,3,334
1958,4,332
1959,1,328
1959,2,333
1959,3,326
1959,4,319
1960,1,318
1960,2,336
1960,3,345
1960,4,349
1961,1,317
1961,2,348
1961,3,324
1961,4,335
1962,1,316
1962,2,349
1962,3,365
1962,4,335
1963,1,340
1963,2,354
1963,3,352
1963,4,348
1964,1,329
1964,2,329
1964,3,341
1964,4,348
1965,1,342
1965,2,369
1965,3,382
1965,4,377
1966,1,365
1966,2,375
1966,3,371
1966,4,361
1967,1,349
1967,2,373
1967,3,365
1967,4,374
1968,1,375
1968,2,414
1968,3,400
1968,4,385
1969,1,387
1969,2,403
1969,3,379
1969,4,386
1970,1,385
1970,2,407
1970,3,376
1970,4,384
1971,1,391
1971,2,416
1971,3,390
1971,4,404
1972,1,410
1972,2,403
1972,3,400
1972,4,383
1973,1,382
1973,2,383
1973,3,377
1973,4,384
1974,1,397
1974,2,419
1974,3,415
1974,4,416
1975,1,406
1975,2,400
1975,3,416
1975,4,417
1976,1,396
1976,2,403
1976,3,417
1976,4,412
1977,1,401
1977,2,426
1977,3,411
1977,4,422
1978,1,420
1978,2,427
1978,3,413
1978,4,416
1979,1,406
1979,2,425
1979,3,432
1979,4,437
1980,1,424
1980,2,437
1980,3,416
1980,4,433
1981,1,424
1981,2,432
1981,3,433
1981,4,429
1982,1,418
1982,2,422
1982,3,414
1982,4,424
1983,1,420
1983,2,441
1983,3,430
1983,4,438
1984,1,429
1984,2,426
1984,3,432
1984,4,449
1985,1,442
1985,2,466
1985,3,451
1985,4,470
1986,1,460
1986,2,469
1986,3,462
1986,4,468
1987,1,475
1987,2,478
1987,3,499
1987,4,482
1988,1,473
1988,2,470
1988,3,460
1988,4,467
1989,1,464
1989,2,465
1989,3,483
1989,4,481
1990,1,459
1990,2,488
1990,3,472
1990,4,478
1991,1,455
1991,2,454
1991,3,476
1991,4,470
1992,1,474
1992,2,481
1992,3,487
1992,4,472
1993,1,451
1993,2,477
1993,3,480
1993,4,482
1994,1,465
1994,2,480
1994,3,500
1994,4,502
1995,1,485
1995,2,489
1995,3,493
1995,4,491
1996,1,477
1996,2,478
1996,3,486
1996,4,502
1997,1,481
1997,2,504
1997,3,491
1997,4,496
1998,1,482
1998,2,496
1998,3,501
1998,4,496
1999,1,469
1999,2,482
1999,3,479
1999,4,493
2000,1,474
2000,2,492
2000,3,505
2000,4,479
2001,1,481
2001,2,501
2001,3,492
2001,4,483
2002,1,471
2002,2,483
2002,3,494
2002,4,507
2003,1,491
2003,2,497
2003,3,501
2003,4,498
2004,1,497
2004,2,510
2004,3,511
2004,4,511
2005,1,508
2005,2,523
2005,3,529
2005,4,516
2006,1,515
2006,2,531
2006,3,529
2006,4,525
2007,1,505
2007,2,516
2007,3,523
2007,4,522
2008,1,508
2008,2,524
2008,3,513
2008,4,509
2009,1,498
2009,2,519
2009,3,507
2009,4,523
2010,1,519
2010,2,511
2010,3,518
2010,4,522
2011,1,509
2011,2,520
2011,3,523
2011,4,530
2012,1,504
2012,2,523
2012,3,526
2012,4,522
2013,1,522
2013,2,525
2013,3,529
2013,4,532
2014,1,522
2014,2,529
2014,3,535
2014,4,511
2015,1,503
2015,2,513
2015,3,510
2015,4,517
2016,1,504
2016,2,509
2016,3,520
2016,4,530
2017,1,531
2017,2,539
2017,3,530
2017,4,528
2018,1,510
2018,2,521
2018,3,531
2018,4,513
2019,1,494
2019,2,521
2019,3,519
2019,4,519
2020,1,529
2020,2,544
2020,3,527
2020,4,532
