"Year","Quarter","Expenditure"
1950,1,617
1950,2,431
1950,3,476
1950,4,605
1951,1,635
1951,2,470
1951,3,510
1951,4,632
1952,1,645
1952,2,473
1952,3,517
1952,4,670
1953,1,664
1953,2,505
1953,3,588
1953,4,699
1954,1,689
1954,2,512
1954,3,577
1954,4,682
1955,1,718
1955,2,536
1955,3,577
1955,4,714
1956,1,752
1956,2,566
1956,3,613
1956,4,731
1957,1,757
1957,2,599
1957,3,639
1957,4,758
1958,1,763
1958,2,577
1958,3,651
1958,4,778
1959,1,801
1959,2,619
1959,3,691
1959,4,802
1960,1,814
1960,2,652
1960,3,716
1960,4,854
1961,1,835
1961,2,686
1961,3,711
1961,4,855
1962,1,836
1962,2,694
1962,3,739
1962,4,876
1963,1,905
1963,2,733
1963,3,778
1963,4,925
1964,1,928
1964,2,763
1964,3,815
1964,4,943
1965,1,970
1965,2,790
1965,3,838
1965,4,986
1966,1,1014
1966,2,834
1966,3,882
1966,4,1012
1967,1,1026
1967,2,861
1967,3,910
1967,4,1016
1968,1,1069
1968,2,921
1968,3,966
1968,4,1095
1969,1,1087
1969,2,910
1969,3,959
1969,4,1101
1970,1,1118
1970,2,949
1970,3,988
1970,4,1127
1971,1,1153
1971,2,1014
1971,3,1059
1971,4,1185
1972,1,1184
1972,2,1051
1972,3,1092
1972,4,1220
1973,1,1260
1973,2,1060
1973,3,1138
1973,4,1265
1974,1,1272
1974,2,1095
1974,3,1176
1974,4,1290
1975,1,1312
1975,2,1163
1975,3,1196
1975,4,1319
1976,1,1362
1976,2,1198
1976,3,1245
1976,4,1384
1977,1,1408
1977,2,1227
1977,3,1290
1977,4,1415
1978,1,1450
1978,2,1287
1978,3,1353
1978,4,1477
1979,1,1484
1979,2,1333
1979,3,1401
1979,4,1524
1980,1,1556
1980,2,1385
1980,3,1415
1980,4,1560
1981,1,1606
1981,2,1436
1981,3,1483
1981,4,1615
1982,1,1626
1982,2,1472
1982,3,1542
1982,4,1669
1983,1,1715
1983,2,1539
1983,3,1597
1983,4,1722
1984,1,1765
1984,2,1595
1984,3,1658
1984,4,1819
1985,1,1823
1985,2,1656
1985,3,1715
1985,4,1855
1986,1,1894
1986,2,1715
1986,3,1764
1986,4,1921
1987,1,1940
1987,2,1770
1987,3,1819
1987,4,1950
1988,1,1969
1988,2,1832
1988,3,1902
1988,4,2054
1989,1,2054
1989,2,1899
1989,3,1983
1989,4,2119
1990,1,2136
1990,2,1976
1990,3,2042
1990,4,2198
1991,1,2218
1991,2,2065
1991,3,2087
1991,4,2225
1992,1,2261
1992,2,2128
1992,3,2187
1992,4,2309
1993,1,2342
1993,2,2207
1993,3,2269
1993,4,2414
1994,1,2428
1994,2,2271
1994,3,2348
1994,4,2490
1995,1,2514
1995,2,2375
1995,3,2443
1995,4,2584
1996,1,2586
1996,2,2443
1996,3,2498
1996,4,2637
1997,1,2669
1997,2,2504
1997,3,2581
1997,4,2712
1998,1,2768
1998,2,2654
1998,3,2699
1998,4,2847
1999,1,2868
1999,2,2730
1999,3,2810
1999,4,2919
2000,1,2964
2000,2,2822
2000,3,2888
2000,4,3012
2001,1,3062
2001,2,2892
2001,3,2992
2001,4,3127
2002,1,3172
2002,2,3004
2002,3,3080
2002,4,3241
2003,1,3253
2003,2,3111
2003,3,3194
2003,4,3342
2004,1,3386
2004,2,3249
2004,3,3295
2004,4,3455
2005,1,3488
2005,2,3361
2005,3,3417
2005,4,3541
2006,1,3576
2006,2,3456
2006,3,3546
2006,4,3713
2007,1,3745
2007,2,3586
2007,3,3658
2007,4,3794
2008,1,3857
2008,2,3694
2008,3,3792
2008,4,3945
2009,1,4011
2009,2,3850
2009,3,3930
2009,4,4106
2010,1,4122
2010,2,3969
2010,3,4049
2010,4,4201
2011,1,4261
2011,2,4116
2011,3,4203
2011,4,4375
2012,1,4421
2012,2,4254
2012,3,4333
2012,4,4500
2013,1,4560
2013,2,4417
2013,3,4501
2013,4,4675
2014,1,4713
2014,2,4566
2014,3,4653
2014,4,4810
2015,1,4885
2015,2,4743
2015,3,4813
2015,4,4990
2016,1,5038
2016,2,4923
2016,3,4977
2016,4,5146
2017,1,5194
2017,2,5080
2017,3,5179
2017,4,5323
2018,1,5368
2018,2,5247
2018,3,5334
2018,4,5518
2019,1,5556
2019,2,5450
2019,3,5516
2019,4,5680
2020,1,5757
2020,2,5643
2020,3,5722
2020,4,5879
