"Year","Quarter","Expenditure"
1950,1,1007
1950,2,976
1950,3,1032
1950,4,1041
1951,1,1033
1951,2,1014
1951,3,1053
1951,4,1075
1952,1,1042
1952,2,1012
1952,3,1062
1952,4,1073
1953,1,1051
1953,2,1026
1953,3,1081
1953,4,1081
1954,1,1062
1954,2,1035
1954,3,1070
1954,4,1088
1955,1,1094
1955,2,1078
1955,3,1128
1955,4,1116
1956,1,1116
1956,2,1105
1956,3,1127
1956,4,1141
1957,1,1139
1957,2,1095
1957,3,1146
1957,4,1170
1958,1,1156
1958,2,1107
1958,3,1151
1958,4,1162
1959,1,1154
1959,2,1144
1959,3,1190
1959,4,1195
1960,1,1184
1960,2,1148
1960,3,1175
1960,4,1189
1961,1,1173
1961,2,1131
1961,3,1174
1961,4,1203
1962,1,1192
1962,2,1147
1962,3,1203
1962,4,1201
1963,1,1185
1963,2,1171
1963,3,1204
1963,4,1221
1964,1,1206
1964,2,1158
1964,3,1232
1964,4,1253
1965,1,1222
1965,2,1177
1965,3,1255
1965,4,1244
1966,1,1228
1966,2,1202
1966,3,1262
1966,4,1265
1967,1,1247
1967,2,1215
1967,3,1266
1967,4,1270
1968,1,1277
1968,2,1243
1968,3,1279
1968,4,1290
1969,1,1278
1969,2,1260
1969,3,1302
1969,4,1313
1970,1,1294
1970,2,1270
1970,3,1310
1970,4,1301
1971,1,1292
1971,2,1269
1971,3,1320
1971,4,1334
1972,1,1324
1972,2,1287
1972,3,1339
1972,4,1346
1973,1,1336
1973,2,1319
1973,3,1380
1973,4,1368
1974,1,1336
1974,2,1308
1974,3,1335
1974,4,1355
1975,1,1332
1975,2,1315
1975,3,1368
1975,4,1384
1976,1,1363
1976,2,1336
1976,3,1382
1976,4,1381
1977,1,1368
1977,2,1328
1977,3,1382
1977,4,1385
1978,1,1364
1978,2,1338
1978,3,1382
1978,4,1374
1979,1,1354
1979,2,1326
1979,3,1382
1979,4,1380
1980,1,1381
1980,2,1335
1980,3,1388
1980,4,1371
1981,1,1373
1981,2,1374
1981,3,1412
1981,4,1434
1982,1,1440
1982,2,1394
1982,3,1431
1982,4,1434
1983,1,1415
1983,2,1391
1983,3,1448
1983,4,1472
1984,1,1444
1984,2,1405
1984,3,1455
1984,4,1475
1985,1,1450
1985,2,1409
1985,3,1450
1985,4,1452
1986,1,1440
1986,2,1405
1986,3,1445
1986,4,1459
1987,1,1427
1987,2,1386
1987,3,1451
1987,4,1473
1988,1,1450
1988,2,1427
1988,3,1481
1988,4,1494
1989,1,1471
1989,2,1433
1989,3,1486
1989,4,1490
1990,1,1474
1990,2,1444
1990,3,1483
1990,4,1498
1991,1,1478
1991,2,1426
1991,3,1456
1991,4,1449
1992,1,1450
1992,2,1421
1992,3,1463
1992,4,1481
1993,1,1459
1993,2,1450
1993,3,1492
1993,4,1513
1994,1,1495
1994,2,1456
1994,3,1481
1994,4,1481
1995,1,1487
1995,2,1449
1995,3,1500
1995,4,1509
1996,1,1513
1996,2,1483
1996,3,1501
1996,4,1503
1997,1,1476
1997,2,1453
1997,3,1506
1997,4,1509
1998,1,1488
1998,2,1466
1998,3,1505
1998,4,1507
1999,1,1510
1999,2,1471
1999,3,1533
1999,4,1562
2000,1,1563
2000,2,1535
2000,3,1569
2000,4,1572
2001,1,1554
2001,2,1516
2001,3,1539
2001,4,1539
2002,1,1533
2002,2,1502
2002,3,1537
2002,4,1556
2003,1,1537
2003,2,1502
2003,3,1560
2003,4,1579
2004,1,1567
2004,2,1528
2004,3,1569
2004,4,1577
2005,1,1568
2005,2,1528
2005,3,1583
2005,4,1580
2006,1,1564
2006,2,1528
2006,3,1582
2006,4,1597
2007,1,1568
2007,2,1541
2007,3,1571
2007,4,1585
2008,1,1573
2008,2,1528
2008,3,1582
2008,4,1598
2009,1,1590
2009,2,1574
2009,3,1598
2009,4,1608
2010,1,1585
2010,2,1558
2010,3,1582
2010,4,1605
2011,1,1585
2011,2,1543
2011,3,1592
2011,4,1600
2012,1,1571
2012,2,1531
2012,3,1595
2012,4,1615
2013,1,1608
2013,2,1590
2013,3,1626
2013,4,1620
2014,1,1600
2014,2,1562
2014,3,1595
2014,4,1603
2015,1,1572
2015,2,1545
2015,3,1589
2015,4,1609
2016,1,1600
2016,2,1557
2016,3,1620
2016,4,1623
2017,1,1607
2017,2,1591
2017,3,1630
2017,4,1640
2018,1,1613
2018,2,1577
2018,3,1620
2018,4,1622
2019,1,1600
2019,2,1576
2019,3,1625
2019,4,1626
2020,1,1606
2020,2,1548
2020,3,1611
2020,4,1624
