"Year","Quarter","Expenditure"
1950,1,941
1950,2,956
1950,3,1001
1950,4,1007
1951,1,919
1951,2,925
1951,3,993
1951,4,977
1952,1,925
1952,2,901
1952,3,1014
1952,4,1048
1953,1,999
1953,2,1022
1953,3,1048
1953,4,1061
1954,1,1029
1954,2,993
1954,3,1028
1954,4,1058
1955,1,990
1955,2,951
1955,3,970
1955,4,1009
1956,1,969
1956,2,984
1956,3,1004
1956,4,1036
1957,1,944
1957,2,955
1957,3,942
1957,4,987
1958,1,933
1958,2,928
1958,3,918
1958,4,931
1959,1,888
1959,2,931
1959,3,955
1959,4,958
1960,1,938
1960,2,930
1960,3,953
1960,4,971
1961,1,967
1961,2,1008
1961,3,1016
1961,4,980
1962,1,910
1962,2,942
1962,3,937
1962,4,943
1963,1,914
1963,2,927
1963,3,921
1963,4,969
1964,1,914
1964,2,937
1964,3,940
1964,4,960
1965,1,908
1965,2,910
1965,3,995
1965,4,999
1966,1,965
1966,2,955
1966,3,1047
1966,4,1031
1967,1,956
1967,2,955
1967,3,1007
1967,4,1030
1968,1,981
1968,2,1012
1968,3,1087
1968,4,1041
1969,1,1008
1969,2,1028
1969,3,1076
1969,4,1097
1970,1,1010
1970,2,1017
1970,3,1043
1970,4,1056
1971,1,989
1971,2,1005
1971,3,1019
1971,4,995
1972,1,988
1972,2,982
1972,3,1057
1972,4,1005
1973,1,898
1973,2,961
1973,3,1015
1973,4,1034
1974,1,994
1974,2,946
1974,3,987
1974,4,1041
1975,1,1016
1975,2,964
1975,3,999
1975,4,996
1976,1,984
1976,2,1012
1976,3,1059
1976,4,1037
1977,1,981
1977,2,1033
1977,3,1050
1977,4,1050
1978,1,1034
1978,2,1055
1978,3,1065
1978,4,1102
1979,1,1028
1979,2,1039
1979,3,1055
1979,4,1088
1980,1,1021
1980,2,1012
1980,3,1044
1980,4,1018
1981,1,975
1981,2,942
1981,3,1047
1981,4,1050
1982,1,1024
1982,2,988
1982,3,1040
1982,4,1023
1983,1,964
1983,2,1035
1983,3,1079
1983,4,1068
1984,1,1040
1984,2,1022
1984,3,1066
1984,4,1087
1985,1,1010
1985,2,984
1985,3,1062
1985,4,1062
1986,1,1015
1986,2,991
1986,3,1020
1986,4,1082
1987,1,1011
1987,2,1032
1987,3,1051
1987,4,1070
1988,1,1020
1988,2,980
1988,3,1009
1988,4,1007
1989,1,937
1989,2,969
1989,3,1002
1989,4,953
1990,1,906
1990,2,936
1990,3,1027
1990,4,1097
1991,1,1024
1991,2,988
1991,3,1058
1991,4,1082
1992,1,997
1992,2,1046
1992,3,1086
1992,4,1071
1993,1,1053
1993,2,1070
1993,3,1087
1993,4,1132
1994,1,1075
1994,2,1088
1994,3,1092
1994,4,1089
1995,1,1035
1995,2,1029
1995,3,1096
1995,4,1111
1996,1,1048
1996,2,1042
1996,3,1095
1996,4,1054
1997,1,996
1997,2,1025
1997,3,1001
1997,4,1039
1998,1,1067
1998,2,1080
1998,3,1107
1998,4,1088
1999,1,1020
1999,2,1036
1999,3,1056
1999,4,1043
2000,1,990
2000,2,978
2000,3,1022
2000,4,1035
2001,1,980
2001,2,1014
2001,3,1058
2001,4,1126
2002,1,1095
2002,2,1120
2002,3,1140
2002,4,1143
2003,1,1074
2003,2,1056
2003,3,1115
2003,4,1102
2004,1,1050
2004,2,1055
2004,3,1106
2004,4,1092
2005,1,1017
2005,2,1057
2005,3,1094
2005,4,1135
2006,1,1074
2006,2,1068
2006,3,1118
2006,4,1147
2007,1,1058
2007,2,1129
2007,3,1189
2007,4,1206
2008,1,1179
2008,2,1140
2008,3,1157
2008,4,1183
2009,1,1125
2009,2,1113
2009,3,1136
2009,4,1151
2010,1,1081
2010,2,1088
2010,3,1091
2010,4,1097
2011,1,1060
2011,2,1023
2011,3,1074
2011,4,1077
2012,1,1052
2012,2,1083
2012,3,1094
2012,4,1143
2013,1,1084
2013,2,1114
2013,3,1139
2013,4,1144
2014,1,1125
2014,2,1143
2014,3,1127
2014,4,1121
2015,1,1097
2015,2,1094
2015,3,1105
2015,4,1090
2016,1,1047
2016,2,1061
2016,3,1077
2016,4,1116
2017,1,1118
2017,2,1182
2017,3,1173
2017,4,1147
2018,1,1101
2018,2,1066
2018,3,1090
2018,4,1126
2019,1,1127
2019,2,1125
2019,3,1200
2019,4,1179
2020,1,1161
2020,2,1155
2020,3,1161
2020,4,1167
