"Year","Quarter","Expenditure"
1950,1,966
1950,2,1021
1950,3,1068
1950,4,1155
1951,1,1048
1951,2,1079
1951,3,1142
1951,4,1180
1952,1,1105
1952,2,1133
1952,3,1151
1952,4,1160
1953,1,1033
1953,2,1091
1953,3,1137
1953,4,1273
1954,1,1095
1954,2,1166
1954,3,1178
1954,4,1216
1955,1,1091
1955,2,1088
1955,3,1107
1955,4,1139
1956,1,1028
1956,2,1076
1956,3,1133
1956,4,1229
1957,1,1096
1957,2,1167
1957,3,1158
1957,4,1187
1958,1,1133
1958,2,1140
1958,3,1171
1958,4,1166
1959,1,1074
1959,2,1166
1959,3,1121
1959,4,1160
1960,1,1034
1960,2,1121
1960,3,1163
1960,4,1208
1961,1,1110
1961,2,1197
1961,3,1210
1961,4,1186
1962,1,1058
1962,2,1120
1962,3,1135
1962,4,1181
1963,1,1065
1963,2,1115
1963,3,1191
1963,4,1233
1964,1,1134
1964,2,1148
1964,3,1205
1964,4,1274
1965,1,1138
1965,2,1217
1965,3,1246
1965,4,1260
1966,1,1190
1966,2,1139
1966,3,1166
1966,4,1268
1967,1,1118
1967,2,1160
1967,3,1193
1967,4,1252
1968,1,1139
1968,2,1212
1968,3,1264
1968,4,1304
1969,1,1208
1969,2,1243
1969,3,1234
1969,4,1274
1970,1,1192
1970,2,1241
1970,3,1292
1970,4,1325
1971,1,1249
1971,2,1282
1971,3,1260
1971,4,1314
1972,1,1213
1972,2,1232
1972,3,1251
1972,4,1308
1973,1,1202
1973,2,1209
1973,3,1224
1973,4,1340
1974,1,1248
1974,2,1263
1974,3,1266
1974,4,1343
1975,1,1229
1975,2,1261
1975,3,1264
1975,4,1285
1976,1,1206
1976,2,1221
1976,3,1282
1976,4,1378
1977,1,1241
1977,2,1278
1977,3,1377
1977,4,1401
1978,1,1342
1978,2,1300
1978,3,1275
1978,4,1283
1979,1,1196
1979,2,1260
1979,3,1269
1979,4,1369
1980,1,1245
1980,2,1252
1980,3,1291
1980,4,1334
1981,1,1191
1981,2,1246
1981,3,1299
1981,4,1340
1982,1,1272
1982,2,1320
1982,3,1363
1982,4,1399
1983,1,1289
1983,2,1362
1983,3,1338
1983,4,1420
1984,1,1273
1984,2,1334
1984,3,1350
1984,4,1354
1985,1,1308
1985,2,1315
1985,3,1324
1985,4,1404
1986,1,1262
1986,2,1308
1986,3,1357
1986,4,1395
1987,1,1309
1987,2,1371
1987,3,1342
1987,4,1385
1988,1,1251
1988,2,1316
1988,3,1388
1988,4,1417
1989,1,1271
1989,2,1369
1989,3,1364
1989,4,1380
1990,1,1302
1990,2,1362
1990,3,1381
1990,4,1439
1991,1,1285
1991,2,1295
1991,3,1338
1991,4,1366
1992,1,1273
1992,2,1326
1992,3,1365
1992,4,1369
1993,1,1278
1993,2,1362
1993,3,1422
1993,4,1461
1994,1,1385
1994,2,1396
1994,3,1378
1994,4,1369
1995,1,1271
1995,2,1378
1995,3,1422
1995,4,1411
1996,1,1367
1996,2,1400
1996,3,1415
1996,4,1529
1997,1,1425
1997,2,1516
1997,3,1499
1997,4,1549
1998,1,1424
1998,2,1444
1998,3,1427
1998,4,1458
1999,1,1343
1999,2,1449
1999,3,1411
1999,4,1469
2000,1,1370
2000,2,1408
2000,3,1467
2000,4,1482
2001,1,1371
2001,2,1459
2001,3,1460
2001,4,1479
2002,1,1401
2002,2,1367
2002,3,1455
2002,4,1501
2003,1,1428
2003,2,1465
2003,3,1545
2003,4,1566
2004,1,1498
2004,2,1440
2004,3,1441
2004,4,1481
2005,1,1423
2005,2,1427
2005,3,1415
2005,4,1484
2006,1,1348
2006,2,1391
2006,3,1439
2006,4,1502
2007,1,1432
2007,2,1445
2007,3,1492
2007,4,1622
2008,1,1441
2008,2,1466
2008,3,1467
2008,4,1529
2009,1,1451
2009,2,1540
2009,3,1471
2009,4,1464
2010,1,1407
2010,2,1506
2010,3,1540
2010,4,1618
2011,1,1482
2011,2,1510
2011,3,1570
2011,4,1548
2012,1,1445
2012,2,1466
2012,3,1545
2012,4,1538
2013,1,1411
2013,2,1422
2013,3,1469
2013,4,1558
2014,1,1444
2014,2,1501
2014,3,1551
2014,4,1593
2015,1,1430
2015,2,1481
2015,3,1468
2015,4,1514
2016,1,1388
2016,2,1506
2016,3,1527
2016,4,1559
2017,1,1513
2017,2,1492
2017,3,1539
2017,4,1633
2018,1,1510
2018,2,1540
2018,3,1572
2018,4,1610
2019,1,1495
2019,2,1536
2019,3,1563
2019,4,1640
2020,1,1457
2020,2,1577
2020,3,1574
2020,4,1580
