"Year","Quarter","Expenditure"
1950,1,879
1950,2,870
1950,3,960
1950,4,916
1951,1,934
1951,2,899
1951,3,1077
1951,4,966
1952,1,987
1952,2,886
1952,3,1026
1952,4,975
1953,1,1028
1953,2,902
1953,3,1074
1953,4,1052
1954,1,1094
1954,2,934
1954,3,1102
1954,4,1103
1955,1,1080
1955,2,927
1955,3,1129
1955,4,1034
1956,1,1119
1956,2,977
1956,3,1125
1956,4,1036
1957,1,1043
1957,2,1034
1957,3,1170
1957,4,1118
1958,1,1173
1958,2,1097
1958,3,1254
1958,4,1186
1959,1,1129
1959,2,1082
1959,3,1274
1959,4,1245
1960,1,1293
1960,2,1164
1960,3,1303
1960,4,1232
1961,1,1240
1961,2,1129
1961,3,1312
1961,4,1234
1962,1,1293
1962,2,1189
1962,3,1385
1962,4,1325
1963,1,1304
1963,2,1214
1963,3,1413
1963,4,1372
1964,1,1352
1964,2,1265
1964,3,1437
1964,4,1482
1965,1,1414
1965,2,1291
1965,3,1450
1965,4,1507
1966,1,1466
1966,2,1352
1966,3,1513
1966,4,1509
1967,1,1547
1967,2,1445
1967,3,1536
1967,4,1484
1968,1,1539
1968,2,1475
1968,3,1607
1968,4,1522
1969,1,1570
1969,2,1450
1969,3,1666
1969,4,1597
1970,1,1643
1970,2,1512
1970,3,1729
1970,4,1668
1971,1,1671
1971,2,1618
1971,3,1708
1971,4,1699
1972,1,1745
1972,2,1645
1972,3,1825
1972,4,1801
1973,1,1722
1973,2,1687
1973,3,1838
1973,4,1820
1974,1,1838
1974,2,1735
1974,3,1903
1974,4,1869
1975,1,1924
1975,2,1747
1975,3,1967
1975,4,1902
1976,1,1982
1976,2,1862
1976,3,2031
1976,4,2049
1977,1,2020
1977,2,1849
1977,3,2115
1977,4,2107
1978,1,2102
1978,2,1946
1978,3,2129
1978,4,2068
1979,1,2147
1979,2,2051
1979,3,2231
1979,4,2160
1980,1,2172
1980,2,2113
1980,3,2326
1980,4,2270
1981,1,2238
1981,2,2161
1981,3,2359
1981,4,2340
1982,1,2332
1982,2,2212
1982,3,2358
1982,4,2399
1983,1,2353
1983,2,2285
1983,3,2438
1983,4,2422
1984,1,2519
1984,2,2377
1984,3,2537
1984,4,2472
1985,1,2535
1985,2,2434
1985,3,2622
1985,4,2580
1986,1,2610
1986,2,2491
1986,3,2692
1986,4,2669
1987,1,2645
1987,2,2519
1987,3,2730
1987,4,2721
1988,1,2713
1988,2,2631
1988,3,2807
1988,4,2804
1989,1,2859
1989,2,2706
1989,3,2909
1989,4,2853
1990,1,2945
1990,2,2861
1990,3,3009
1990,4,3018
1991,1,2978
1991,2,2951
1991,3,3087
1991,4,3091
1992,1,3170
1992,2,3049
1992,3,3199
1992,4,3135
1993,1,3201
1993,2,3103
1993,3,3313
1993,4,3224
1994,1,3209
1994,2,3163
1994,3,3364
1994,4,3383
1995,1,3326
1995,2,3327
1995,3,3431
1995,4,3446
1996,1,3405
1996,2,3418
1996,3,3566
1996,4,3636
1997,1,3550
1997,2,3453
1997,3,3642
1997,4,3653
1998,1,3679
1998,2,3603
1998,3,3763
1998,4,3765
1999,1,3785
1999,2,3736
1999,3,3911
1999,4,3908
2000,1,3915
2000,2,3811
2000,3,4016
2000,4,3972
2001,1,4001
2001,2,3926
2001,3,4088
2001,4,4132
2002,1,4128
2002,2,4072
2002,3,4285
2002,4,4227
2003,1,4220
2003,2,4182
2003,3,4369
2003,4,4341
2004,1,4381
2004,2,4297
2004,3,4461
2004,4,4444
2005,1,4506
2005,2,4438
2005,3,4642
2005,4,4625
2006,1,4581
2006,2,4619
2006,3,4783
2006,4,4726
2007,1,4759
2007,2,4716
2007,3,4883
2007,4,4912
2008,1,4936
2008,2,4844
2008,3,5053
2008,4,5078
2009,1,5091
2009,2,4964
2009,3,5184
2009,4,5199
2010,1,5216
2010,2,5114
2010,3,5312
2010,4,5283
2011,1,5327
2011,2,5286
2011,3,5498
2011,4,5436
2012,1,5501
2012,2,5426
2012,3,5649
2012,4,5655
2013,1,5704
2013,2,5611
2013,3,5804
2013,4,5785
2014,1,5825
2014,2,5813
2014,3,6004
2014,4,5991
2015,1,6014
2015,2,5989
2015,3,6176
2015,4,6184
2016,1,6197
2016,2,6129
2016,3,6323
2016,4,6316
2017,1,6371
2017,2,6356
2017,3,6534
2017,4,6503
2018,1,6557
2018,2,6476
2018,3,6681
2018,4,6719
2019,1,6749
2019,2,6667
2019,3,6862
2019,4,6903
2020,1,6936
2020,2,6852
2020,3,7113
2020,4,7142
