"Year","Quarter","Expenditure"
1950,1,598
1950,2,582
1950,3,627
1950,4,550
1951,1,576
1951,2,538
1951,3,597
1951,4,569
1952,1,600
1952,2,579
1952,3,640
1952,4,569
1953,1,611
1953,2,589
1953,3,633
1953,4,557
1954,1,580
1954,2,561
1954,3,634
1954,4,580
1955,1,599
1955,2,580
1955,3,635
1955,4,578
1956,1,655
1956,2,622
1956,3,690
1956,4,601
1957,1,621
1957,2,605
1957,3,670
1957,4,626
1958,1,649
1958,2,653
1958,3,723
1958,4,657
1959,1,647
1959,2,663
1959,3,727
1959,4,653
1960,1,658
1960,2,680
1960,3,713
1960,4,661
1961,1,681
1961,2,667
1961,3,730
1961,4,654
1962,1,680
1962,2,655
1962,3,716
1962,4,621
1963,1,654
1963,2,645
1963,3,731
1963,4,643
1964,1,695
1964,2,690
1964,3,725
1964,4,672
1965,1,674
1965,2,657
1965,3,725
1965,4,646
1966,1,681
1966,2,677
1966,3,743
1966,4,673
1967,1,706
1967,2,691
1967,3,762
1967,4,695
1968,1,721
1968,2,704
1968,3,763
1968,4,671
1969,1,699
1969,2,704
1969,3,737
1969,4,660
1970,1,688
1970,2,683
1970,3,731
1970,4,678
1971,1,700
1971,2,694
1971,3,754
1971,4,731
1972,1,757
1972,2,727
1972,3,776
1972,4,712
1973,1,774
1973,2,722
1973,3,764
1973,4,669
1974,1,671
1974,2,694
1974,3,767
1974,4,708
1975,1,757
1975,2,727
1975,3,781
1975,4,685
1976,1,719
1976,2,711
1976,3,772
1976,4,695
1977,1,748
1977,2,741
1977,3,788
1977,4,726
1978,1,769
1978,2,751
1978,3,794
1978,4,729
1979,1,772
1979,2,760
1979,3,825
1979,4,739
1980,1,774
1980,2,757
1980,3,813
1980,4,735
1981,1,753
1981,2,750
1981,3,819
1981,4,745
1982,1,776
1982,2,734
1982,3,791
1982,4,744
1983,1,801
1983,2,770
1983,3,833
1983,4,762
1984,1,783
1984,2,746
1984,3,812
1984,4,765
1985,1,797
1985,2,800
1985,3,835
1985,4,770
1986,1,796
1986,2,799
1986,3,829
1986,4,783
1987,1,824
1987,2,813
1987,3,833
1987,4,787
1988,1,788
1988,2,781
1988,3,831
1988,4,776
1989,1,810
1989,2,786
1989,3,825
1989,4,735
1990,1,771
1990,2,788
1990,3,842
1990,4,784
1991,1,815
1991,2,778
1991,3,837
1991,4,762
1992,1,782
1992,2,782
1992,3,845
1992,4,765
1993,1,815
1993,2,821
1993,3,857
1993,4,766
1994,1,792
1994,2,777
1994,3,834
1994,4,765
1995,1,814
1995,2,787
1995,3,843
1995,4,772
1996,1,822
1996,2,832
1996,3,878
1996,4,802
1997,1,839
1997,2,824
1997,3,892
1997,4,810
1998,1,843
1998,2,816
1998,3,884
1998,4,795
1999,1,822
1999,2,806
1999,3,858
1999,4,764
2000,1,818
2000,2,832
2000,3,890
2000,4,816
2001,1,879
2001,2,842
2001,3,914
2001,4,834
2002,1,866
2002,2,866
2002,3,902
2002,4,810
2003,1,846
2003,2,829
2003,3,867
2003,4,797
2004,1,810
2004,2,788
2004,3,864
2004,4,798
2005,1,833
2005,2,834
2005,3,882
2005,4,852
2006,1,876
2006,2,844
2006,3,899
2006,4,846
2007,1,886
2007,2,857
2007,3,900
2007,4,834
2008,1,844
2008,2,843
2008,3,921
2008,4,837
2009,1,886
2009,2,848
2009,3,898
2009,4,830
2010,1,863
2010,2,834
2010,3,891
2010,4,835
2011,1,859
2011,2,863
2011,3,914
2011,4,859
2012,1,892
2012,2,880
2012,3,947
2012,4,856
2013,1,902
2013,2,886
2013,3,940
2013,4,868
2014,1,894
2014,2,857
2014,3,902
2014,4,850
2015,1,877
2015,2,870
2015,3,906
2015,4,864
2016,1,915
2016,2,875
2016,3,948
2016,4,872
2017,1,914
2017,2,892
2017,3,952
2017,4,880
2018,1,907
2018,2,884
2018,3,936
2018,4,877
2019,1,910
2019,2,870
2019,3,953
2019,4,858
2020,1,893
2020,2,897
2020,3,962
2020,4,894
