"Year","Quarter","Expenditure"
1950,1,884
1950,2,830
1950,3,1001
1950,4,895
1951,1,892
1951,2,752
1951,3,779
1951,4,680
1952,1,779
1952,2,918
1952,3,922
1952,4,682
1953,1,719
1953,2,835
1953,3,802
1953,4,863
1954,1,955
1954,2,925
1954,3,967
1954,4,764
1955,1,980
1955,2,987
1955,3,884
1955,4,787
1956,1,853
1956,2,876
1956,3,906
1956,4,832
1957,1,864
1957,2,897
1957,3,1018
1957,4,940
1958,1,1103
1958,2,1090
1958,3,1121
1958,4,1018
1959,1,1034
1959,2,1081
1959,3,1106
1959,4,909
1960,1,994
1960,2,1043
1960,3,1062
1960,4,1089
1961,1,1144
1961,2,1132
1961,3,1016
1961,4,974
1962,1,964
1962,2,997
1962,3,1129
1962,4,991
1963,1,1071
1963,2,1109
1963,3,1028
1963,4,893
1964,1,1015
1964,2,1237
1964,3,1119
1964,4,982
1965,1,1150
1965,2,1227
1965,3,1253
1965,4,1100
1966,1,1352
1966,2,1479
1966,3,1363
1966,4,1188
1967,1,1351
1967,2,1258
1967,3,1261
1967,4,1175
1968,1,1228
1968,2,1239
1968,3,1165
1968,4,1125
1969,1,1274
1969,2,1319
1969,3,1412
1969,4,1222
1970,1,1353
1970,2,1195
1970,3,1290
1970,4,1256
1971,1,1233
1971,2,1319
1971,3,1526
1971,4,1314
1972,1,1393
1972,2,1471
1972,3,1413
1972,4,1445
1973,1,1525
1973,2,1568
1973,3,1394
1973,4,1335
1974,1,1509
1974,2,1469
1974,3,1545
1974,4,1527
1975,1,1465
1975,2,1555
1975,3,1585
1975,4,1385
1976,1,1433
1976,2,1590
1976,3,1578
1976,4,1426
1977,1,1474
1977,2,1500
1977,3,1572
1977,4,1455
1978,1,1563
1978,2,1671
1978,3,1657
1978,4,1651
1979,1,1658
1979,2,1706
1979,3,1690
1979,4,1682
1980,1,1675
1980,2,1613
1980,3,1653
1980,4,1609
1981,1,1689
1981,2,1709
1981,3,1738
1981,4,1658
1982,1,1729
1982,2,1802
1982,3,1808
1982,4,1780
1983,1,1934
1983,2,1951
1983,3,1966
1983,4,1846
1984,1,1855
1984,2,1947
1984,3,1897
1984,4,1914
1985,1,2052
1985,2,2046
1985,3,1980
1985,4,1868
1986,1,1979
1986,2,1987
1986,3,1952
1986,4,1936
1987,1,2096
1987,2,2106
1987,3,2163
1987,4,1978
1988,1,2168
1988,2,2171
1988,3,2155
1988,4,2047
1989,1,2185
1989,2,2136
1989,3,2185
1989,4,2112
1990,1,2330
1990,2,2293
1990,3,2221
1990,4,2168
1991,1,2285
1991,2,2415
1991,3,2386
1991,4,2246
1992,1,2426
1992,2,2543
1992,3,2607
1992,4,2566
1993,1,2612
1993,2,2564
1993,3,2470
1993,4,2413
1994,1,2448
1994,2,2432
1994,3,2570
1994,4,2530
1995,1,2622
1995,2,2606
1995,3,2644
1995,4,2674
1996,1,2822
1996,2,2716
1996,3,2779
1996,4,2700
1997,1,2773
1997,2,2819
1997,3,2819
1997,4,2745
1998,1,2811
1998,2,2838
1998,3,2899
1998,4,2766
1999,1,2798
1999,2,2843
1999,3,2889
1999,4,2734
2000,1,2823
2000,2,2911
2000,3,2973
2000,4,2950
2001,1,3187
2001,2,3167
2001,3,3209
2001,4,2968
2002,1,3065
2002,2,3157
2002,3,3293
2002,4,3216
2003,1,3295
2003,2,3169
2003,3,3273
2003,4,3078
2004,1,3285
2004,2,3420
2004,3,3380
2004,4,3243
2005,1,3420
2005,2,3334
2005,3,3438
2005,4,3421
2006,1,3489
2006,2,3566
2006,3,3593
2006,4,3439
2007,1,3625
2007,2,3716
2007,3,3695
2007,4,3453
2008,1,3719
2008,2,3757
2008,3,3718
2008,4,3710
2009,1,3802
2009,2,3904
2009,3,3814
2009,4,3667
2010,1,3803
2010,2,3867
2010,3,3875
2010,4,3917
2011,1,4183
2011,2,4198
2011,3,4179
2011,4,4026
2012,1,4148
2012,2,4158
2012,3,4215
2012,4,4063
2013,1,4251
2013,2,4354
2013,3,4341
2013,4,4218
2014,1,4300
2014,2,4429
2014,3,4463
2014,4,4328
2015,1,4387
2015,2,4474
2015,3,4494
2015,4,4367
2016,1,4525
2016,2,4415
2016,3,4613
2016,4,4545
2017,1,4700
2017,2,4603
2017,3,4694
2017,4,4573
2018,1,4671
2018,2,4630
2018,3,4874
2018,4,4771
2019,1,4962
2019,2,5012
2019,3,4941
2019,4,4867
2020,1,4929
2020,2,4979
2020,3,5174
2020,4,5023
