"Year","Quarter","Expenditure"
1950,1,257
1950,2,246
1950,3,304
1950,4,265
1951,1,277
1951,2,271
1951,3,314
1951,4,263
1952,1,285
1952,2,289
1952,3,321
1952,4,291
1953,1,324
1953,2,302
1953,3,344
1953,4,304
1954,1,330
1954,2,316
1954,3,366
1954,4,328
1955,1,346
1955,2,335
1955,3,371
1955,4,341
1956,1,346
1956,2,337
1956,3,382
1956,4,346
1957,1,380
1957,2,365
1957,3,405
1957,4,367
1958,1,388
1958,2,389
1958,3,419
1958,4,387
1959,1,406
1959,2,412
1959,3,445
1959,4,401
1960,1,423
1960,2,408
1960,3,450
1960,4,417
1961,1,441
1961,2,435
1961,3,466
1961,4,438
1962,1,458
1962,2,456
1962,3,483
1962,4,443
1963,1,478
1963,2,464
1963,3,503
1963,4,459
1964,1,471
1964,2,475
1964,3,515
1964,4,477
1965,1,495
1965,2,470
1965,3,508
1965,4,486
1966,1,533
1966,2,525
1966,3,553
1966,4,503
1967,1,534
1967,2,519
1967,3,561
1967,4,523
1968,1,544
1968,2,523
1968,3,573
1968,4,526
1969,1,548
1969,2,527
1969,3,575
1969,4,541
1970,1,566
1970,2,557
1970,3,593
1970,4,545
1971,1,561
1971,2,562
1971,3,607
1971,4,565
1972,1,587
1972,2,564
1972,3,624
1972,4,585
1973,1,605
1973,2,608
1973,3,618
1973,4,599
1974,1,638
1974,2,603
1974,3,630
1974,4,605
1975,1,634
1975,2,635
1975,3,669
1975,4,641
1976,1,642
1976,2,623
1976,3,667
1976,4,631
1977,1,631
1977,2,647
1977,3,685
1977,4,659
1978,1,668
1978,2,668
1978,3,711
1978,4,662
1979,1,679
1979,2,661
1979,3,693
1979,4,673
1980,1,683
1980,2,671
1980,3,715
1980,4,696
1981,1,698
1981,2,702
1981,3,725
1981,4,696
1982,1,735
1982,2,711
1982,3,739
1982,4,695
1983,1,724
1983,2,726
1983,3,760
1983,4,713
1984,1,723
1984,2,717
1984,3,765
1984,4,739
1985,1,738
1985,2,732
1985,3,784
1985,4,745
1986,1,746
1986,2,747
1986,3,795
1986,4,759
1987,1,767
1987,2,760
1987,3,785
1987,4,755
1988,1,773
1988,2,761
1988,3,810
1988,4,760
1989,1,785
1989,2,767
1989,3,802
1989,4,775
1990,1,792
1990,2,804
1990,3,830
1990,4,792
1991,1,807
1991,2,807
1991,3,827
1991,4,792
1992,1,826
1992,2,785
1992,3,847
1992,4,814
1993,1,818
1993,2,820
1993,3,859
1993,4,831
1994,1,849
1994,2,826
1994,3,861
1994,4,832
1995,1,851
1995,2,848
1995,3,879
1995,4,846
1996,1,857
1996,2,854
1996,3,894
1996,4,859
1997,1,864
1997,2,860
1997,3,909
1997,4,861
1998,1,893
1998,2,880
1998,3,907
1998,4,857
1999,1,876
1999,2,881
1999,3,908
1999,4,860
2000,1,886
2000,2,892
2000,3,928
2000,4,877
2001,1,893
2001,2,893
2001,3,920
2001,4,898
2002,1,904
2002,2,895
2002,3,931
2002,4,893
2003,1,926
2003,2,915
2003,3,943
2003,4,895
2004,1,917
2004,2,909
2004,3,938
2004,4,914
2005,1,927
2005,2,911
2005,3,956
2005,4,906
2006,1,931
2006,2,930
2006,3,975
2006,4,918
2007,1,944
2007,2,928
2007,3,974
2007,4,932
2008,1,945
2008,2,923
2008,3,977
2008,4,928
2009,1,955
2009,2,950
2009,3,996
2009,4,959
2010,1,970
2010,2,951
2010,3,976
2010,4,926
2011,1,967
2011,2,952
2011,3,993
2011,4,955
2012,1,982
2012,2,961
2012,3,996
2012,4,962
2013,1,984
2013,2,975
2013,3,1013
2013,4,973
2014,1,993
2014,2,970
2014,3,997
2014,4,961
2015,1,973
2015,2,971
2015,3,1011
2015,4,978
2016,1,995
2016,2,977
2016,3,1021
2016,4,981
2017,1,1012
2017,2,991
2017,3,1028
2017,4,990
2018,1,1011
2018,2,1006
2018,3,1031
2018,4,1004
2019,1,1005
2019,2,1003
2019,3,1033
2019,4,1002
2020,1,1019
2020,2,1005
2020,3,1034
2020,4,995
