"Year","Quarter","Expenditure"
1950,1,637
1950,2,649
1950,3,651
1950,4,642
1951,1,685
1951,2,670
1951,3,667
1951,4,629
1952,1,656
1952,2,650
1952,3,708
1952,4,647
1953,1,640
1953,2,670
1953,3,693
1953,4,654
1954,1,676
1954,2,699
1954,3,739
1954,4,699
1955,1,730
1955,2,704
1955,3,706
1955,4,694
1956,1,697
1956,2,704
1956,3,726
1956,4,672
1957,1,689
1957,2,728
1957,3,727
1957,4,724
1958,1,705
1958,2,718
1958,3,738
1958,4,721
1959,1,685
1959,2,697
1959,3,775
1959,4,740
1960,1,731
1960,2,757
1960,3,737
1960,4,735
1961,1,728
1961,2,701
1961,3,742
1961,4,735
1962,1,741
1962,2,771
1962,3,751
1962,4,733
1963,1,758
1963,2,749
1963,3,704
1963,4,667
1964,1,740
1964,2,755
1964,3,739
1964,4,734
1965,1,767
1965,2,748
1965,3,772
1965,4,788
1966,1,753
1966,2,737
1966,3,774
1966,4,726
1967,1,787
1967,2,782
1967,3,801
1967,4,839
1968,1,815
1968,2,810
1968,3,850
1968,4,816
1969,1,814
1969,2,792
1969,3,812
1969,4,776
1970,1,819
1970,2,823
1970,3,876
1970,4,849
1971,1,827
1971,2,857
1971,3,866
1971,4,842
1972,1,860
1972,2,819
1972,3,808
1972,4,780
1973,1,797
1973,2,774
1973,3,791
1973,4,827
1974,1,840
1974,2,860
1974,3,911
1974,4,908
1975,1,863
1975,2,858
1975,3,844
1975,4,828
1976,1,858
1976,2,802
1976,3,826
1976,4,864
1977,1,884
1977,2,861
1977,3,886
1977,4,852
1978,1,862
1978,2,841
1978,3,857
1978,4,855
1979,1,881
1979,2,828
1979,3,859
1979,4,855
1980,1,843
1980,2,832
1980,3,912
1980,4,875
1981,1,852
1981,2,887
1981,3,895
1981,4,879
1982,1,834
1982,2,894
1982,3,897
1982,4,908
1983,1,881
1983,2,878
1983,3,912
1983,4,940
1984,1,920
1984,2,874
1984,3,893
1984,4,892
1985,1,895
1985,2,899
1985,3,941
1985,4,936
1986,1,961
1986,2,933
1986,3,936
1986,4,859
1987,1,874
1987,2,885
1987,3,925
1987,4,922
1988,1,914
1988,2,897
1988,3,995
1988,4,940
1989,1,894
1989,2,938
1989,3,984
1989,4,924
1990,1,975
1990,2,943
1990,3,965
1990,4,885
1991,1,910
1991,2,909
1991,3,956
1991,4,899
1992,1,913
1992,2,917
1992,3,941
1992,4,944
1993,1,919
1993,2,891
1993,3,974
1993,4,978
1994,1,953
1994,2,955
1994,3,985
1994,4,941
1995,1,955
1995,2,901
1995,3,995
1995,4,946
1996,1,937
1996,2,915
1996,3,968
1996,4,951
1997,1,923
1997,2,935
1997,3,998
1997,4,975
1998,1,952
1998,2,941
1998,3,1010
1998,4,942
1999,1,955
1999,2,925
1999,3,1015
1999,4,976
2000,1,964
2000,2,974
2000,3,1017
2000,4,951
2001,1,971
2001,2,984
2001,3,1029
2001,4,960
2002,1,989
2002,2,976
2002,3,993
2002,4,980
2003,1,970
2003,2,1024
2003,3,996
2003,4,960
2004,1,984
2004,2,1016
2004,3,1026
2004,4,963
2005,1,986
2005,2,983
2005,3,1006
2005,4,968
2006,1,956
2006,2,995
2006,3,982
2006,4,988
2007,1,1002
2007,2,1012
2007,3,1039
2007,4,979
2008,1,999
2008,2,975
2008,3,969
2008,4,1002
2009,1,1011
2009,2,986
2009,3,1028
2009,4,1044
2010,1,995
2010,2,984
2010,3,924
2010,4,949
2011,1,1007
2011,2,988
2011,3,1034
2011,4,1040
2012,1,1004
2012,2,1020
2012,3,1048
2012,4,1018
2013,1,1008
2013,2,1007
2013,3,1023
2013,4,985
2014,1,994
2014,2,1022
2014,3,1051
2014,4,965
2015,1,985
2015,2,1018
2015,3,1042
2015,4,1039
2016,1,1077
2016,2,1008
2016,3,1038
2016,4,990
2017,1,1001
2017,2,998
2017,3,1011
2017,4,1002
2018,1,1042
2018,2,1043
2018,3,1062
2018,4,1036
2019,1,979
2019,2,1009
2019,3,1044
2019,4,1027
2020,1,1017
2020,2,979
2020,3,1032
2020,4,1010
