"Year","Quarter","Expenditure"
1950,1,461
1950,2,477
1950,3,421
1950,4,418
1951,1,470
1951,2,464
1951,3,426
1951,4,442
1952,1,456
1952,2,447
1952,3,458
1952,4,410
1953,1,455
1953,2,450
1953,3,457
1953,4,437
1954,1,481
1954,2,446
1954,3,451
1954,4,420
1955,1,491
1955,2,505
1955,3,463
1955,4,458
1956,1,463
1956,2,497
1956,3,492
1956,4,476
1957,1,490
1957,2,484
1957,3,479
1957,4,456
1958,1,495
1958,2,478
1958,3,481
1958,4,464
1959,1,482
1959,2,512
1959,3,479
1959,4,471
1960,1,503
1960,2,497
1960,3,505
1960,4,472
1961,1,494
1961,2,501
1961,3,500
1961,4,488
1962,1,511
1962,2,531
1962,3,551
1962,4,519
1963,1,548
1963,2,550
1963,3,532
1963,4,519
1964,1,560
1964,2,561
1964,3,516
1964,4,480
1965,1,518
1965,2,546
1965,3,504
1965,4,469
1966,1,489
1966,2,533
1966,3,516
1966,4,479
1967,1,505
1967,2,561
1967,3,531
1967,4,514
1968,1,540
1968,2,560
1968,3,523
1968,4,514
1969,1,534
1969,2,547
1969,3,529
1969,4,525
1970,1,564
1970,2,557
1970,3,555
1970,4,500
1971,1,553
1971,2,552
1971,3,548
1971,4,526
1972,1,550
1972,2,569
1972,3,561
1972,4,542
1973,1,568
1973,2,562
1973,3,558
1973,4,503
1974,1,550
1974,2,571
1974,3,554
1974,4,520
1975,1,547
1975,2,581
1975,3,546
1975,4,520
1976,1,571
1976,2,582
1976,3,550
1976,4,539
1977,1,577
1977,2,597
1977,3,584
1977,4,550
1978,1,567
1978,2,555
1978,3,573
1978,4,575
1979,1,580
1979,2,580
1979,3,563
1979,4,525
1980,1,585
1980,2,616
1980,3,549
1980,4,546
1981,1,582
1981,2,616
1981,3,613
1981,4,572
1982,1,598
1982,2,561
1982,3,556
1982,4,524
1983,1,582
1983,2,601
1983,3,583
1983,4,575
1984,1,617
1984,2,611
1984,3,599
1984,4,592
1985,1,630
1985,2,607
1985,3,599
1985,4,575
1986,1,654
1986,2,644
1986,3,621
1986,4,573
1987,1,618
1987,2,647
1987,3,632
1987,4,582
1988,1,619
1988,2,617
1988,3,615
1988,4,615
1989,1,644
1989,2,646
1989,3,627
1989,4,601
1990,1,618
1990,2,661
1990,3,595
1990,4,573
1991,1,605
1991,2,604
1991,3,605
1991,4,575
1992,1,637
1992,2,643
1992,3,646
1992,4,614
1993,1,660
1993,2,672
1993,3,617
1993,4,608
1994,1,657
1994,2,637
1994,3,618
1994,4,592
1995,1,640
1995,2,649
1995,3,637
1995,4,594
1996,1,617
1996,2,635
1996,3,627
1996,4,628
1997,1,649
1997,2,680
1997,3,669
1997,4,620
1998,1,667
1998,2,687
1998,3,635
1998,4,633
1999,1,669
1999,2,663
1999,3,667
1999,4,659
2000,1,670
2000,2,685
2000,3,667
2000,4,648
2001,1,676
2001,2,656
2001,3,627
2001,4,599
2002,1,653
2002,2,685
2002,3,681
2002,4,636
2003,1,651
2003,2,669
2003,3,681
2003,4,661
2004,1,646
2004,2,659
2004,3,649
2004,4,631
2005,1,652
2005,2,686
2005,3,678
2005,4,636
2006,1,703
2006,2,700
2006,3,700
2006,4,647
2007,1,708
2007,2,697
2007,3,671
2007,4,668
2008,1,690
2008,2,685
2008,3,687
2008,4,652
2009,1,692
2009,2,698
2009,3,687
2009,4,658
2010,1,706
2010,2,720
2010,3,670
2010,4,649
2011,1,677
2011,2,684
2011,3,643
2011,4,627
2012,1,673
2012,2,668
2012,3,677
2012,4,655
2013,1,698
2013,2,721
2013,3,692
2013,4,668
2014,1,723
2014,2,710
2014,3,669
2014,4,660
2015,1,710
2015,2,703
2015,3,675
2015,4,670
2016,1,691
2016,2,725
2016,3,692
2016,4,642
2017,1,701
2017,2,718
2017,3,689
2017,4,668
2018,1,703
2018,2,738
2018,3,693
2018,4,681
2019,1,715
2019,2,722
2019,3,704
2019,4,676
2020,1,690
2020,2,706
2020,3,711
2020,4,693
