"Year","Quarter","Expenditure"
1950,1,832
1950,2,843
1950,3,842
1950,4,872
1951,1,777
1951,2,850
1951,3,893
1951,4,958
1952,1,842
1952,2,833
1952,3,847
1952,4,930
1953,1,875
1953,2,939
1953,3,855
1953,4,966
1954,1,840
1954,2,917
1954,3,884
1954,4,972
1955,1,865
1955,2,904
1955,3,882
1955,4,945
1956,1,825
1956,2,935
1956,3,938
1956,4,930
1957,1,830
1957,2,939
1957,3,887
1957,4,957
1958,1,880
1958,2,962
1958,3,971
1958,4,967
1959,1,913
1959,2,963
1959,3,977
1959,4,1006
1960,1,919
1960,2,938
1960,3,889
1960,4,973
1961,1,931
1961,2,958
1961,3,935
1961,4,956
1962,1,904
1962,2,1044
1962,3,964
1962,4,1021
1963,1,905
1963,2,1006
1963,3,938
1963,4,1027
1964,1,959
1964,2,1069
1964,3,976
1964,4,1053
1965,1,1013
1965,2,1065
1965,3,1041
1965,4,1062
1966,1,937
1966,2,1045
1966,3,1070
1966,4,1115
1967,1,1013
1967,2,1061
1967,3,1028
1967,4,1060
1968,1,973
1968,2,1065
1968,3,1046
1968,4,1133
1969,1,1009
1969,2,1010
1969,3,1048
1969,4,1064
1970,1,997
1970,2,1107
1970,3,1066
1970,4,1082
1971,1,1027
1971,2,1083
1971,3,1117
1971,4,1156
1972,1,962
1972,2,1138
1972,3,1057
1972,4,1139
1973,1,1011
1973,2,1087
1973,3,1097
1973,4,1163
1974,1,1065
1974,2,1161
1974,3,1111
1974,4,1190
1975,1,1053
1975,2,1132
1975,3,1099
1975,4,1168
1976,1,1016
1976,2,1077
1976,3,1119
1976,4,1175
1977,1,1052
1977,2,1128
1977,3,1100
1977,4,1153
1978,1,1035
1978,2,1144
1978,3,1068
1978,4,1143
1979,1,1070
1979,2,1148
1979,3,1149
1979,4,1182
1980,1,1097
1980,2,1219
1980,3,1172
1980,4,1194
1981,1,1094
1981,2,1195
1981,3,1149
1981,4,1213
1982,1,1114
1982,2,1194
1982,3,1166
1982,4,1234
1983,1,1159
1983,2,1207
1983,3,1231
1983,4,1263
1984,1,1194
1984,2,1227
1984,3,1180
1984,4,1317
1985,1,1168
1985,2,1229
1985,3,1162
1985,4,1288
1986,1,1193
1986,2,1272
1986,3,1244
1986,4,1254
1987,1,1169
1987,2,1234
1987,3,1203
1987,4,1292
1988,1,1132
1988,2,1201
1988,3,1175
1988,4,1256
1989,1,1199
1989,2,1239
1989,3,1205
1989,4,1257
1990,1,1149
1990,2,1298
1990,3,1282
1990,4,1290
1991,1,1246
1991,2,1238
1991,3,1235
1991,4,1266
1992,1,1170
1992,2,1238
1992,3,1219
1992,4,1331
1993,1,1207
1993,2,1292
1993,3,1269
1993,4,1261
1994,1,1205
1994,2,1300
1994,3,1237
1994,4,1310
1995,1,1235
1995,2,1290
1995,3,1229
1995,4,1318
1996,1,1213
1996,2,1311
1996,3,1224
1996,4,1291
1997,1,1246
1997,2,1343
1997,3,1313
1997,4,1340
1998,1,1235
1998,2,1268
1998,3,1229
1998,4,1309
1999,1,1275
1999,2,1286
1999,3,1301
1999,4,1363
2000,1,1258
2000,2,1238
2000,3,1276
2000,4,1343
2001,1,1248
2001,2,1376
2001,3,1291
2001,4,1385
2002,1,1257
2002,2,1295
2002,3,1286
2002,4,1328
2003,1,1225
2003,2,1317
2003,3,1307
2003,4,1405
2004,1,1234
2004,2,1311
2004,3,1296
2004,4,1380
2005,1,1294
2005,2,1336
2005,3,1308
2005,4,1356
2006,1,1255
2006,2,1368
2006,3,1314
2006,4,1464
2007,1,1299
2007,2,1350
2007,3,1404
2007,4,1392
2008,1,1358
2008,2,1388
2008,3,1334
2008,4,1408
2009,1,1323
2009,2,1340
2009,3,1297
2009,4,1412
2010,1,1317
2010,2,1371
2010,3,1391
2010,4,1446
2011,1,1341
2011,2,1390
2011,3,1321
2011,4,1383
2012,1,1311
2012,2,1376
2012,3,1406
2012,4,1416
2013,1,1411
2013,2,1412
2013,3,1373
2013,4,1456
2014,1,1338
2014,2,1408
2014,3,1367
2014,4,1426
2015,1,1339
2015,2,1451
2015,3,1367
2015,4,1429
2016,1,1369
2016,2,1409
2016,3,1366
2016,4,1388
2017,1,1351
2017,2,1473
2017,3,1398
2017,4,1397
2018,1,1294
2018,2,1499
2018,3,1379
2018,4,1461
2019,1,1390
2019,2,1430
2019,3,1381
2019,4,1430
2020,1,1347
2020,2,1369
2020,3,1353
2020,4,1402
