"Year","Quarter","Expenditure"
1950,1,748
1950,2,801
1950,3,804
1950,4,770
1951,1,761
1951,2,825
1951,3,837
1951,4,784
1952,1,791
1952,2,834
1952,3,852
1952,4,815
1953,1,767
1953,2,848
1953,3,865
1953,4,798
1954,1,801
1954,2,867
1954,3,889
1954,4,805
1955,1,809
1955,2,863
1955,3,920
1955,4,867
1956,1,826
1956,2,898
1956,3,899
1956,4,867
1957,1,814
1957,2,900
1957,3,924
1957,4,879
1958,1,866
1958,2,909
1958,3,964
1958,4,915
1959,1,862
1959,2,926
1959,3,952
1959,4,915
1960,1,906
1960,2,961
1960,3,949
1960,4,920
1961,1,890
1961,2,952
1961,3,985
1961,4,948
1962,1,894
1962,2,973
1962,3,974
1962,4,939
1963,1,905
1963,2,957
1963,3,1006
1963,4,946
1964,1,921
1964,2,1002
1964,3,1023
1964,4,977
1965,1,951
1965,2,1020
1965,3,1008
1965,4,987
1966,1,971
1966,2,1028
1966,3,1035
1966,4,1003
1967,1,950
1967,2,984
1967,3,983
1967,4,989
1968,1,972
1968,2,1065
1968,3,1085
1968,4,1029
1969,1,1037
1969,2,1091
1969,3,1085
1969,4,1014
1970,1,985
1970,2,1047
1970,3,1077
1970,4,1058
1971,1,1015
1971,2,1052
1971,3,1077
1971,4,1039
1972,1,1035
1972,2,1072
1972,3,1079
1972,4,1058
1973,1,1034
1973,2,1091
1973,3,1131
1973,4,1086
1974,1,1047
1974,2,1132
1974,3,1149
1974,4,1067
1975,1,1029
1975,2,1084
1975,3,1111
1975,4,1110
1976,1,1069
1976,2,1145
1976,3,1164
1976,4,1109
1977,1,1088
1977,2,1117
1977,3,1174
1977,4,1125
1978,1,1075
1978,2,1136
1978,3,1158
1978,4,1123
1979,1,1096
1979,2,1167
1979,3,1216
1979,4,1146
1980,1,1101
1980,2,1172
1980,3,1200
1980,4,1153
1981,1,1105
1981,2,1171
1981,3,1184
1981,4,1158
1982,1,1126
1982,2,1185
1982,3,1221
1982,4,1175
1983,1,1148
1983,2,1200
1983,3,1244
1983,4,1201
1984,1,1178
1984,2,1214
1984,3,1259
1984,4,1186
1985,1,1170
1985,2,1217
1985,3,1244
1985,4,1204
1986,1,1177
1986,2,1219
1986,3,1222
1986,4,1182
1987,1,1157
1987,2,1230
1987,3,1267
1987,4,1229
1988,1,1178
1988,2,1218
1988,3,1257
1988,4,1220
1989,1,1201
1989,2,1251
1989,3,1309
1989,4,1242
1990,1,1207
1990,2,1297
1990,3,1306
1990,4,1262
1991,1,1245
1991,2,1317
1991,3,1307
1991,4,1274
1992,1,1211
1992,2,1301
1992,3,1310
1992,4,1252
1993,1,1256
1993,2,1286
1993,3,1282
1993,4,1255
1994,1,1254
1994,2,1306
1994,3,1317
1994,4,1272
1995,1,1257
1995,2,1324
1995,3,1331
1995,4,1275
1996,1,1240
1996,2,1270
1996,3,1318
1996,4,1312
1997,1,1266
1997,2,1300
1997,3,1321
1997,4,1287
1998,1,1296
1998,2,1364
1998,3,1342
1998,4,1264
1999,1,1245
1999,2,1341
1999,3,1363
1999,4,1334
2000,1,1299
2000,2,1334
2000,3,1357
2000,4,1337
2001,1,1304
2001,2,1366
2001,3,1380
2001,4,1306
2002,1,1269
2002,2,1356
2002,3,1379
2002,4,1362
2003,1,1319
2003,2,1367
2003,3,1404
2003,4,1363
2004,1,1334
2004,2,1374
2004,3,1382
2004,4,1349
2005,1,1317
2005,2,1357
2005,3,1393
2005,4,1358
2006,1,1328
2006,2,1404
2006,3,1403
2006,4,1337
2007,1,1322
2007,2,1371
2007,3,1386
2007,4,1371
2008,1,1357
2008,2,1419
2008,3,1435
2008,4,1357
2009,1,1319
2009,2,1405
2009,3,1414
2009,4,1381
2010,1,1365
2010,2,1451
2010,3,1447
2010,4,1366
2011,1,1353
2011,2,1437
2011,3,1462
2011,4,1397
2012,1,1365
2012,2,1418
2012,3,1437
2012,4,1411
2013,1,1388
2013,2,1440
2013,3,1482
2013,4,1401
2014,1,1398
2014,2,1397
2014,3,1411
2014,4,1400
2015,1,1342
2015,2,1435
2015,3,1458
2015,4,1365
2016,1,1329
2016,2,1429
2016,3,1481
2016,4,1416
2017,1,1391
2017,2,1457
2017,3,1496
2017,4,1437
2018,1,1411
2018,2,1479
2018,3,1499
2018,4,1435
2019,1,1424
2019,2,1481
2019,3,1461
2019,4,1432
2020,1,1397
2020,2,1458
2020,3,1482
2020,4,1447
