"Year","Quarter","Expenditure"
1950,1,639
1950,2,667
1950,3,683
1950,4,696
1951,1,682
1951,2,686
1951,3,695
1951,4,648
1952,1,636
1952,2,691
1952,3,710
1952,4,690
1953,1,669
1953,2,655
1953,3,656
1953,4,675
1954,1,668
1954,2,708
1954,3,733
1954,4,718
1955,1,725
1955,2,747
1955,3,741
1955,4,773
1956,1,718
1956,2,734
1956,3,763
1956,4,781
1957,1,707
1957,2,736
1957,3,707
1957,4,728
1958,1,705
1958,2,721
1958,3,751
1958,4,743
1959,1,710
1959,2,697
1959,3,720
1959,4,710
1960,1,671
1960,2,681
1960,3,727
1960,4,772
1961,1,719
1961,2,730
1961,3,745
1961,4,786
1962,1,737
1962,2,794
1962,3,828
1962,4,812
1963,1,785
1963,2,785
1963,3,804
1963,4,814
1964,1,793
1964,2,790
1964,3,780
1964,4,821
1965,1,807
1965,2,820
1965,3,819
1965,4,858
1966,1,831
1966,2,834
1966,3,899
1966,4,892
1967,1,859
1967,2,870
1967,3,905
1967,4,934
1968,1,879
1968,2,874
1968,3,869
1968,4,874
1969,1,844
1969,2,855
1969,3,931
1969,4,911
1970,1,926
1970,2,938
1970,3,972
1970,4,952
1971,1,908
1971,2,924
1971,3,983
1971,4,1012
1972,1,971
1972,2,973
1972,3,1007
1972,4,990
1973,1,999
1973,2,986
1973,3,997
1973,4,995
1974,1,970
1974,2,975
1974,3,1034
1974,4,1040
1975,1,1019
1975,2,1041
1975,3,1053
1975,4,1034
1976,1,988
1976,2,1041
1976,3,1013
1976,4,1019
1977,1,1000
1977,2,984
1977,3,1018
1977,4,1031
1978,1,1010
1978,2,1048
1978,3,1085
1978,4,1068
1979,1,986
1979,2,999
1979,3,1026
1979,4,1020
1980,1,1045
1980,2,1062
1980,3,1100
1980,4,1088
1981,1,1024
1981,2,1036
1981,3,1065
1981,4,1045
1982,1,1016
1982,2,1053
1982,3,1087
1982,4,1116
1983,1,1097
1983,2,1119
1983,3,1128
1983,4,1106
1984,1,1087
1984,2,1117
1984,3,1126
1984,4,1114
1985,1,1086
1985,2,1163
1985,3,1166
1985,4,1161
1986,1,1131
1986,2,1187
1986,3,1212
1986,4,1199
1987,1,1178
1987,2,1149
1987,3,1190
1987,4,1240
1988,1,1251
1988,2,1256
1988,3,1288
1988,4,1286
1989,1,1249
1989,2,1213
1989,3,1223
1989,4,1227
1990,1,1222
1990,2,1260
1990,3,1275
1990,4,1272
1991,1,1224
1991,2,1259
1991,3,1305
1991,4,1284
1992,1,1242
1992,2,1248
1992,3,1298
1992,4,1321
1993,1,1319
1993,2,1306
1993,3,1344
1993,4,1333
1994,1,1321
1994,2,1270
1994,3,1339
1994,4,1352
1995,1,1340
1995,2,1371
1995,3,1389
1995,4,1432
1996,1,1413
1996,2,1391
1996,3,1390
1996,4,1402
1997,1,1364
1997,2,1412
1997,3,1445
1997,4,1492
1998,1,1468
1998,2,1480
1998,3,1501
1998,4,1512
1999,1,1497
1999,2,1462
1999,3,1465
1999,4,1444
2000,1,1435
2000,2,1441
2000,3,1493
2000,4,1518
2001,1,1510
2001,2,1517
2001,3,1531
2001,4,1520
2002,1,1505
2002,2,1522
2002,3,1562
2002,4,1535
2003,1,1514
2003,2,1516
2003,3,1545
2003,4,1572
2004,1,1551
2004,2,1581
2004,3,1575
2004,4,1528
2005,1,1534
2005,2,1561
2005,3,1591
2005,4,1617
2006,1,1582
2006,2,1596
2006,3,1620
2006,4,1646
2007,1,1648
2007,2,1670
2007,3,1725
2007,4,1728
2008,1,1658
2008,2,1675
2008,3,1685
2008,4,1722
2009,1,1685
2009,2,1705
2009,3,1698
2009,4,1705
2010,1,1696
2010,2,1710
2010,3,1752
2010,4,1746
2011,1,1745
2011,2,1748
2011,3,1744
2011,4,1786
2012,1,1747
2012,2,1749
2012,3,1770
2012,4,1770
2013,1,1803
2013,2,1866
2013,3,1893
2013,4,1871
2014,1,1863
2014,2,1857
2014,3,1839
2014,4,1841
2015,1,1851
2015,2,1892
2015,3,1919
2015,4,1934
2016,1,1902
2016,2,1907
2016,3,1941
2016,4,1958
2017,1,1924
2017,2,1945
2017,3,1958
2017,4,1961
2018,1,1925
2018,2,1955
2018,3,2003
2018,4,2006
2019,1,2029
2019,2,2054
2019,3,2063
2019,4,2119
2020,1,2099
2020,2,2081
2020,3,2082
2020,4,2103
