"Year","Quarter","Expenditure"
1950,1,540
1950,2,595
1950,3,764
1950,4,776
1951,1,599
1951,2,642
1951,3,810
1951,4,808
1952,1,626
1952,2,649
1952,3,795
1952,4,766
1953,1,600
1953,2,662
1953,3,805
1953,4,801
1954,1,649
1954,2,713
1954,3,873
1954,4,846
1955,1,675
1955,2,729
1955,3,891
1955,4,888
1956,1,724
1956,2,736
1956,3,916
1956,4,895
1957,1,781
1957,2,765
1957,3,945
1957,4,940
1958,1,776
1958,2,770
1958,3,967
1958,4,957
1959,1,820
1959,2,844
1959,3,1000
1959,4,996
1960,1,839
1960,2,893
1960,3,1028
1960,4,1049
1961,1,889
1961,2,941
1961,3,1081
1961,4,1076
1962,1,915
1962,2,968
1962,3,1129
1962,4,1102
1963,1,962
1963,2,1013
1963,3,1155
1963,4,1106
1964,1,977
1964,2,1023
1964,3,1174
1964,4,1206
1965,1,1029
1965,2,1052
1965,3,1202
1965,4,1181
1966,1,1034
1966,2,1094
1966,3,1256
1966,4,1260
1967,1,1115
1967,2,1171
1967,3,1317
1967,4,1307
1968,1,1159
1968,2,1200
1968,3,1344
1968,4,1327
1969,1,1202
1969,2,1231
1969,3,1388
1969,4,1378
1970,1,1236
1970,2,1236
1970,3,1425
1970,4,1450
1971,1,1295
1971,2,1314
1971,3,1476
1971,4,1444
1972,1,1306
1972,2,1367
1972,3,1551
1972,4,1539
1973,1,1384
1973,2,1419
1973,3,1604
1973,4,1616
1974,1,1465
1974,2,1507
1974,3,1649
1974,4,1637
1975,1,1472
1975,2,1513
1975,3,1683
1975,4,1650
1976,1,1529
1976,2,1566
1976,3,1753
1976,4,1758
1977,1,1616
1977,2,1631
1977,3,1804
1977,4,1795
1978,1,1622
1978,2,1662
1978,3,1828
1978,4,1854
1979,1,1717
1979,2,1752
1979,3,1940
1979,4,1927
1980,1,1813
1980,2,1827
1980,3,1979
1980,4,1973
1981,1,1842
1981,2,1880
1981,3,2048
1981,4,2054
1982,1,1908
1982,2,1964
1982,3,2160
1982,4,2123
1983,1,1970
1983,2,2045
1983,3,2193
1983,4,2192
1984,1,2050
1984,2,2104
1984,3,2291
1984,4,2300
1985,1,2138
1985,2,2157
1985,3,2325
1985,4,2330
1986,1,2195
1986,2,2253
1986,3,2416
1986,4,2450
1987,1,2319
1987,2,2310
1987,3,2507
1987,4,2478
1988,1,2358
1988,2,2388
1988,3,2580
1988,4,2583
1989,1,2452
1989,2,2494
1989,3,2692
1989,4,2684
1990,1,2551
1990,2,2587
1990,3,2772
1990,4,2745
1991,1,2635
1991,2,2695
1991,3,2843
1991,4,2862
1992,1,2751
1992,2,2815
1992,3,2977
1992,4,2974
1993,1,2873
1993,2,2933
1993,3,3092
1993,4,3125
1994,1,3001
1994,2,3051
1994,3,3211
1994,4,3208
1995,1,3047
1995,2,3090
1995,3,3258
1995,4,3265
1996,1,3149
1996,2,3216
1996,3,3421
1996,4,3435
1997,1,3293
1997,2,3370
1997,3,3546
1997,4,3542
1998,1,3408
1998,2,3480
1998,3,3675
1998,4,3632
1999,1,3498
1999,2,3521
1999,3,3734
1999,4,3768
2000,1,3655
2000,2,3721
2000,3,3915
2000,4,3912
2001,1,3781
2001,2,3827
2001,3,4032
2001,4,4028
2002,1,3945
2002,2,3989
2002,3,4158
2002,4,4168
2003,1,4053
2003,2,4121
2003,3,4309
2003,4,4361
2004,1,4249
2004,2,4309
2004,3,4485
2004,4,4497
2005,1,4369
2005,2,4431
2005,3,4653
2005,4,4672
2006,1,4565
2006,2,4579
2006,3,4746
2006,4,4758
2007,1,4667
2007,2,4706
2007,3,4928
2007,4,4958
2008,1,4838
2008,2,4935
2008,3,5129
2008,4,5159
2009,1,5061
2009,2,5122
2009,3,5324
2009,4,5342
2010,1,5206
2010,2,5284
2010,3,5509
2010,4,5504
2011,1,5430
2011,2,5459
2011,3,5679
2011,4,5693
2012,1,5590
2012,2,5666
2012,3,5836
2012,4,5861
2013,1,5786
2013,2,5872
2013,3,6067
2013,4,6108
2014,1,5984
2014,2,6067
2014,3,6256
2014,4,6290
2015,1,6160
2015,2,6278
2015,3,6510
2015,4,6545
2016,1,6415
2016,2,6499
2016,3,6710
2016,4,6701
2017,1,6613
2017,2,6706
2017,3,6964
2017,4,6968
2018,1,6853
2018,2,6958
2018,3,7157
2018,4,7214
2019,1,7094
2019,2,7210
2019,3,7421
2019,4,7436
2020,1,7362
2020,2,7471
2020,3,7680
2020,4,7746
