"Year","Quarter","Expenditure"
1950,1,226
1950,2,248
1950,3,308
1950,4,267
1951,1,217
1951,2,219
1951,3,296
1951,4,271
1952,1,225
1952,2,257
1952,3,284
1952,4,259
1953,1,215
1953,2,264
1953,3,290
1953,4,239
1954,1,218
1954,2,248
1954,3,338
1954,4,343
1955,1,256
1955,2,263
1955,3,315
1955,4,278
1956,1,220
1956,2,266
1956,3,337
1956,4,314
1957,1,217
1957,2,265
1957,3,324
1957,4,326
1958,1,255
1958,2,295
1958,3,364
1958,4,330
1959,1,289
1959,2,319
1959,3,393
1959,4,390
1960,1,296
1960,2,299
1960,3,351
1960,4,321
1961,1,305
1961,2,335
1961,3,359
1961,4,359
1962,1,322
1962,2,353
1962,3,410
1962,4,390
1963,1,351
1963,2,355
1963,3,418
1963,4,386
1964,1,330
1964,2,366
1964,3,474
1964,4,443
1965,1,345
1965,2,384
1965,3,403
1965,4,411
1966,1,358
1966,2,416
1966,3,429
1966,4,423
1967,1,388
1967,2,394
1967,3,421
1967,4,455
1968,1,440
1968,2,438
1968,3,468
1968,4,466
1969,1,391
1969,2,424
1969,3,530
1969,4,475
1970,1,412
1970,2,468
1970,3,505
1970,4,478
1971,1,431
1971,2,436
1971,3,546
1971,4,521
1972,1,441
1972,2,503
1972,3,566
1972,4,546
1973,1,479
1973,2,504
1973,3,595
1973,4,572
1974,1,503
1974,2,544
1974,3,595
1974,4,606
1975,1,525
1975,2,548
1975,3,584
1975,4,604
1976,1,562
1976,2,572
1976,3,643
1976,4,591
1977,1,558
1977,2,604
1977,3,677
1977,4,653
1978,1,578
1978,2,601
1978,3,710
1978,4,684
1979,1,640
1979,2,655
1979,3,724
1979,4,688
1980,1,621
1980,2,636
1980,3,753
1980,4,700
1981,1,642
1981,2,660
1981,3,739
1981,4,738
1982,1,658
1982,2,697
1982,3,805
1982,4,772
1983,1,711
1983,2,748
1983,3,820
1983,4,807
1984,1,745
1984,2,772
1984,3,834
1984,4,784
1985,1,771
1985,2,813
1985,3,840
1985,4,844
1986,1,803
1986,2,790
1986,3,876
1986,4,860
1987,1,818
1987,2,844
1987,3,920
1987,4,918
1988,1,879
1988,2,911
1988,3,989
1988,4,956
1989,1,928
1989,2,898
1989,3,982
1989,4,977
1990,1,902
1990,2,946
1990,3,1026
1990,4,1002
1991,1,947
1991,2,1004
1991,3,1056
1991,4,1063
1992,1,1020
1992,2,1025
1992,3,1085
1992,4,1083
1993,1,1038
1993,2,1051
1993,3,1137
1993,4,1136
1994,1,1105
1994,2,1145
1994,3,1215
1994,4,1218
1995,1,1132
1995,2,1159
1995,3,1215
1995,4,1221
1996,1,1191
1996,2,1200
1996,3,1260
1996,4,1260
1997,1,1185
1997,2,1262
1997,3,1344
1997,4,1317
1998,1,1314
1998,2,1294
1998,3,1357
1998,4,1346
1999,1,1294
1999,2,1365
1999,3,1434
1999,4,1421
2000,1,1382
2000,2,1385
2000,3,1508
2000,4,1487
2001,1,1426
2001,2,1425
2001,3,1530
2001,4,1495
2002,1,1456
2002,2,1512
2002,3,1586
2002,4,1596
2003,1,1527
2003,2,1564
2003,3,1632
2003,4,1655
2004,1,1574
2004,2,1594
2004,3,1714
2004,4,1669
2005,1,1602
2005,2,1638
2005,3,1719
2005,4,1742
2006,1,1706
2006,2,1732
2006,3,1827
2006,4,1792
2007,1,1722
2007,2,1760
2007,3,1851
2007,4,1873
2008,1,1827
2008,2,1869
2008,3,1973
2008,4,1954
2009,1,1907
2009,2,1918
2009,3,2006
2009,4,2013
2010,1,1999
2010,2,2017
2010,3,2090
2010,4,2099
2011,1,2068
2011,2,2117
2011,3,2185
2011,4,2157
2012,1,2106
2012,2,2138
2012,3,2261
2012,4,2219
2013,1,2198
2013,2,2263
2013,3,2328
2013,4,2337
2014,1,2279
2014,2,2290
2014,3,2435
2014,4,2389
2015,1,2370
2015,2,2442
2015,3,2482
2015,4,2512
2016,1,2444
2016,2,2505
2016,3,2570
2016,4,2574
2017,1,2591
2017,2,2617
2017,3,2693
2017,4,2651
2018,1,2623
2018,2,2680
2018,3,2802
2018,4,2801
2019,1,2767
2019,2,2808
2019,3,2866
2019,4,2892
2020,1,2832
2020,2,2906
2020,3,3022
2020,4,3007
