"Year","Quarter","Expenditure"
1950,1,382
1950,2,406
1950,3,377
1950,4,408
1951,1,400
1951,2,425
1951,3,398
1951,4,401
1952,1,372
1952,2,427
1952,3,406
1952,4,414
1953,1,393
1953,2,428
1953,3,412
1953,4,425
1954,1,384
1954,2,436
1954,3,401
1954,4,425
1955,1,402
1955,2,451
1955,3,414
1955,4,431
1956,1,400
1956,2,437
1956,3,409
1956,4,434
1957,1,414
1957,2,453
1957,3,418
1957,4,436
1958,1,418
1958,2,452
1958,3,421
1958,4,433
1959,1,421
1959,2,456
1959,3,420
1959,4,426
1960,1,400
1960,2,445
1960,3,410
1960,4,438
1961,1,418
1961,2,453
1961,3,428
1961,4,458
1962,1,430
1962,2,472
1962,3,446
1962,4,460
1963,1,433
1963,2,466
1963,3,430
1963,4,459
1964,1,433
1964,2,468
1964,3,434
1964,4,449
1965,1,440
1965,2,490
1965,3,450
1965,4,460
1966,1,436
1966,2,471
1966,3,445
1966,4,477
1967,1,453
1967,2,483
1967,3,452
1967,4,466
1968,1,445
1968,2,473
1968,3,456
1968,4,474
1969,1,463
1969,2,504
1969,3,471
1969,4,484
1970,1,453
1970,2,500
1970,3,477
1970,4,482
1971,1,447
1971,2,506
1971,3,461
1971,4,506
1972,1,473
1972,2,504
1972,3,468
1972,4,481
1973,1,461
1973,2,502
1973,3,467
1973,4,497
1974,1,478
1974,2,516
1974,3,463
1974,4,488
1975,1,469
1975,2,506
1975,3,486
1975,4,490
1976,1,480
1976,2,523
1976,3,502
1976,4,519
1977,1,494
1977,2,534
1977,3,497
1977,4,527
1978,1,482
1978,2,517
1978,3,482
1978,4,485
1979,1,470
1979,2,531
1979,3,490
1979,4,502
1980,1,478
1980,2,528
1980,3,512
1980,4,507
1981,1,493
1981,2,535
1981,3,492
1981,4,515
1982,1,503
1982,2,539
1982,3,488
1982,4,500
1983,1,491
1983,2,540
1983,3,493
1983,4,520
1984,1,495
1984,2,533
1984,3,517
1984,4,519
1985,1,484
1985,2,532
1985,3,500
1985,4,525
1986,1,490
1986,2,540
1986,3,514
1986,4,531
1987,1,492
1987,2,540
1987,3,507
1987,4,515
1988,1,501
1988,2,562
1988,3,516
1988,4,534
1989,1,501
1989,2,566
1989,3,528
1989,4,537
1990,1,521
1990,2,565
1990,3,541
1990,4,565
1991,1,524
1991,2,569
1991,3,537
1991,4,556
1992,1,525
1992,2,560
1992,3,542
1992,4,541
1993,1,523
1993,2,556
1993,3,523
1993,4,528
1994,1,515
1994,2,532
1994,3,515
1994,4,537
1995,1,503
1995,2,541
1995,3,523
1995,4,541
1996,1,529
1996,2,545
1996,3,523
1996,4,550
1997,1,517
1997,2,564
1997,3,538
1997,4,559
1998,1,540
1998,2,571
1998,3,539
1998,4,549
1999,1,532
1999,2,562
1999,3,543
1999,4,563
2000,1,546
2000,2,576
2000,3,524
2000,4,549
2001,1,529
2001,2,570
2001,3,540
2001,4,555
2002,1,529
2002,2,576
2002,3,547
2002,4,555
2003,1,543
2003,2,586
2003,3,541
2003,4,558
2004,1,541
2004,2,590
2004,3,553
2004,4,574
2005,1,560
2005,2,582
2005,3,533
2005,4,569
2006,1,538
2006,2,581
2006,3,556
2006,4,570
2007,1,544
2007,2,579
2007,3,538
2007,4,561
2008,1,543
2008,2,591
2008,3,572
2008,4,578
2009,1,544
2009,2,577
2009,3,555
2009,4,578
2010,1,545
2010,2,578
2010,3,552
2010,4,577
2011,1,571
2011,2,589
2011,3,557
2011,4,573
2012,1,560
2012,2,598
2012,3,566
2012,4,569
2013,1,556
2013,2,573
2013,3,549
2013,4,553
2014,1,552
2014,2,590
2014,3,563
2014,4,571
2015,1,545
2015,2,616
2015,3,562
2015,4,571
2016,1,547
2016,2,587
2016,3,550
2016,4,575
2017,1,557
2017,2,600
2017,3,568
2017,4,591
2018,1,572
2018,2,608
2018,3,563
2018,4,588
2019,1,552
2019,2,588
2019,3,559
2019,4,567
2020,1,537
2020,2,576
2020,3,557
2020,4,582
