"Year","Quarter","Expenditure"
1950,1,684
1950,2,677
1950,3,783
1950,4,650
1951,1,657
1951,2,681
1951,3,775
1951,4,662
1952,1,662
1952,2,672
1952,3,809
1952,4,652
1953,1,700
1953,2,716
1953,3,818
1953,4,720
1954,1,761
1954,2,731
1954,3,795
1954,4,732
1955,1,789
1955,2,745
1955,3,833
1955,4,751
1956,1,742
1956,2,765
1956,3,853
1956,4,746
1957,1,818
1957,2,805
1957,3,861
1957,4,807
1958,1,790
1958,2,808
1958,3,877
1958,4,793
1959,1,843
1959,2,773
1959,3,888
1959,4,790
1960,1,776
1960,2,831
1960,3,878
1960,4,790
1961,1,772
1961,2,823
1961,3,909
1961,4,792
1962,1,844
1962,2,846
1962,3,936
1962,4,807
1963,1,831
1963,2,845
1963,3,943
1963,4,868
1964,1,879
1964,2,853
1964,3,953
1964,4,848
1965,1,877
1965,2,900
1965,3,989
1965,4,853
1966,1,866
1966,2,868
1966,3,989
1966,4,847
1967,1,851
1967,2,855
1967,3,1014
1967,4,909
1968,1,931
1968,2,917
1968,3,964
1968,4,912
1969,1,899
1969,2,961
1969,3,1019
1969,4,882
1970,1,877
1970,2,914
1970,3,1030
1970,4,908
1971,1,932
1971,2,900
1971,3,986
1971,4,904
1972,1,942
1972,2,954
1972,3,1034
1972,4,926
1973,1,987
1973,2,957
1973,3,1068
1973,4,923
1974,1,952
1974,2,972
1974,3,1035
1974,4,972
1975,1,961
1975,2,982
1975,3,1089
1975,4,942
1976,1,976
1976,2,1015
1976,3,1073
1976,4,965
1977,1,1006
1977,2,997
1977,3,1115
1977,4,1015
1978,1,995
1978,2,991
1978,3,1106
1978,4,936
1979,1,989
1979,2,1023
1979,3,1091
1979,4,1012
1980,1,1033
1980,2,1046
1980,3,1100
1980,4,1006
1981,1,1031
1981,2,1025
1981,3,1162
1981,4,1027
1982,1,1054
1982,2,1031
1982,3,1132
1982,4,1062
1983,1,1073
1983,2,1068
1983,3,1183
1983,4,1056
1984,1,1071
1984,2,1066
1984,3,1153
1984,4,1048
1985,1,1068
1985,2,1069
1985,3,1182
1985,4,1076
1986,1,1062
1986,2,1093
1986,3,1174
1986,4,1084
1987,1,1105
1987,2,1063
1987,3,1169
1987,4,1071
1988,1,1100
1988,2,1104
1988,3,1186
1988,4,1069
1989,1,1107
1989,2,1092
1989,3,1179
1989,4,1050
1990,1,1097
1990,2,1120
1990,3,1200
1990,4,1130
1991,1,1107
1991,2,1117
1991,3,1201
1991,4,1099
1992,1,1151
1992,2,1095
1992,3,1201
1992,4,1094
1993,1,1110
1993,2,1125
1993,3,1254
1993,4,1089
1994,1,1137
1994,2,1152
1994,3,1168
1994,4,1113
1995,1,1140
1995,2,1149
1995,3,1244
1995,4,1171
1996,1,1214
1996,2,1191
1996,3,1288
1996,4,1132
1997,1,1152
1997,2,1145
1997,3,1294
1997,4,1184
1998,1,1221
1998,2,1139
1998,3,1247
1998,4,1148
1999,1,1249
1999,2,1213
1999,3,1269
1999,4,1175
2000,1,1196
2000,2,1155
2000,3,1301
2000,4,1187
2001,1,1220
2001,2,1223
2001,3,1293
2001,4,1205
2002,1,1180
2002,2,1229
2002,3,1310
2002,4,1197
2003,1,1197
2003,2,1189
2003,3,1289
2003,4,1178
2004,1,1167
2004,2,1198
2004,3,1293
2004,4,1195
2005,1,1249
2005,2,1249
2005,3,1315
2005,4,1222
2006,1,1237
2006,2,1232
2006,3,1336
2006,4,1251
2007,1,1221
2007,2,1198
2007,3,1270
2007,4,1210
2008,1,1242
2008,2,1231
2008,3,1322
2008,4,1252
2009,1,1248
2009,2,1260
2009,3,1340
2009,4,1217
2010,1,1253
2010,2,1257
2010,3,1332
2010,4,1216
2011,1,1253
2011,2,1243
2011,3,1344
2011,4,1246
2012,1,1276
2012,2,1279
2012,3,1334
2012,4,1215
2013,1,1277
2013,2,1248
2013,3,1308
2013,4,1240
2014,1,1274
2014,2,1231
2014,3,1354
2014,4,1260
2015,1,1276
2015,2,1314
2015,3,1383
2015,4,1260
2016,1,1267
2016,2,1262
2016,3,1355
2016,4,1246
2017,1,1272
2017,2,1256
2017,3,1369
2017,4,1269
2018,1,1317
2018,2,1288
2018,3,1422
2018,4,1284
2019,1,1318
2019,2,1289
2019,3,1416
2019,4,1288
2020,1,1309
2020,2,1290
2020,3,1359
2020,4,1310
