"Year","Quarter","Expenditure"
1950,1,851
1950,2,734
1950,3,666
1950,4,696
1951,1,768
1951,2,659
1951,3,658
1951,4,714
1952,1,790
1952,2,663
1952,3,622
1952,4,697
1953,1,826
1953,2,693
1953,3,644
1953,4,724
1954,1,820
1954,2,714
1954,3,661
1954,4,774
1955,1,858
1955,2,804
1955,3,774
1955,4,859
1956,1,945
1956,2,846
1956,3,768
1956,4,838
1957,1,897
1957,2,792
1957,3,709
1957,4,812
1958,1,902
1958,2,873
1958,3,862
1958,4,947
1959,1,1036
1959,2,952
1959,3,903
1959,4,997
1960,1,1051
1960,2,925
1960,3,856
1960,4,921
1961,1,1013
1961,2,917
1961,3,839
1961,4,911
1962,1,1011
1962,2,903
1962,3,883
1962,4,943
1963,1,1013
1963,2,893
1963,3,885
1963,4,958
1964,1,1064
1964,2,988
1964,3,962
1964,4,1010
1965,1,1111
1965,2,1042
1965,3,981
1965,4,1038
1966,1,1135
1966,2,1069
1966,3,1040
1966,4,1087
1967,1,1165
1967,2,1082
1967,3,1044
1967,4,1085
1968,1,1135
1968,2,1037
1968,3,1041
1968,4,1122
1969,1,1231
1969,2,1099
1969,3,1077
1969,4,1169
1970,1,1221
1970,2,1146
1970,3,1093
1970,4,1192
1971,1,1270
1971,2,1172
1971,3,1111
1971,4,1197
1972,1,1267
1972,2,1207
1972,3,1165
1972,4,1227
1973,1,1303
1973,2,1228
1973,3,1185
1973,4,1243
1974,1,1351
1974,2,1234
1974,3,1192
1974,4,1264
1975,1,1380
1975,2,1312
1975,3,1290
1975,4,1352
1976,1,1425
1976,2,1310
1976,3,1263
1976,4,1352
1977,1,1402
1977,2,1278
1977,3,1249
1977,4,1332
1978,1,1415
1978,2,1339
1978,3,1307
1978,4,1385
1979,1,1472
1979,2,1367
1979,3,1340
1979,4,1403
1980,1,1503
1980,2,1405
1980,3,1377
1980,4,1464
1981,1,1563
1981,2,1406
1981,3,1395
1981,4,1490
1982,1,1571
1982,2,1474
1982,3,1423
1982,4,1529
1983,1,1582
1983,2,1476
1983,3,1476
1983,4,1549
1984,1,1613
1984,2,1505
1984,3,1484
1984,4,1535
1985,1,1638
1985,2,1571
1985,3,1546
1985,4,1573
1986,1,1677
1986,2,1558
1986,3,1557
1986,4,1635
1987,1,1736
1987,2,1622
1987,3,1599
1987,4,1660
1988,1,1772
1988,2,1692
1988,3,1679
1988,4,1748
1989,1,1802
1989,2,1716
1989,3,1640
1989,4,1713
1990,1,1832
1990,2,1773
1990,3,1741
1990,4,1817
1991,1,1929
1991,2,1849
1991,3,1803
1991,4,1856
1992,1,1952
1992,2,1837
1992,3,1787
1992,4,1898
1993,1,1977
1993,2,1877
1993,3,1851
1993,4,1944
1994,1,2052
1994,2,1962
1994,3,1893
1994,4,1978
1995,1,2045
1995,2,1955
1995,3,1970
1995,4,2049
1996,1,2152
1996,2,2039
1996,3,2001
1996,4,2104
1997,1,2214
1997,2,2146
1997,3,2124
1997,4,2151
1998,1,2234
1998,2,2114
1998,3,2092
1998,4,2173
1999,1,2276
1999,2,2176
1999,3,2149
1999,4,2209
2000,1,2298
2000,2,2229
2000,3,2182
2000,4,2226
2001,1,2333
2001,2,2264
2001,3,2291
2001,4,2350
2002,1,2413
2002,2,2309
2002,3,2241
2002,4,2315
2003,1,2410
2003,2,2372
2003,3,2349
2003,4,2417
2004,1,2473
2004,2,2366
2004,3,2311
2004,4,2410
2005,1,2501
2005,2,2443
2005,3,2408
2005,4,2486
2006,1,2587
2006,2,2515
2006,3,2477
2006,4,2539
2007,1,2652
2007,2,2591
2007,3,2547
2007,4,2633
2008,1,2723
2008,2,2617
2008,3,2575
2008,4,2679
2009,1,2777
2009,2,2655
2009,3,2633
2009,4,2755
2010,1,2855
2010,2,2761
2010,3,2756
2010,4,2864
2011,1,2910
2011,2,2797
2011,3,2762
2011,4,2851
2012,1,2953
2012,2,2826
2012,3,2829
2012,4,2912
2013,1,2996
2013,2,2906
2013,3,2893
2013,4,2977
2014,1,3110
2014,2,3028
2014,3,2958
2014,4,3031
2015,1,3100
2015,2,3023
2015,3,2998
2015,4,3114
2016,1,3207
2016,2,3120
2016,3,3117
2016,4,3206
2017,1,3291
2017,2,3193
2017,3,3186
2017,4,3249
2018,1,3345
2018,2,3281
2018,3,3230
2018,4,3314
2019,1,3410
2019,2,3353
2019,3,3354
2019,4,3426
2020,1,3518
2020,2,3422
2020,3,3372
2020,4,3433
