"Year","Quarter","Expenditure"
1950,1,192
1950,2,224
1950,3,208
1950,4,238
1951,1,205
1951,2,237
1951,3,224
1951,4,252
1952,1,220
1952,2,249
1952,3,232
1952,4,263
1953,1,229
1953,2,263
1953,3,249
1953,4,274
1954,1,235
1954,2,269
1954,3,254
1954,4,284
1955,1,245
1955,2,272
1955,3,262
1955,4,291
1956,1,260
1956,2,293
1956,3,275
1956,4,303
1957,1,274
1957,2,306
1957,3,287
1957,4,315
1958,1,286
1958,2,316
1958,3,296
1958,4,323
1959,1,291
1959,2,321
1959,3,305
1959,4,330
1960,1,296
1960,2,331
1960,3,316
1960,4,345
1961,1,314
1961,2,348
1961,3,332
1961,4,359
1962,1,322
1962,2,353
1962,3,334
1962,4,363
1963,1,326
1963,2,359
1963,3,349
1963,4,374
1964,1,336
1964,2,364
1964,3,352
1964,4,384
1965,1,349
1965,2,377
1965,3,362
1965,4,392
1966,1,355
1966,2,384
1966,3,374
1966,4,401
1967,1,368
1967,2,400
1967,3,385
1967,4,407
1968,1,377
1968,2,407
1968,3,392
1968,4,419
1969,1,381
1969,2,412
1969,3,396
1969,4,426
1970,1,393
1970,2,423
1970,3,409
1970,4,433
1971,1,398
1971,2,432
1971,3,414
1971,4,441
1972,1,405
1972,2,434
1972,3,421
1972,4,446
1973,1,413
1973,2,447
1973,3,433
1973,4,459
1974,1,426
1974,2,458
1974,3,441
1974,4,466
1975,1,434
1975,2,468
1975,3,450
1975,4,475
1976,1,441
1976,2,469
1976,3,453
1976,4,483
1977,1,450
1977,2,482
1977,3,467
1977,4,495
1978,1,456
1978,2,486
1978,3,471
1978,4,499
1979,1,463
1979,2,495
1979,3,476
1979,4,500
1980,1,464
1980,2,497
1980,3,484
1980,4,508
1981,1,472
1981,2,506
1981,3,487
1981,4,518
1982,1,484
1982,2,516
1982,3,499
1982,4,525
1983,1,488
1983,2,520
1983,3,502
1983,4,528
1984,1,489
1984,2,524
1984,3,512
1984,4,540
1985,1,501
1985,2,531
1985,3,513
1985,4,543
1986,1,506
1986,2,543
1986,3,521
1986,4,549
1987,1,515
1987,2,543
1987,3,529
1987,4,554
1988,1,516
1988,2,546
1988,3,531
1988,4,562
1989,1,524
1989,2,556
1989,3,539
1989,4,567
1990,1,533
1990,2,560
1990,3,546
1990,4,569
1991,1,535
1991,2,567
1991,3,551
1991,4,581
1992,1,545
1992,2,576
1992,3,556
1992,4,585
1993,1,548
1993,2,580
1993,3,565
1993,4,588
1994,1,554
1994,2,585
1994,3,573
1994,4,598
1995,1,561
1995,2,592
1995,3,574
1995,4,601
1996,1,561
1996,2,593
1996,3,574
1996,4,603
1997,1,565
1997,2,593
1997,3,573
1997,4,605
1998,1,570
1998,2,599
1998,3,582
1998,4,611
1999,1,576
1999,2,605
1999,3,588
1999,4,622
2000,1,584
2000,2,615
2000,3,598
2000,4,621
2001,1,590
2001,2,618
2001,3,602
2001,4,630
2002,1,587
2002,2,614
2002,3,597
2002,4,625
2003,1,592
2003,2,627
2003,3,605
2003,4,630
2004,1,597
2004,2,631
2004,3,611
2004,4,638
2005,1,601
2005,2,632
2005,3,610
2005,4,640
2006,1,603
2006,2,631
2006,3,614
2006,4,641
2007,1,604
2007,2,631
2007,3,612
2007,4,642
2008,1,608
2008,2,635
2008,3,623
2008,4,644
2009,1,612
2009,2,641
2009,3,624
2009,4,649
2010,1,612
2010,2,645
2010,3,625
2010,4,649
2011,1,616
2011,2,642
2011,3,627
2011,4,656
2012,1,621
2012,2,652
2012,3,633
2012,4,659
2013,1,620
2013,2,650
2013,3,635
2013,4,657
2014,1,623
2014,2,650
2014,3,633
2014,4,662
2015,1,622
2015,2,655
2015,3,641
2015,4,663
2016,1,627
2016,2,660
2016,3,645
2016,4,662
2017,1,625
2017,2,656
2017,3,643
2017,4,664
2018,1,625
2018,2,652
2018,3,637
2018,4,664
2019,1,629
2019,2,658
2019,3,640
2019,4,667
2020,1,632
2020,2,661
2020,3,643
2020,4,673
