"Year","Quarter","Expenditure"
1950,1,940
1950,2,969
1950,3,939
1950,4,1007
1951,1,947
1951,2,977
1951,3,931
1951,4,1015
1952,1,942
1952,2,977
1952,3,950
1952,4,1029
1953,1,968
1953,2,1000
1953,3,949
1953,4,1022
1954,1,956
1954,2,984
1954,3,946
1954,4,1017
1955,1,953
1955,2,993
1955,3,972
1955,4,1044
1956,1,967
1956,2,1003
1956,3,977
1956,4,1051
1957,1,984
1957,2,1010
1957,3,982
1957,4,1040
1958,1,976
1958,2,1021
1958,3,1000
1958,4,1072
1959,1,997
1959,2,1022
1959,3,982
1959,4,1053
1960,1,1002
1960,2,1026
1960,3,992
1960,4,1071
1961,1,1007
1961,2,1036
1961,3,1007
1961,4,1072
1962,1,1015
1962,2,1046
1962,3,1010
1962,4,1086
1963,1,1021
1963,2,1036
1963,3,1013
1963,4,1078
1964,1,1011
1964,2,1058
1964,3,1007
1964,4,1078
1965,1,1018
1965,2,1064
1965,3,1018
1965,4,1089
1966,1,1035
1966,2,1059
1966,3,1029
1966,4,1107
1967,1,1062
1967,2,1073
1967,3,1028
1967,4,1097
1968,1,1038
1968,2,1065
1968,3,1050
1968,4,1109
1969,1,1065
1969,2,1068
1969,3,1053
1969,4,1115
1970,1,1062
1970,2,1071
1970,3,1039
1970,4,1120
1971,1,1054
1971,2,1077
1971,3,1063
1971,4,1143
1972,1,1064
1972,2,1082
1972,3,1044
1972,4,1130
1973,1,1051
1973,2,1100
1973,3,1069
1973,4,1145
1974,1,1088
1974,2,1109
1974,3,1075
1974,4,1140
1975,1,1082
1975,2,1110
1975,3,1066
1975,4,1149
1976,1,1069
1976,2,1105
1976,3,1064
1976,4,1139
1977,1,1092
1977,2,1120
1977,3,1083
1977,4,1162
1978,1,1092
1978,2,1115
1978,3,1085
1978,4,1166
1979,1,1098
1979,2,1131
1979,3,1087
1979,4,1174
1980,1,1110
1980,2,1143
1980,3,1107
1980,4,1164
1981,1,1101
1981,2,1135
1981,3,1090
1981,4,1166
1982,1,1092
1982,2,1122
1982,3,1089
1982,4,1171
1983,1,1112
1983,2,1131
1983,3,1091
1983,4,1162
1984,1,1115
1984,2,1135
1984,3,1116
1984,4,1191
1985,1,1122
1985,2,1155
1985,3,1111
1985,4,1177
1986,1,1116
1986,2,1142
1986,3,1113
1986,4,1188
1987,1,1141
1987,2,1159
1987,3,1125
1987,4,1195
1988,1,1129
1988,2,1172
1988,3,1114
1988,4,1191
1989,1,1145
1989,2,1155
1989,3,1132
1989,4,1212
1990,1,1147
1990,2,1164
1990,3,1135
1990,4,1206
1991,1,1138
1991,2,1166
1991,3,1130
1991,4,1224
1992,1,1150
1992,2,1166
1992,3,1133
1992,4,1212
1993,1,1137
1993,2,1183
1993,3,1141
1993,4,1207
1994,1,1142
1994,2,1193
1994,3,1153
1994,4,1240
1995,1,1151
1995,2,1195
1995,3,1162
1995,4,1239
1996,1,1174
1996,2,1192
1996,3,1145
1996,4,1220
1997,1,1158
1997,2,1184
1997,3,1159
1997,4,1232
1998,1,1160
1998,2,1219
1998,3,1159
1998,4,1226
1999,1,1162
1999,2,1193
1999,3,1157
1999,4,1235
2000,1,1168
2000,2,1198
2000,3,1170
2000,4,1239
2001,1,1176
2001,2,1208
2001,3,1161
2001,4,1234
2002,1,1175
2002,2,1209
2002,3,1166
2002,4,1241
2003,1,1179
2003,2,1192
2003,3,1165
2003,4,1245
2004,1,1173
2004,2,1206
2004,3,1173
2004,4,1245
2005,1,1169
2005,2,1221
2005,3,1177
2005,4,1242
2006,1,1172
2006,2,1206
2006,3,1168
2006,4,1240
2007,1,1183
2007,2,1213
2007,3,1183
2007,4,1251
2008,1,1170
2008,2,1215
2008,3,1185
2008,4,1269
2009,1,1195
2009,2,1215
2009,3,1172
2009,4,1255
2010,1,1200
2010,2,1227
2010,3,1184
2010,4,1254
2011,1,1190
2011,2,1213
2011,3,1181
2011,4,1252
2012,1,1198
2012,2,1219
2012,3,1191
2012,4,1267
2013,1,1207
2013,2,1220
2013,3,1208
2013,4,1269
2014,1,1202
2014,2,1232
2014,3,1181
2014,4,1252
2015,1,1207
2015,2,1228
2015,3,1206
2015,4,1267
2016,1,1197
2016,2,1233
2016,3,1199
2016,4,1274
2017,1,1207
2017,2,1226
2017,3,1208
2017,4,1276
2018,1,1218
2018,2,1246
2018,3,1194
2018,4,1254
2019,1,1207
2019,2,1235
2019,3,1194
2019,4,1280
2020,1,1215
2020,2,1240
2020,3,1211
2020,4,1277
