"Year","Quarter","Expenditure"
1950,1,309
1950,2,273
1950,3,263
1950,4,282
1951,1,324
1951,2,320
1951,3,269
1951,4,292
1952,1,317
1952,2,299
1952,3,284
1952,4,304
1953,1,336
1953,2,317
1953,3,301
1953,4,319
1954,1,346
1954,2,337
1954,3,289
1954,4,320
1955,1,335
1955,2,334
1955,3,311
1955,4,325
1956,1,357
1956,2,321
1956,3,311
1956,4,337
1957,1,368
1957,2,333
1957,3,321
1957,4,339
1958,1,373
1958,2,356
1958,3,328
1958,4,351
1959,1,360
1959,2,351
1959,3,327
1959,4,353
1960,1,376
1960,2,368
1960,3,341
1960,4,380
1961,1,393
1961,2,368
1961,3,336
1961,4,360
1962,1,401
1962,2,384
1962,3,365
1962,4,368
1963,1,404
1963,2,381
1963,3,361
1963,4,388
1964,1,404
1964,2,379
1964,3,370
1964,4,403
1965,1,416
1965,2,404
1965,3,388
1965,4,401
1966,1,416
1966,2,386
1966,3,360
1966,4,389
1967,1,436
1967,2,402
1967,3,411
1967,4,410
1968,1,424
1968,2,408
1968,3,403
1968,4,429
1969,1,455
1969,2,428
1969,3,392
1969,4,414
1970,1,449
1970,2,445
1970,3,425
1970,4,427
1971,1,455
1971,2,431
1971,3,422
1971,4,449
1972,1,460
1972,2,421
1972,3,424
1972,4,451
1973,1,486
1973,2,450
1973,3,422
1973,4,444
1974,1,466
1974,2,461
1974,3,443
1974,4,457
1975,1,498
1975,2,466
1975,3,426
1975,4,442
1976,1,474
1976,2,460
1976,3,449
1976,4,463
1977,1,504
1977,2,469
1977,3,444
1977,4,476
1978,1,509
1978,2,479
1978,3,458
1978,4,483
1979,1,506
1979,2,490
1979,3,460
1979,4,474
1980,1,507
1980,2,479
1980,3,465
1980,4,495
1981,1,523
1981,2,483
1981,3,475
1981,4,492
1982,1,508
1982,2,482
1982,3,474
1982,4,491
1983,1,533
1983,2,511
1983,3,489
1983,4,497
1984,1,514
1984,2,495
1984,3,503
1984,4,521
1985,1,544
1985,2,514
1985,3,497
1985,4,506
1986,1,529
1986,2,521
1986,3,482
1986,4,512
1987,1,525
1987,2,517
1987,3,494
1987,4,524
1988,1,554
1988,2,536
1988,3,496
1988,4,523
1989,1,573
1989,2,536
1989,3,522
1989,4,545
1990,1,564
1990,2,529
1990,3,515
1990,4,539
1991,1,566
1991,2,551
1991,3,527
1991,4,546
1992,1,567
1992,2,558
1992,3,543
1992,4,555
1993,1,586
1993,2,562
1993,3,537
1993,4,554
1994,1,565
1994,2,567
1994,3,533
1994,4,554
1995,1,594
1995,2,567
1995,3,527
1995,4,559
1996,1,592
1996,2,578
1996,3,533
1996,4,566
1997,1,594
1997,2,561
1997,3,539
1997,4,568
1998,1,610
1998,2,600
1998,3,574
1998,4,589
1999,1,601
1999,2,583
1999,3,559
1999,4,571
2000,1,599
2000,2,585
2000,3,555
2000,4,572
2001,1,608
2001,2,600
2001,3,571
2001,4,587
2002,1,612
2002,2,583
2002,3,554
2002,4,586
2003,1,620
2003,2,606
2003,3,582
2003,4,583
2004,1,624
2004,2,602
2004,3,592
2004,4,590
2005,1,622
2005,2,601
2005,3,566
2005,4,605
2006,1,625
2006,2,592
2006,3,582
2006,4,608
2007,1,639
2007,2,609
2007,3,588
2007,4,594
2008,1,616
2008,2,616
2008,3,596
2008,4,635
2009,1,627
2009,2,615
2009,3,587
2009,4,624
2010,1,649
2010,2,636
2010,3,605
2010,4,620
2011,1,636
2011,2,613
2011,3,594
2011,4,609
2012,1,634
2012,2,616
2012,3,595
2012,4,629
2013,1,648
2013,2,614
2013,3,591
2013,4,623
2014,1,665
2014,2,629
2014,3,614
2014,4,642
2015,1,656
2015,2,641
2015,3,619
2015,4,641
2016,1,662
2016,2,637
2016,3,629
2016,4,650
2017,1,677
2017,2,639
2017,3,623
2017,4,640
2018,1,661
2018,2,647
2018,3,626
2018,4,635
2019,1,666
2019,2,640
2019,3,646
2019,4,639
2020,1,659
2020,2,644
2020,3,616
2020,4,635
