"Year","Quarter","Expenditure"
1950,1,394
1950,2,348
1950,3,377
1950,4,385
1951,1,394
1951,2,344
1951,3,376
1951,4,374
1952,1,405
1952,2,357
1952,3,401
1952,4,410
1953,1,417
1953,2,382
1953,3,405
1953,4,396
1954,1,403
1954,2,359
1954,3,397
1954,4,391
1955,1,403
1955,2,402
1955,3,443
1955,4,438
1956,1,445
1956,2,421
1956,3,447
1956,4,440
1957,1,422
1957,2,403
1957,3,453
1957,4,470
1958,1,470
1958,2,447
1958,3,474
1958,4,461
1959,1,476
1959,2,422
1959,3,456
1959,4,454
1960,1,478
1960,2,453
1960,3,463
1960,4,446
1961,1,495
1961,2,474
1961,3,496
1961,4,459
1962,1,468
1962,2,440
1962,3,483
1962,4,519
1963,1,526
1963,2,499
1963,3,522
1963,4,504
1964,1,522
1964,2,492
1964,3,544
1964,4,522
1965,1,542
1965,2,505
1965,3,535
1965,4,540
1966,1,521
1966,2,483
1966,3,521
1966,4,510
1967,1,528
1967,2,528
1967,3,556
1967,4,538
1968,1,561
1968,2,531
1968,3,569
1968,4,569
1969,1,584
1969,2,535
1969,3,564
1969,4,580
1970,1,621
1970,2,555
1970,3,597
1970,4,598
1971,1,596
1971,2,546
1971,3,584
1971,4,571
1972,1,596
1972,2,580
1972,3,604
1972,4,591
1973,1,615
1973,2,575
1973,3,593
1973,4,599
1974,1,611
1974,2,581
1974,3,571
1974,4,567
1975,1,604
1975,2,595
1975,3,622
1975,4,609
1976,1,629
1976,2,581
1976,3,596
1976,4,607
1977,1,647
1977,2,625
1977,3,618
1977,4,614
1978,1,611
1978,2,589
1978,3,623
1978,4,639
1979,1,616
1979,2,591
1979,3,627
1979,4,628
1980,1,655
1980,2,628
1980,3,653
1980,4,656
1981,1,669
1981,2,634
1981,3,657
1981,4,639
1982,1,642
1982,2,628
1982,3,657
1982,4,680
1983,1,679
1983,2,679
1983,3,684
1983,4,670
1984,1,677
1984,2,652
1984,3,708
1984,4,692
1985,1,718
1985,2,687
1985,3,687
1985,4,660
1986,1,677
1986,2,635
1986,3,673
1986,4,681
1987,1,694
1987,2,701
1987,3,719
1987,4,715
1988,1,702
1988,2,675
1988,3,692
1988,4,723
1989,1,733
1989,2,679
1989,3,746
1989,4,733
1990,1,768
1990,2,729
1990,3,742
1990,4,727
1991,1,707
1991,2,665
1991,3,681
1991,4,689
1992,1,716
1992,2,690
1992,3,710
1992,4,706
1993,1,706
1993,2,692
1993,3,732
1993,4,738
1994,1,751
1994,2,702
1994,3,716
1994,4,726
1995,1,735
1995,2,723
1995,3,763
1995,4,759
1996,1,770
1996,2,752
1996,3,773
1996,4,792
1997,1,777
1997,2,750
1997,3,742
1997,4,735
1998,1,750
1998,2,715
1998,3,725
1998,4,739
1999,1,737
1999,2,720
1999,3,757
1999,4,750
2000,1,767
2000,2,750
2000,3,822
2000,4,812
2001,1,792
2001,2,747
2001,3,764
2001,4,769
2002,1,803
2002,2,764
2002,3,796
2002,4,759
2003,1,765
2003,2,745
2003,3,754
2003,4,774
2004,1,795
2004,2,770
2004,3,807
2004,4,820
2005,1,817
2005,2,757
2005,3,799
2005,4,781
2006,1,787
2006,2,752
2006,3,769
2006,4,767
2007,1,791
2007,2,782
2007,3,830
2007,4,791
2008,1,797
2008,2,791
2008,3,807
2008,4,786
2009,1,814
2009,2,819
2009,3,842
2009,4,826
2010,1,829
2010,2,789
2010,3,790
2010,4,814
2011,1,799
2011,2,772
2011,3,801
2011,4,807
2012,1,811
2012,2,770
2012,3,798
2012,4,816
2013,1,849
2013,2,786
2013,3,839
2013,4,833
2014,1,847
2014,2,823
2014,3,825
2014,4,826
2015,1,844
2015,2,807
2015,3,850
2015,4,869
2016,1,856
2016,2,810
2016,3,836
2016,4,861
2017,1,849
2017,2,808
2017,3,847
2017,4,842
2018,1,858
2018,2,809
2018,3,851
2018,4,852
2019,1,848
2019,2,803
2019,3,849
2019,4,831
2020,1,858
2020,2,840
2020,3,855
2020,4,839
