"Year","Quarter","Expenditure"
1950,1,209
1950,2,249
1950,3,259
1950,4,232
1951,1,243
1951,2,284
1951,3,285
1951,4,220
1952,1,249
1952,2,263
1952,3,251
1952,4,217
1953,1,235
1953,2,296
1953,3,268
1953,4,237
1954,1,256
1954,2,292
1954,3,291
1954,4,249
1955,1,272
1955,2,313
1955,3,319
1955,4,291
1956,1,290
1956,2,328
1956,3,320
1956,4,257
1957,1,279
1957,2,313
1957,3,326
1957,4,275
1958,1,265
1958,2,357
1958,3,366
1958,4,335
1959,1,357
1959,2,367
1959,3,338
1959,4,318
1960,1,312
1960,2,384
1960,3,392
1960,4,367
1961,1,357
1961,2,410
1961,3,399
1961,4,361
1962,1,338
1962,2,388
1962,3,391
1962,4,363
1963,1,388
1963,2,436
1963,3,444
1963,4,384
1964,1,436
1964,2,495
1964,3,487
1964,4,446
1965,1,469
1965,2,509
1965,3,499
1965,4,445
1966,1,475
1966,2,532
1966,3,517
1966,4,488
1967,1,520
1967,2,559
1967,3,543
1967,4,488
1968,1,505
1968,2,551
1968,3,549
1968,4,486
1969,1,475
1969,2,558
1969,3,544
1969,4,508
1970,1,491
1970,2,508
1970,3,549
1970,4,527
1971,1,551
1971,2,607
1971,3,590
1971,4,553
1972,1,557
1972,2,617
1972,3,605
1972,4,578
1973,1,609
1973,2,635
1973,3,643
1973,4,591
1974,1,577
1974,2,622
1974,3,633
1974,4,586
1975,1,639
1975,2,700
1975,3,727
1975,4,675
1976,1,655
1976,2,685
1976,3,670
1976,4,610
1977,1,631
1977,2,711
1977,3,728
1977,4,675
1978,1,701
1978,2,752
1978,3,759
1978,4,708
1979,1,744
1979,2,799
1979,3,798
1979,4,750
1980,1,770
1980,2,813
1980,3,828
1980,4,762
1981,1,796
1981,2,841
1981,3,855
1981,4,822
1982,1,847
1982,2,879
1982,3,866
1982,4,852
1983,1,874
1983,2,901
1983,3,908
1983,4,882
1984,1,924
1984,2,935
1984,3,898
1984,4,893
1985,1,899
1985,2,922
1985,3,950
1985,4,915
1986,1,948
1986,2,1001
1986,3,999
1986,4,981
1987,1,1028
1987,2,1065
1987,3,1082
1987,4,1028
1988,1,1049
1988,2,1135
1988,3,1128
1988,4,1105
1989,1,1068
1989,2,1118
1989,3,1156
1989,4,1097
1990,1,1112
1990,2,1176
1990,3,1217
1990,4,1196
1991,1,1230
1991,2,1272
1991,3,1265
1991,4,1212
1992,1,1243
1992,2,1293
1992,3,1322
1992,4,1268
1993,1,1276
1993,2,1332
1993,3,1316
1993,4,1259
1994,1,1286
1994,2,1332
1994,3,1327
1994,4,1322
1995,1,1327
1995,2,1367
1995,3,1386
1995,4,1363
1996,1,1392
1996,2,1470
1996,3,1484
1996,4,1451
1997,1,1457
1997,2,1513
1997,3,1508
1997,4,1477
1998,1,1502
1998,2,1551
1998,3,1561
1998,4,1546
1999,1,1590
1999,2,1653
1999,3,1610
1999,4,1592
2000,1,1592
2000,2,1680
2000,3,1716
2000,4,1683
2001,1,1717
2001,2,1785
2001,3,1775
2001,4,1766
2002,1,1776
2002,2,1811
2002,3,1846
2002,4,1825
2003,1,1834
2003,2,1874
2003,3,1915
2003,4,1891
2004,1,1900
2004,2,1935
2004,3,1944
2004,4,1896
2005,1,1934
2005,2,2004
2005,3,1996
2005,4,1990
2006,1,2028
2006,2,2090
2006,3,2083
2006,4,2072
2007,1,2087
2007,2,2157
2007,3,2166
2007,4,2159
2008,1,2188
2008,2,2244
2008,3,2252
2008,4,2242
2009,1,2257
2009,2,2328
2009,3,2334
2009,4,2295
2010,1,2358
2010,2,2393
2010,3,2434
2010,4,2407
2011,1,2399
2011,2,2474
2011,3,2492
2011,4,2493
2012,1,2554
2012,2,2616
2012,3,2638
2012,4,2594
2013,1,2624
2013,2,2690
2013,3,2721
2013,4,2716
2014,1,2770
2014,2,2814
2014,3,2824
2014,4,2818
2015,1,2856
2015,2,2931
2015,3,2958
2015,4,2878
2016,1,2935
2016,2,3005
2016,3,3044
2016,4,3046
2017,1,3100
2017,2,3172
2017,3,3184
2017,4,3149
2018,1,3162
2018,2,3235
2018,3,3266
2018,4,3278
2019,1,3287
2019,2,3371
2019,3,3401
2019,4,3391
2020,1,3434
2020,2,3498
2020,3,3510
2020,4,3521
