"Year","Quarter","Expenditure"
1950,1,972
1950,2,1004
1950,3,1036
1950,4,903
1951,1,1057
1951,2,993
1951,3,1006
1951,4,955
1952,1,1065
1952,2,1052
1952,3,1000
1952,4,920
1953,1,1031
1953,2,1064
1953,3,1008
1953,4,903
1954,1,1048
1954,2,1106
1954,3,992
1954,4,970
1955,1,1052
1955,2,1084
1955,3,1035
1955,4,1000
1956,1,1129
1956,2,1170
1956,3,1062
1956,4,1060
1957,1,1114
1957,2,1139
1957,3,1099
1957,4,1043
1958,1,1085
1958,2,1165
1958,3,1131
1958,4,1010
1959,1,1140
1959,2,1132
1959,3,1096
1959,4,1074
1960,1,1203
1960,2,1218
1960,3,1128
1960,4,983
1961,1,1120
1961,2,1166
1961,3,1141
1961,4,1037
1962,1,1211
1962,2,1264
1962,3,1154
1962,4,1072
1963,1,1173
1963,2,1147
1963,3,1106
1963,4,1083
1964,1,1184
1964,2,1158
1964,3,1202
1964,4,1107
1965,1,1247
1965,2,1241
1965,3,1169
1965,4,1114
1966,1,1319
1966,2,1271
1966,3,1248
1966,4,1102
1967,1,1180
1967,2,1207
1967,3,1231
1967,4,1121
1968,1,1211
1968,2,1205
1968,3,1225
1968,4,1131
1969,1,1210
1969,2,1259
1969,3,1252
1969,4,1167
1970,1,1236
1970,2,1307
1970,3,1273
1970,4,1167
1971,1,1289
1971,2,1326
1971,3,1292
1971,4,1139
1972,1,1295
1972,2,1313
1972,3,1247
1972,4,1123
1973,1,1316
1973,2,1348
1973,3,1277
1973,4,1171
1974,1,1303
1974,2,1336
1974,3,1295
1974,4,1171
1975,1,1249
1975,2,1312
1975,3,1234
1975,4,1217
1976,1,1372
1976,2,1297
1976,3,1273
1976,4,1260
1977,1,1394
1977,2,1346
1977,3,1318
1977,4,1255
1978,1,1366
1978,2,1371
1978,3,1342
1978,4,1302
1979,1,1370
1979,2,1325
1979,3,1364
1979,4,1274
1980,1,1418
1980,2,1435
1980,3,1332
1980,4,1280
1981,1,1358
1981,2,1438
1981,3,1424
1981,4,1273
1982,1,1373
1982,2,1335
1982,3,1343
1982,4,1290
1983,1,1385
1983,2,1417
1983,3,1364
1983,4,1351
1984,1,1466
1984,2,1444
1984,3,1411
1984,4,1342
1985,1,1433
1985,2,1373
1985,3,1369
1985,4,1261
1986,1,1444
1986,2,1330
1986,3,1390
1986,4,1320
1987,1,1360
1987,2,1410
1987,3,1416
1987,4,1304
1988,1,1473
1988,2,1480
1988,3,1386
1988,4,1390
1989,1,1383
1989,2,1422
1989,3,1432
1989,4,1341
1990,1,1465
1990,2,1418
1990,3,1457
1990,4,1362
1991,1,1456
1991,2,1445
1991,3,1489
1991,4,1344
1992,1,1433
1992,2,1492
1992,3,1510
1992,4,1370
1993,1,1465
1993,2,1434
1993,3,1472
1993,4,1319
1994,1,1437
1994,2,1489
1994,3,1431
1994,4,1428
1995,1,1531
1995,2,1428
1995,3,1508
1995,4,1385
1996,1,1458
1996,2,1551
1996,3,1475
1996,4,1404
1997,1,1482
1997,2,1599
1997,3,1529
1997,4,1397
1998,1,1506
1998,2,1499
1998,3,1471
1998,4,1376
1999,1,1512
1999,2,1502
1999,3,1548
1999,4,1420
2000,1,1562
2000,2,1591
2000,3,1447
2000,4,1434
2001,1,1581
2001,2,1604
2001,3,1529
2001,4,1421
2002,1,1540
2002,2,1629
2002,3,1637
2002,4,1525
2003,1,1582
2003,2,1554
2003,3,1543
2003,4,1478
2004,1,1561
2004,2,1601
2004,3,1577
2004,4,1406
2005,1,1589
2005,2,1537
2005,3,1501
2005,4,1447
2006,1,1610
2006,2,1601
2006,3,1521
2006,4,1413
2007,1,1600
2007,2,1659
2007,3,1551
2007,4,1485
2008,1,1547
2008,2,1607
2008,3,1543
2008,4,1525
2009,1,1635
2009,2,1640
2009,3,1638
2009,4,1482
2010,1,1656
2010,2,1680
2010,3,1569
2010,4,1432
2011,1,1609
2011,2,1645
2011,3,1583
2011,4,1495
2012,1,1614
2012,2,1682
2012,3,1615
2012,4,1525
2013,1,1659
2013,2,1647
2013,3,1629
2013,4,1538
2014,1,1623
2014,2,1642
2014,3,1632
2014,4,1503
2015,1,1664
2015,2,1629
2015,3,1533
2015,4,1491
2016,1,1668
2016,2,1675
2016,3,1621
2016,4,1513
2017,1,1585
2017,2,1647
2017,3,1649
2017,4,1585
2018,1,1669
2018,2,1670
2018,3,1693
2018,4,1587
2019,1,1637
2019,2,1668
2019,3,1616
2019,4,1597
2020,1,1659
2020,2,1643
2020,3,1599
2020,4,1569
