"Year","Quarter","Expenditure"
1950,1,1243
1950,2,1224
1950,3,1142
1950,4,1306
1951,1,1277
1951,2,1217
1951,3,1113
1951,4,1171
1952,1,1229
1952,2,1240
1952,3,1186
1952,4,1159
1953,1,1183
1953,2,1245
1953,3,1191
1953,4,1320
1954,1,1269
1954,2,1256
1954,3,1231
1954,4,1254
1955,1,1279
1955,2,1177
1955,3,1142
1955,4,1263
1956,1,1303
1956,2,1219
1956,3,1164
1956,4,1228
1957,1,1203
1957,2,1336
1957,3,1226
1957,4,1303
1958,1,1290
1958,2,1263
1958,3,1247
1958,4,1338
1959,1,1310
1959,2,1332
1959,3,1189
1959,4,1322
1960,1,1302
1960,2,1315
1960,3,1194
1960,4,1286
1961,1,1306
1961,2,1318
1961,3,1200
1961,4,1291
1962,1,1299
1962,2,1353
1962,3,1262
1962,4,1358
1963,1,1365
1963,2,1367
1963,3,1276
1963,4,1412
1964,1,1394
1964,2,1336
1964,3,1223
1964,4,1367
1965,1,1303
1965,2,1358
1965,3,1294
1965,4,1370
1966,1,1350
1966,2,1375
1966,3,1309
1966,4,1409
1967,1,1460
1967,2,1426
1967,3,1348
1967,4,1432
1968,1,1400
1968,2,1424
1968,3,1283
1968,4,1424
1969,1,1454
1969,2,1455
1969,3,1326
1969,4,1415
1970,1,1538
1970,2,1493
1970,3,1366
1970,4,1439
1971,1,1449
1971,2,1440
1971,3,1307
1971,4,1441
1972,1,1440
1972,2,1455
1972,3,1317
1972,4,1398
1973,1,1466
1973,2,1382
1973,3,1282
1973,4,1465
1974,1,1510
1974,2,1452
1974,3,1300
1974,4,1391
1975,1,1419
1975,2,1459
1975,3,1400
1975,4,1547
1976,1,1506
1976,2,1551
1976,3,1373
1976,4,1443
1977,1,1491
1977,2,1531
1977,3,1310
1977,4,1454
1978,1,1482
1978,2,1504
1978,3,1410
1978,4,1530
1979,1,1467
1979,2,1480
1979,3,1376
1979,4,1475
1980,1,1473
1980,2,1419
1980,3,1359
1980,4,1471
1981,1,1499
1981,2,1544
1981,3,1425
1981,4,1526
1982,1,1560
1982,2,1503
1982,3,1454
1982,4,1495
1983,1,1538
1983,2,1521
1983,3,1345
1983,4,1515
1984,1,1489
1984,2,1572
1984,3,1419
1984,4,1476
1985,1,1509
1985,2,1568
1985,3,1471
1985,4,1575
1986,1,1566
1986,2,1541
1986,3,1404
1986,4,1455
1987,1,1517
1987,2,1456
1987,3,1470
1987,4,1479
1988,1,1525
1988,2,1507
1988,3,1450
1988,4,1546
1989,1,1475
1989,2,1531
1989,3,1484
1989,4,1627
1990,1,1562
1990,2,1525
1990,3,1432
1990,4,1533
1991,1,1534
1991,2,1582
1991,3,1433
1991,4,1543
1992,1,1583
1992,2,1543
1992,3,1464
1992,4,1543
1993,1,1573
1993,2,1557
1993,3,1438
1993,4,1589
1994,1,1564
1994,2,1553
1994,3,1478
1994,4,1578
1995,1,1565
1995,2,1586
1995,3,1544
1995,4,1632
1996,1,1633
1996,2,1651
1996,3,1554
1996,4,1610
1997,1,1614
1997,2,1592
1997,3,1525
1997,4,1701
1998,1,1630
1998,2,1589
1998,3,1476
1998,4,1610
1999,1,1608
1999,2,1627
1999,3,1553
1999,4,1663
2000,1,1617
2000,2,1584
2000,3,1567
2000,4,1640
2001,1,1617
2001,2,1576
2001,3,1532
2001,4,1651
2002,1,1587
2002,2,1616
2002,3,1522
2002,4,1610
2003,1,1623
2003,2,1616
2003,3,1467
2003,4,1618
2004,1,1680
2004,2,1664
2004,3,1543
2004,4,1591
2005,1,1694
2005,2,1629
2005,3,1534
2005,4,1585
2006,1,1649
2006,2,1644
2006,3,1536
2006,4,1594
2007,1,1609
2007,2,1594
2007,3,1561
2007,4,1758
2008,1,1689
2008,2,1619
2008,3,1569
2008,4,1605
2009,1,1682
2009,2,1663
2009,3,1637
2009,4,1711
2010,1,1696
2010,2,1687
2010,3,1581
2010,4,1624
2011,1,1649
2011,2,1645
2011,3,1567
2011,4,1608
2012,1,1638
2012,2,1710
2012,3,1596
2012,4,1674
2013,1,1673
2013,2,1641
2013,3,1569
2013,4,1658
2014,1,1608
2014,2,1619
2014,3,1546
2014,4,1635
2015,1,1684
2015,2,1715
2015,3,1573
2015,4,1656
2016,1,1644
2016,2,1662
2016,3,1569
2016,4,1712
2017,1,1686
2017,2,1658
2017,3,1562
2017,4,1684
2018,1,1670
2018,2,1652
2018,3,1602
2018,4,1689
2019,1,1701
2019,2,1639
2019,3,1572
2019,4,1659
2020,1,1689
2020,2,1654
2020,3,1540
2020,4,1618
