"Year","Quarter","Expenditure"
1950,1,1057
1950,2,1204
1950,3,1120
1950,4,1112
1951,1,1094
1951,2,1188
1951,3,1145
1951,4,1073
1952,1,1109
1952,2,1193
1952,3,1119
1952,4,1052
1953,1,1096
1953,2,1243
1953,3,1186
1953,4,1099
1954,1,1119
1954,2,1179
1954,3,1203
1954,4,1086
1955,1,1161
1955,2,1189
1955,3,1177
1955,4,1109
1956,1,1137
1956,2,1229
1956,3,1184
1956,4,1150
1957,1,1173
1957,2,1225
1957,3,1203
1957,4,1179
1958,1,1183
1958,2,1259
1958,3,1143
1958,4,1156
1959,1,1163
1959,2,1257
1959,3,1235
1959,4,1151
1960,1,1164
1960,2,1240
1960,3,1204
1960,4,1157
1961,1,1199
1961,2,1230
1961,3,1178
1961,4,1137
1962,1,1195
1962,2,1273
1962,3,1232
1962,4,1194
1963,1,1173
1963,2,1270
1963,3,1248
1963,4,1161
1964,1,1200
1964,2,1272
1964,3,1241
1964,4,1172
1965,1,1203
1965,2,1286
1965,3,1263
1965,4,1230
1966,1,1214
1966,2,1297
1966,3,1210
1966,4,1199
1967,1,1264
1967,2,1331
1967,3,1265
1967,4,1210
1968,1,1239
1968,2,1316
1968,3,1295
1968,4,1229
1969,1,1215
1969,2,1314
1969,3,1264
1969,4,1188
1970,1,1202
1970,2,1308
1970,3,1239
1970,4,1204
1971,1,1234
1971,2,1328
1971,3,1292
1971,4,1218
1972,1,1250
1972,2,1329
1972,3,1265
1972,4,1228
1973,1,1242
1973,2,1333
1973,3,1308
1973,4,1254
1974,1,1252
1974,2,1318
1974,3,1317
1974,4,1227
1975,1,1282
1975,2,1322
1975,3,1286
1975,4,1211
1976,1,1252
1976,2,1341
1976,3,1274
1976,4,1227
1977,1,1264
1977,2,1375
1977,3,1339
1977,4,1268
1978,1,1275
1978,2,1378
1978,3,1301
1978,4,1262
1979,1,1304
1979,2,1348
1979,3,1311
1979,4,1277
1980,1,1271
1980,2,1376
1980,3,1322
1980,4,1279
1981,1,1255
1981,2,1344
1981,3,1302
1981,4,1262
1982,1,1276
1982,2,1376
1982,3,1332
1982,4,1261
1983,1,1275
1983,2,1440
1983,3,1338
1983,4,1277
1984,1,1273
1984,2,1364
1984,3,1334
1984,4,1313
1985,1,1271
1985,2,1419
1985,3,1334
1985,4,1296
1986,1,1326
1986,2,1411
1986,3,1330
1986,4,1344
1987,1,1311
1987,2,1366
1987,3,1367
1987,4,1273
1988,1,1298
1988,2,1371
1988,3,1372
1988,4,1303
1989,1,1301
1989,2,1403
1989,3,1373
1989,4,1331
1990,1,1334
1990,2,1414
1990,3,1369
1990,4,1307
1991,1,1312
1991,2,1392
1991,3,1375
1991,4,1317
1992,1,1361
1992,2,1436
1992,3,1382
1992,4,1325
1993,1,1348
1993,2,1397
1993,3,1352
1993,4,1325
1994,1,1363
1994,2,1404
1994,3,1341
1994,4,1318
1995,1,1344
1995,2,1451
1995,3,1374
1995,4,1335
1996,1,1349
1996,2,1433
1996,3,1382
1996,4,1290
1997,1,1303
1997,2,1388
1997,3,1404
1997,4,1365
1998,1,1343
1998,2,1445
1998,3,1427
1998,4,1300
1999,1,1353
1999,2,1427
1999,3,1413
1999,4,1366
2000,1,1379
2000,2,1476
2000,3,1428
2000,4,1314
2001,1,1341
2001,2,1397
2001,3,1413
2001,4,1336
2002,1,1392
2002,2,1464
2002,3,1368
2002,4,1353
2003,1,1363
2003,2,1474
2003,3,1369
2003,4,1364
2004,1,1345
2004,2,1432
2004,3,1393
2004,4,1354
2005,1,1368
2005,2,1462
2005,3,1440
2005,4,1381
2006,1,1402
2006,2,1472
2006,3,1410
2006,4,1359
2007,1,1408
2007,2,1485
2007,3,1432
2007,4,1367
2008,1,1434
2008,2,1481
2008,3,1451
2008,4,1380
2009,1,1435
2009,2,1491
2009,3,1462
2009,4,1369
2010,1,1398
2010,2,1495
2010,3,1464
2010,4,1428
2011,1,1387
2011,2,1499
2011,3,1432
2011,4,1403
2012,1,1429
2012,2,1494
2012,3,1454
2012,4,1382
2013,1,1404
2013,2,1459
2013,3,1436
2013,4,1355
2014,1,1362
2014,2,1449
2014,3,1425
2014,4,1352
2015,1,1374
2015,2,1423
2015,3,1433
2015,4,1381
2016,1,1397
2016,2,1480
2016,3,1467
2016,4,1381
2017,1,1376
2017,2,1479
2017,3,1438
2017,4,1380
2018,1,1406
2018,2,1489
2018,3,1435
2018,4,1400
2019,1,1438
2019,2,1479
2019,3,1444
2019,4,1385
2020,1,1393
2020,2,1558
2020,3,1422
2020,4,1363
