"Year","Quarter","Expenditure"
1950,1,689
1950,2,752
1950,3,759
1950,4,693
1951,1,705
1951,2,762
1951,3,798
1951,4,674
1952,1,691
1952,2,758
1952,3,705
1952,4,666
1953,1,704
1953,2,775
1953,3,739
1953,4,694
1954,1,717
1954,2,836
1954,3,771
1954,4,675
1955,1,753
1955,2,876
1955,3,839
1955,4,805
1956,1,806
1956,2,835
1956,3,844
1956,4,739
1957,1,760
1957,2,869
1957,3,838
1957,4,730
1958,1,718
1958,2,854
1958,3,842
1958,4,818
1959,1,773
1959,2,896
1959,3,863
1959,4,785
1960,1,812
1960,2,867
1960,3,866
1960,4,768
1961,1,785
1961,2,894
1961,3,888
1961,4,837
1962,1,822
1962,2,901
1962,3,861
1962,4,848
1963,1,837
1963,2,919
1963,3,900
1963,4,820
1964,1,814
1964,2,888
1964,3,915
1964,4,858
1965,1,848
1965,2,936
1965,3,942
1965,4,826
1966,1,805
1966,2,933
1966,3,905
1966,4,881
1967,1,888
1967,2,932
1967,3,953
1967,4,908
1968,1,904
1968,2,934
1968,3,923
1968,4,885
1969,1,906
1969,2,996
1969,3,984
1969,4,915
1970,1,877
1970,2,953
1970,3,896
1970,4,847
1971,1,943
1971,2,992
1971,3,990
1971,4,897
1972,1,923
1972,2,1000
1972,3,986
1972,4,914
1973,1,936
1973,2,1019
1973,3,1020
1973,4,952
1974,1,973
1974,2,1030
1974,3,994
1974,4,918
1975,1,882
1975,2,991
1975,3,1037
1975,4,933
1976,1,949
1976,2,1039
1976,3,1020
1976,4,951
1977,1,899
1977,2,1005
1977,3,1042
1977,4,1005
1978,1,977
1978,2,1071
1978,3,1062
1978,4,1050
1979,1,983
1979,2,1044
1979,3,1024
1979,4,934
1980,1,961
1980,2,1063
1980,3,1057
1980,4,993
1981,1,960
1981,2,1063
1981,3,1044
1981,4,1017
1982,1,1039
1982,2,1085
1982,3,1020
1982,4,995
1983,1,975
1983,2,1064
1983,3,1056
1983,4,960
1984,1,981
1984,2,1086
1984,3,1101
1984,4,1020
1985,1,1005
1985,2,1074
1985,3,1095
1985,4,1018
1986,1,1009
1986,2,1047
1986,3,1046
1986,4,1018
1987,1,1004
1987,2,1045
1987,3,1085
1987,4,1022
1988,1,987
1988,2,1067
1988,3,1056
1988,4,979
1989,1,1031
1989,2,1149
1989,3,1078
1989,4,1009
1990,1,1055
1990,2,1137
1990,3,1117
1990,4,1022
1991,1,1052
1991,2,1130
1991,3,1106
1991,4,1061
1992,1,1043
1992,2,1164
1992,3,1109
1992,4,1056
1993,1,1048
1993,2,1159
1993,3,1158
1993,4,1066
1994,1,1042
1994,2,1086
1994,3,1105
1994,4,1061
1995,1,1023
1995,2,1123
1995,3,1087
1995,4,1073
1996,1,1042
1996,2,1111
1996,3,1123
1996,4,1011
1997,1,1037
1997,2,1149
1997,3,1120
1997,4,1104
1998,1,1120
1998,2,1202
1998,3,1167
1998,4,1056
1999,1,1080
1999,2,1199
1999,3,1204
1999,4,1071
2000,1,1056
2000,2,1134
2000,3,1149
2000,4,1044
2001,1,1067
2001,2,1229
2001,3,1229
2001,4,1135
2002,1,1138
2002,2,1202
2002,3,1167
2002,4,1066
2003,1,1107
2003,2,1149
2003,3,1151
2003,4,1118
2004,1,1101
2004,2,1235
2004,3,1198
2004,4,1127
2005,1,1113
2005,2,1218
2005,3,1220
2005,4,1134
2006,1,1080
2006,2,1241
2006,3,1237
2006,4,1130
2007,1,1121
2007,2,1181
2007,3,1205
2007,4,1076
2008,1,1110
2008,2,1198
2008,3,1174
2008,4,1125
2009,1,1074
2009,2,1197
2009,3,1198
2009,4,1143
2010,1,1129
2010,2,1208
2010,3,1217
2010,4,1141
2011,1,1104
2011,2,1241
2011,3,1204
2011,4,1141
2012,1,1181
2012,2,1246
2012,3,1190
2012,4,1116
2013,1,1135
2013,2,1176
2013,3,1223
2013,4,1129
2014,1,1105
2014,2,1197
2014,3,1227
2014,4,1106
2015,1,1134
2015,2,1241
2015,3,1220
2015,4,1140
2016,1,1128
2016,2,1227
2016,3,1221
2016,4,1138
2017,1,1134
2017,2,1193
2017,3,1215
2017,4,1146
2018,1,1166
2018,2,1218
2018,3,1250
2018,4,1116
2019,1,1149
2019,2,1236
2019,3,1260
2019,4,1243
2020,1,1200
2020,2,1263
2020,3,1217
2020,4,1138
