"Year","Quarter","Expenditure"
1950,1,507
1950,2,513
1950,3,494
1950,4,466
1951,1,521
1951,2,520
1951,3,497
1951,4,472
1952,1,525
1952,2,529
1952,3,510
1952,4,488
1953,1,541
1953,2,549
1953,3,520
1953,4,495
1954,1,552
1954,2,551
1954,3,528
1954,4,505
1955,1,568
1955,2,574
1955,3,542
1955,4,520
1956,1,580
1956,2,583
1956,3,556
1956,4,520
1957,1,584
1957,2,587
1957,3,576
1957,4,550
1958,1,605
1958,2,612
1958,3,588
1958,4,564
1959,1,618
1959,2,614
1959,3,591
1959,4,564
1960,1,629
1960,2,617
1960,3,591
1960,4,566
1961,1,631
1961,2,636
1961,3,617
1961,4,587
1962,1,638
1962,2,643
1962,3,623
1962,4,605
1963,1,660
1963,2,657
1963,3,634
1963,4,606
1964,1,667
1964,2,671
1964,3,647
1964,4,621
1965,1,679
1965,2,682
1965,3,654
1965,4,627
1966,1,682
1966,2,690
1966,3,668
1966,4,646
1967,1,700
1967,2,696
1967,3,673
1967,4,644
1968,1,705
1968,2,709
1968,3,685
1968,4,662
1969,1,718
1969,2,721
1969,3,701
1969,4,677
1970,1,730
1970,2,735
1970,3,709
1970,4,688
1971,1,744
1971,2,739
1971,3,707
1971,4,695
1972,1,753
1972,2,756
1972,3,728
1972,4,699
1973,1,759
1973,2,762
1973,3,738
1973,4,712
1974,1,772
1974,2,773
1974,3,751
1974,4,720
1975,1,768
1975,2,772
1975,3,753
1975,4,723
1976,1,785
1976,2,784
1976,3,759
1976,4,743
1977,1,792
1977,2,798
1977,3,766
1977,4,735
1978,1,798
1978,2,805
1978,3,780
1978,4,760
1979,1,811
1979,2,828
1979,3,796
1979,4,768
1980,1,825
1980,2,824
1980,3,799
1980,4,772
1981,1,831
1981,2,821
1981,3,803
1981,4,782
1982,1,835
1982,2,840
1982,3,813
1982,4,801
1983,1,854
1983,2,856
1983,3,830
1983,4,797
1984,1,857
1984,2,856
1984,3,831
1984,4,800
1985,1,858
1985,2,865
1985,3,842
1985,4,816
1986,1,864
1986,2,869
1986,3,845
1986,4,821
1987,1,873
1987,2,884
1987,3,863
1987,4,835
1988,1,891
1988,2,891
1988,3,861
1988,4,832
1989,1,897
1989,2,898
1989,3,866
1989,4,840
1990,1,902
1990,2,892
1990,3,865
1990,4,835
1991,1,902
1991,2,901
1991,3,870
1991,4,852
1992,1,904
1992,2,902
1992,3,880
1992,4,857
1993,1,921
1993,2,924
1993,3,894
1993,4,867
1994,1,923
1994,2,927
1994,3,902
1994,4,885
1995,1,940
1995,2,948
1995,3,924
1995,4,891
1996,1,941
1996,2,949
1996,3,929
1996,4,898
1997,1,951
1997,2,954
1997,3,927
1997,4,899
1998,1,950
1998,2,958
1998,3,931
1998,4,908
1999,1,960
1999,2,957
1999,3,926
1999,4,905
2000,1,967
2000,2,974
2000,3,944
2000,4,920
2001,1,969
2001,2,966
2001,3,939
2001,4,913
2002,1,974
2002,2,974
2002,3,955
2002,4,925
2003,1,981
2003,2,989
2003,3,960
2003,4,940
2004,1,993
2004,2,987
2004,3,962
2004,4,935
2005,1,986
2005,2,992
2005,3,969
2005,4,943
2006,1,996
2006,2,997
2006,3,971
2006,4,938
2007,1,998
2007,2,1002
2007,3,967
2007,4,941
2008,1,997
2008,2,1007
2008,3,976
2008,4,950
2009,1,1015
2009,2,1018
2009,3,984
2009,4,957
2010,1,1016
2010,2,1014
2010,3,982
2010,4,954
2011,1,1014
2011,2,1006
2011,3,981
2011,4,955
2012,1,1010
2012,2,1017
2012,3,991
2012,4,966
2013,1,1021
2013,2,1028
2013,3,1008
2013,4,977
2014,1,1031
2014,2,1026
2014,3,1000
2014,4,977
2015,1,1029
2015,2,1034
2015,3,1003
2015,4,972
2016,1,1032
2016,2,1036
2016,3,1004
2016,4,969
2017,1,1022
2017,2,1029
2017,3,1009
2017,4,992
2018,1,1053
2018,2,1053
2018,3,1022
2018,4,991
2019,1,1045
2019,2,1048
2019,3,1021
2019,4,989
2020,1,1039
2020,2,1045
2020,3,1022
2020,4,990
