"Year","Quarter","Expenditure"
1950,1,1013
1950,2,995
1950,3,1018
1950,4,1048
1951,1,1033
1951,2,992
1951,3,1028
1951,4,1046
1952,1,1008
1952,2,998
1952,3,1042
1952,4,1113
1953,1,1067
1953,2,1082
1953,3,1173
1953,4,1197
1954,1,1105
1954,2,1087
1954,3,1121
1954,4,1205
1955,1,1168
1955,2,1018
1955,3,1133
1955,4,1186
1956,1,1152
1956,2,1125
1956,3,1141
1956,4,1188
1957,1,1138
1957,2,1121
1957,3,1154
1957,4,1182
1958,1,1183
1958,2,1151
1958,3,1232
1958,4,1224
1959,1,1195
1959,2,1136
1959,3,1163
1959,4,1198
1960,1,1192
1960,2,1066
1960,3,1104
1960,4,1133
1961,1,1159
1961,2,1080
1961,3,1136
1961,4,1253
1962,1,1197
1962,2,1140
1962,3,1156
1962,4,1272
1963,1,1220
1963,2,1107
1963,3,1177
1963,4,1245
1964,1,1184
1964,2,1145
1964,3,1218
1964,4,1284
1965,1,1278
1965,2,1221
1965,3,1229
1965,4,1274
1966,1,1284
1966,2,1173
1966,3,1233
1966,4,1238
1967,1,1261
1967,2,1088
1967,3,1164
1967,4,1169
1968,1,1124
1968,2,1129
1968,3,1228
1968,4,1324
1969,1,1244
1969,2,1134
1969,3,1225
1969,4,1251
1970,1,1219
1970,2,1137
1970,3,1171
1970,4,1287
1971,1,1254
1971,2,1235
1971,3,1218
1971,4,1320
1972,1,1283
1972,2,1186
1972,3,1318
1972,4,1304
1973,1,1268
1973,2,1182
1973,3,1242
1973,4,1254
1974,1,1231
1974,2,1111
1974,3,1255
1974,4,1201
1975,1,1215
1975,2,1154
1975,3,1156
1975,4,1278
1976,1,1244
1976,2,1225
1976,3,1331
1976,4,1393
1977,1,1343
1977,2,1242
1977,3,1273
1977,4,1391
1978,1,1329
1978,2,1317
1978,3,1346
1978,4,1386
1979,1,1376
1979,2,1324
1979,3,1435
1979,4,1422
1980,1,1425
1980,2,1358
1980,3,1396
1980,4,1434
1981,1,1365
1981,2,1333
1981,3,1368
1981,4,1392
1982,1,1341
1982,2,1318
1982,3,1360
1982,4,1456
1983,1,1356
1983,2,1257
1983,3,1316
1983,4,1354
1984,1,1291
1984,2,1271
1984,3,1336
1984,4,1399
1985,1,1365
1985,2,1315
1985,3,1374
1985,4,1451
1986,1,1441
1986,2,1376
1986,3,1428
1986,4,1506
1987,1,1441
1987,2,1421
1987,3,1371
1987,4,1434
1988,1,1389
1988,2,1311
1988,3,1350
1988,4,1452
1989,1,1430
1989,2,1382
1989,3,1411
1989,4,1484
1990,1,1372
1990,2,1319
1990,3,1453
1990,4,1515
1991,1,1432
1991,2,1364
1991,3,1429
1991,4,1538
1992,1,1421
1992,2,1335
1992,3,1392
1992,4,1452
1993,1,1414
1993,2,1341
1993,3,1404
1993,4,1405
1994,1,1393
1994,2,1325
1994,3,1420
1994,4,1424
1995,1,1385
1995,2,1347
1995,3,1444
1995,4,1472
1996,1,1446
1996,2,1432
1996,3,1497
1996,4,1526
1997,1,1476
1997,2,1426
1997,3,1454
1997,4,1483
1998,1,1449
1998,2,1429
1998,3,1456
1998,4,1543
1999,1,1508
1999,2,1432
1999,3,1490
1999,4,1548
2000,1,1484
2000,2,1403
2000,3,1452
2000,4,1485
2001,1,1425
2001,2,1368
2001,3,1402
2001,4,1472
2002,1,1507
2002,2,1415
2002,3,1490
2002,4,1531
2003,1,1500
2003,2,1405
2003,3,1484
2003,4,1479
2004,1,1455
2004,2,1392
2004,3,1452
2004,4,1535
2005,1,1515
2005,2,1491
2005,3,1478
2005,4,1519
2006,1,1467
2006,2,1402
2006,3,1467
2006,4,1515
2007,1,1453
2007,2,1410
2007,3,1442
2007,4,1513
2008,1,1490
2008,2,1483
2008,3,1518
2008,4,1541
2009,1,1457
2009,2,1449
2009,3,1521
2009,4,1543
2010,1,1553
2010,2,1423
2010,3,1498
2010,4,1580
2011,1,1499
2011,2,1415
2011,3,1446
2011,4,1533
2012,1,1518
2012,2,1492
2012,3,1548
2012,4,1538
2013,1,1473
2013,2,1332
2013,3,1452
2013,4,1488
2014,1,1420
2014,2,1364
2014,3,1512
2014,4,1544
2015,1,1543
2015,2,1450
2015,3,1533
2015,4,1555
2016,1,1503
2016,2,1448
2016,3,1480
2016,4,1504
2017,1,1519
2017,2,1463
2017,3,1486
2017,4,1554
2018,1,1545
2018,2,1475
2018,3,1530
2018,4,1545
2019,1,1526
2019,2,1462
2019,3,1509
2019,4,1553
2020,1,1478
2020,2,1458
2020,3,1504
2020,4,1585
