"Year","Quarter","Expenditure"
1950,1,1049
1950,2,1028
1950,3,903
1950,4,947
1951,1,954
1951,2,951
1951,3,1035
1951,4,1087
1952,1,1002
1952,2,964
1952,3,908
1952,4,1063
1953,1,1041
1953,2,1060
1953,3,1210
1953,4,1229
1954,1,1137
1954,2,1108
1954,3,1045
1954,4,1057
1955,1,986
1955,2,931
1955,3,999
1955,4,1078
1956,1,1071
1956,2,1038
1956,3,1093
1956,4,1118
1957,1,986
1957,2,1000
1957,3,1042
1957,4,1156
1958,1,1110
1958,2,1153
1958,3,1188
1958,4,1285
1959,1,1162
1959,2,1191
1959,3,1212
1959,4,1214
1960,1,1166
1960,2,1225
1960,3,1299
1960,4,1225
1961,1,1088
1961,2,1019
1961,3,1027
1961,4,1093
1962,1,1042
1962,2,1201
1962,3,1189
1962,4,1211
1963,1,1294
1963,2,1114
1963,3,1162
1963,4,1219
1964,1,1206
1964,2,1201
1964,3,1246
1964,4,1264
1965,1,1228
1965,2,1172
1965,3,1328
1965,4,1348
1966,1,1320
1966,2,1275
1966,3,1262
1966,4,1329
1967,1,1259
1967,2,1224
1967,3,1295
1967,4,1415
1968,1,1399
1968,2,1420
1968,3,1403
1968,4,1412
1969,1,1335
1969,2,1349
1969,3,1375
1969,4,1504
1970,1,1386
1970,2,1374
1970,3,1354
1970,4,1443
1971,1,1391
1971,2,1288
1971,3,1364
1971,4,1342
1972,1,1335
1972,2,1422
1972,3,1480
1972,4,1497
1973,1,1400
1973,2,1545
1973,3,1569
1973,4,1690
1974,1,1563
1974,2,1438
1974,3,1486
1974,4,1441
1975,1,1439
1975,2,1512
1975,3,1544
1975,4,1632
1976,1,1526
1976,2,1590
1976,3,1539
1976,4,1663
1977,1,1541
1977,2,1396
1977,3,1460
1977,4,1602
1978,1,1596
1978,2,1531
1978,3,1550
1978,4,1545
1979,1,1503
1979,2,1502
1979,3,1486
1979,4,1530
1980,1,1542
1980,2,1606
1980,3,1597
1980,4,1589
1981,1,1747
1981,2,1696
1981,3,1697
1981,4,1757
1982,1,1754
1982,2,1735
1982,3,1789
1982,4,1832
1983,1,1777
1983,2,1770
1983,3,1796
1983,4,1862
1984,1,1778
1984,2,1709
1984,3,1840
1984,4,1831
1985,1,1663
1985,2,1773
1985,3,1830
1985,4,1916
1986,1,1784
1986,2,1809
1986,3,1813
1986,4,1834
1987,1,1765
1987,2,1806
1987,3,1769
1987,4,1745
1988,1,1826
1988,2,1772
1988,3,1789
1988,4,1869
1989,1,1888
1989,2,1882
1989,3,1886
1989,4,1994
1990,1,1844
1990,2,1877
1990,3,1869
1990,4,1971
1991,1,1987
1991,2,1936
1991,3,1999
1991,4,2005
1992,1,1934
1992,2,1994
1992,3,2000
1992,4,2037
1993,1,1896
1993,2,1894
1993,3,2012
1993,4,2145
1994,1,1992
1994,2,2106
1994,3,2189
1994,4,2200
1995,1,2058
1995,2,2128
1995,3,2142
1995,4,2233
1996,1,2215
1996,2,2125
1996,3,2251
1996,4,2320
1997,1,2192
1997,2,2162
1997,3,2289
1997,4,2294
1998,1,2225
1998,2,2224
1998,3,2186
1998,4,2306
1999,1,2334
1999,2,2355
1999,3,2288
1999,4,2328
2000,1,2404
2000,2,2326
2000,3,2268
2000,4,2347
2001,1,2351
2001,2,2287
2001,3,2351
2001,4,2461
2002,1,2304
2002,2,2290
2002,3,2314
2002,4,2443
2003,1,2307
2003,2,2372
2003,3,2414
2003,4,2440
2004,1,2455
2004,2,2404
2004,3,2484
2004,4,2484
2005,1,2479
2005,2,2559
2005,3,2626
2005,4,2638
2006,1,2660
2006,2,2524
2006,3,2524
2006,4,2556
2007,1,2597
2007,2,2626
2007,3,2619
2007,4,2645
2008,1,2533
2008,2,2556
2008,3,2490
2008,4,2589
2009,1,2622
2009,2,2601
2009,3,2747
2009,4,2867
2010,1,2689
2010,2,2760
2010,3,2753
2010,4,2754
2011,1,2602
2011,2,2666
2011,3,2819
2011,4,2842
2012,1,2795
2012,2,2722
2012,3,2819
2012,4,2823
2013,1,2813
2013,2,2801
2013,3,2756
2013,4,2883
2014,1,2897
2014,2,2852
2014,3,2995
2014,4,3025
2015,1,3026
2015,2,2945
2015,3,2949
2015,4,3049
2016,1,2842
2016,2,2961
2016,3,3008
2016,4,3037
2017,1,2928
2017,2,3019
2017,3,3045
2017,4,3056
2018,1,3096
2018,2,3078
2018,3,3174
2018,4,3204
2019,1,3188
2019,2,3112
2019,3,3100
2019,4,3262
2020,1,3203
2020,2,3222
2020,3,3350
2020,4,3390
