"Year","Quarter","Expenditure"
1950,1,762
1950,2,986
1950,3,1168
1950,4,877
1951,1,1030
1951,2,1003
1951,3,844
1951,4,746
1952,1,1179
1952,2,955
1952,3,1043
1952,4,831
1953,1,890
1953,2,1001
1953,3,1142
1953,4,814
1954,1,1063
1954,2,939
1954,3,1099
1954,4,815
1955,1,1157
1955,2,1284
1955,3,1144
1955,4,1015
1956,1,1128
1956,2,1312
1956,3,1271
1956,4,1044
1957,1,1056
1957,2,1242
1957,3,1211
1957,4,734
1958,1,1253
1958,2,1303
1958,3,1276
1958,4,1180
1959,1,1208
1959,2,1416
1959,3,1242
1959,4,1065
1960,1,1359
1960,2,1386
1960,3,1380
1960,4,1070
1961,1,1326
1961,2,1529
1961,3,1199
1961,4,1011
1962,1,1415
1962,2,1411
1962,3,1441
1962,4,1221
1963,1,1422
1963,2,1621
1963,3,1460
1963,4,1252
1964,1,1628
1964,2,1412
1964,3,1665
1964,4,1426
1965,1,1589
1965,2,1589
1965,3,1634
1965,4,1434
1966,1,1300
1966,2,1479
1966,3,1543
1966,4,1463
1967,1,1628
1967,2,1726
1967,3,1742
1967,4,1366
1968,1,1588
1968,2,1876
1968,3,1756
1968,4,1709
1969,1,1644
1969,2,1729
1969,3,1606
1969,4,1405
1970,1,1638
1970,2,1803
1970,3,1766
1970,4,1713
1971,1,1740
1971,2,1977
1971,3,1873
1971,4,1598
1972,1,1989
1972,2,2075
1972,3,2051
1972,4,1694
1973,1,1955
1973,2,1916
1973,3,2019
1973,4,1728
1974,1,1941
1974,2,2232
1974,3,1967
1974,4,1827
1975,1,2215
1975,2,2067
1975,3,2393
1975,4,1904
1976,1,2217
1976,2,2275
1976,3,2280
1976,4,2245
1977,1,2353
1977,2,2393
1977,3,2384
1977,4,2174
1978,1,2297
1978,2,2450
1978,3,2351
1978,4,2184
1979,1,2308
1979,2,2571
1979,3,2290
1979,4,2219
1980,1,2429
1980,2,2493
1980,3,2647
1980,4,2260
1981,1,2557
1981,2,2668
1981,3,2669
1981,4,2284
1982,1,2385
1982,2,2674
1982,3,2601
1982,4,2480
1983,1,2717
1983,2,2810
1983,3,2935
1983,4,2669
1984,1,2685
1984,2,3052
1984,3,2749
1984,4,2756
1985,1,2969
1985,2,2943
1985,3,2993
1985,4,2746
1986,1,2995
1986,2,3114
1986,3,3074
1986,4,3083
1987,1,2979
1987,2,3067
1987,3,3277
1987,4,3038
1988,1,3226
1988,2,3269
1988,3,3351
1988,4,3073
1989,1,3336
1989,2,3295
1989,3,3493
1989,4,3036
1990,1,3403
1990,2,3506
1990,3,3485
1990,4,3205
1991,1,3228
1991,2,3482
1991,3,3673
1991,4,3544
1992,1,3480
1992,2,3437
1992,3,3812
1992,4,3505
1993,1,3748
1993,2,3864
1993,3,3821
1993,4,3669
1994,1,3849
1994,2,4002
1994,3,4161
1994,4,3723
1995,1,3835
1995,2,4009
1995,3,3905
1995,4,3995
1996,1,4202
1996,2,4215
1996,3,4162
1996,4,3941
1997,1,4339
1997,2,4208
1997,3,4253
1997,4,4127
1998,1,4316
1998,2,4465
1998,3,4627
1998,4,4152
1999,1,4307
1999,2,4493
1999,3,4596
1999,4,4468
2000,1,4926
2000,2,4881
2000,3,4747
2000,4,4893
2001,1,5016
2001,2,5111
2001,3,4930
2001,4,4791
2002,1,4979
2002,2,5155
2002,3,5025
2002,4,4903
2003,1,5037
2003,2,5262
2003,3,5242
2003,4,5260
2004,1,5378
2004,2,5483
2004,3,5447
2004,4,5264
2005,1,5585
2005,2,5748
2005,3,5624
2005,4,5355
2006,1,5619
2006,2,5882
2006,3,5756
2006,4,5628
2007,1,5757
2007,2,5986
2007,3,6181
2007,4,5810
2008,1,6029
2008,2,6285
2008,3,6133
2008,4,5926
2009,1,6312
2009,2,6293
2009,3,6400
2009,4,6114
2010,1,6210
2010,2,6489
2010,3,6509
2010,4,6438
2011,1,6623
2011,2,6810
2011,3,6721
2011,4,6603
2012,1,6883
2012,2,7165
2012,3,6992
2012,4,6852
2013,1,6958
2013,2,7300
2013,3,7326
2013,4,7205
2014,1,7310
2014,2,7366
2014,3,7343
2014,4,7220
2015,1,7645
2015,2,7698
2015,3,7761
2015,4,7550
2016,1,7726
2016,2,8082
2016,3,7943
2016,4,7742
2017,1,8096
2017,2,8140
2017,3,8186
2017,4,8060
2018,1,8326
2018,2,8464
2018,3,8611
2018,4,8334
2019,1,8675
2019,2,8734
2019,3,8755
2019,4,8675
2020,1,8951
2020,2,9049
2020,3,9026
2020,4,8864
