"Year","Quarter","Expenditure"
1950,1,780
1950,2,845
1950,3,729
1950,4,761
1951,1,801
1951,2,827
1951,3,698
1951,4,689
1952,1,762
1952,2,800
1952,3,741
1952,4,785
1953,1,794
1953,2,840
1953,3,731
1953,4,702
1954,1,803
1954,2,863
1954,3,831
1954,4,819
1955,1,896
1955,2,984
1955,3,864
1955,4,862
1956,1,872
1956,2,902
1956,3,782
1956,4,762
1957,1,857
1957,2,910
1957,3,829
1957,4,794
1958,1,872
1958,2,921
1958,3,847
1958,4,844
1959,1,876
1959,2,888
1959,3,757
1959,4,821
1960,1,862
1960,2,946
1960,3,885
1960,4,834
1961,1,889
1961,2,983
1961,3,919
1961,4,919
1962,1,984
1962,2,1064
1962,3,995
1962,4,987
1963,1,1046
1963,2,1102
1963,3,992
1963,4,966
1964,1,1052
1964,2,1132
1964,3,1023
1964,4,1057
1965,1,1061
1965,2,1094
1965,3,965
1965,4,925
1966,1,957
1966,2,970
1966,3,939
1966,4,919
1967,1,992
1967,2,1049
1967,3,927
1967,4,922
1968,1,1072
1968,2,1165
1968,3,1079
1968,4,991
1969,1,1010
1969,2,1081
1969,3,1014
1969,4,1038
1970,1,1091
1970,2,1131
1970,3,1027
1970,4,1028
1971,1,1141
1971,2,1182
1971,3,1049
1971,4,974
1972,1,1030
1972,2,1076
1972,3,968
1972,4,950
1973,1,1016
1973,2,1151
1973,3,1042
1973,4,1016
1974,1,1064
1974,2,1160
1974,3,1046
1974,4,1034
1975,1,1109
1975,2,1181
1975,3,1076
1975,4,1110
1976,1,1183
1976,2,1269
1976,3,1152
1976,4,1157
1977,1,1224
1977,2,1265
1977,3,1150
1977,4,1116
1978,1,1152
1978,2,1273
1978,3,1148
1978,4,1132
1979,1,1209
1979,2,1271
1979,3,1165
1979,4,1209
1980,1,1288
1980,2,1362
1980,3,1243
1980,4,1292
1981,1,1376
1981,2,1355
1981,3,1227
1981,4,1231
1982,1,1279
1982,2,1333
1982,3,1215
1982,4,1243
1983,1,1301
1983,2,1385
1983,3,1267
1983,4,1207
1984,1,1262
1984,2,1370
1984,3,1298
1984,4,1219
1985,1,1340
1985,2,1431
1985,3,1318
1985,4,1284
1986,1,1379
1986,2,1455
1986,3,1400
1986,4,1410
1987,1,1437
1987,2,1492
1987,3,1377
1987,4,1312
1988,1,1351
1988,2,1408
1988,3,1289
1988,4,1307
1989,1,1444
1989,2,1504
1989,3,1371
1989,4,1400
1990,1,1444
1990,2,1489
1990,3,1417
1990,4,1426
1991,1,1500
1991,2,1587
1991,3,1493
1991,4,1440
1992,1,1481
1992,2,1568
1992,3,1500
1992,4,1513
1993,1,1561
1993,2,1636
1993,3,1536
1993,4,1540
1994,1,1554
1994,2,1601
1994,3,1471
1994,4,1455
1995,1,1508
1995,2,1580
1995,3,1529
1995,4,1553
1996,1,1572
1996,2,1646
1996,3,1576
1996,4,1586
1997,1,1660
1997,2,1729
1997,3,1630
1997,4,1616
1998,1,1705
1998,2,1798
1998,3,1694
1998,4,1681
1999,1,1742
1999,2,1816
1999,3,1744
1999,4,1716
2000,1,1711
2000,2,1842
2000,3,1737
2000,4,1704
2001,1,1718
2001,2,1764
2001,3,1615
2001,4,1640
2002,1,1677
2002,2,1778
2002,3,1714
2002,4,1682
2003,1,1778
2003,2,1870
2003,3,1784
2003,4,1755
2004,1,1789
2004,2,1890
2004,3,1807
2004,4,1810
2005,1,1818
2005,2,1854
2005,3,1797
2005,4,1855
2006,1,1902
2006,2,1952
2006,3,1864
2006,4,1872
2007,1,1912
2007,2,2016
2007,3,1931
2007,4,1921
2008,1,2018
2008,2,2014
2008,3,1904
2008,4,1899
2009,1,1988
2009,2,2066
2009,3,1924
2009,4,1903
2010,1,1931
2010,2,2051
2010,3,1978
2010,4,1962
2011,1,1979
2011,2,2072
2011,3,1965
2011,4,1931
2012,1,1986
2012,2,2047
2012,3,2007
2012,4,2012
2013,1,2058
2013,2,2125
2013,3,2041
2013,4,2015
2014,1,2173
2014,2,2251
2014,3,2136
2014,4,2130
2015,1,2215
2015,2,2243
2015,3,2135
2015,4,2143
2016,1,2200
2016,2,2318
2016,3,2238
2016,4,2188
2017,1,2261
2017,2,2390
2017,3,2299
2017,4,2352
2018,1,2375
2018,2,2427
2018,3,2344
2018,4,2296
2019,1,2316
2019,2,2398
2019,3,2331
2019,4,2289
2020,1,2381
2020,2,2425
2020,3,2370
2020,4,2375
