"Year","Quarter","Expenditure"
1950,1,1105
1950,2,695
1950,3,771
1950,4,1002
1951,1,1159
1951,2,790
1951,3,841
1951,4,971
1952,1,1187
1952,2,921
1952,3,916
1952,4,1078
1953,1,1170
1953,2,808
1953,3,899
1953,4,1096
1954,1,1236
1954,2,865
1954,3,870
1954,4,1105
1955,1,1194
1955,2,859
1955,3,901
1955,4,1194
1956,1,1346
1956,2,929
1956,3,936
1956,4,1107
1957,1,1200
1957,2,793
1957,3,800
1957,4,1100
1958,1,1295
1958,2,1037
1958,3,1014
1958,4,1285
1959,1,1493
1959,2,1210
1959,3,1330
1959,4,1463
1960,1,1490
1960,2,1235
1960,3,1235
1960,4,1542
1961,1,1613
1961,2,1282
1961,3,1310
1961,4,1420
1962,1,1576
1962,2,1209
1962,3,1255
1962,4,1499
1963,1,1729
1963,2,1436
1963,3,1377
1963,4,1597
1964,1,1678
1964,2,1430
1964,3,1389
1964,4,1595
1965,1,1713
1965,2,1478
1965,3,1466
1965,4,1688
1966,1,1722
1966,2,1424
1966,3,1576
1966,4,1758
1967,1,1846
1967,2,1493
1967,3,1512
1967,4,1758
1968,1,1918
1968,2,1636
1968,3,1664
1968,4,1869
1969,1,2076
1969,2,1702
1969,3,1734
1969,4,1990
1970,1,1941
1970,2,1543
1970,3,1614
1970,4,1935
1971,1,2162
1971,2,1913
1971,3,1871
1971,4,2088
1972,1,2160
1972,2,1832
1972,3,1883
1972,4,2055
1973,1,2180
1973,2,1945
1973,3,1862
1973,4,2138
1974,1,2245
1974,2,1897
1974,3,1790
1974,4,2076
1975,1,2339
1975,2,2069
1975,3,1990
1975,4,2305
1976,1,2464
1976,2,2117
1976,3,2204
1976,4,2461
1977,1,2601
1977,2,2245
1977,3,2269
1977,4,2376
1978,1,2419
1978,2,2124
1978,3,2081
1978,4,2407
1979,1,2630
1979,2,2389
1979,3,2519
1979,4,2685
1980,1,2796
1980,2,2424
1980,3,2486
1980,4,2518
1981,1,2717
1981,2,2434
1981,3,2533
1981,4,2750
1982,1,2853
1982,2,2570
1982,3,2535
1982,4,2915
1983,1,3047
1983,2,2739
1983,3,2737
1983,4,2931
1984,1,3072
1984,2,2706
1984,3,2764
1984,4,3052
1985,1,3144
1985,2,2915
1985,3,2957
1985,4,3178
1986,1,3312
1986,2,3039
1986,3,3027
1986,4,3275
1987,1,3563
1987,2,3271
1987,3,3282
1987,4,3473
1988,1,3613
1988,2,3286
1988,3,3302
1988,4,3535
1989,1,3641
1989,2,3389
1989,3,3467
1989,4,3728
1990,1,3783
1990,2,3521
1990,3,3603
1990,4,3867
1991,1,3979
1991,2,3737
1991,3,3731
1991,4,3906
1992,1,4046
1992,2,3821
1992,3,3926
1992,4,4168
1993,1,4376
1993,2,3970
1993,3,3985
1993,4,4127
1994,1,4361
1994,2,3952
1994,3,4012
1994,4,4303
1995,1,4493
1995,2,4159
1995,3,4203
1995,4,4544
1996,1,4734
1996,2,4434
1996,3,4501
1996,4,4679
1997,1,4842
1997,2,4600
1997,3,4665
1997,4,4897
1998,1,4990
1998,2,4769
1998,3,4696
1998,4,4966
1999,1,5317
1999,2,5032
1999,3,5024
1999,4,5168
2000,1,5241
2000,2,4962
2000,3,4951
2000,4,5262
2001,1,5474
2001,2,5300
2001,3,5389
2001,4,5552
2002,1,5650
2002,2,5328
2002,3,5386
2002,4,5572
2003,1,5796
2003,2,5454
2003,3,5557
2003,4,5818
2004,1,6033
2004,2,5687
2004,3,5690
2004,4,5916
2005,1,6178
2005,2,5898
2005,3,6055
2005,4,6315
2006,1,6414
2006,2,6190
2006,3,6207
2006,4,6428
2007,1,6572
2007,2,6267
2007,3,6346
2007,4,6715
2008,1,6989
2008,2,6755
2008,3,6788
2008,4,7038
2009,1,7187
2009,2,6805
2009,3,6913
2009,4,7259
2010,1,7419
2010,2,7042
2010,3,7016
2010,4,7170
2011,1,7479
2011,2,7301
2011,3,7478
2011,4,7639
2012,1,7896
2012,2,7624
2012,3,7658
2012,4,7921
2013,1,8068
2013,2,7777
2013,3,7803
2013,4,8059
2014,1,8342
2014,2,8066
2014,3,8273
2014,4,8543
2015,1,8721
2015,2,8467
2015,3,8649
2015,4,8911
2016,1,9035
2016,2,8752
2016,3,8755
2016,4,9018
2017,1,9217
2017,2,8935
2017,3,9009
2017,4,9297
2018,1,9490
2018,2,9242
2018,3,9309
2018,4,9559
2019,1,9857
2019,2,9597
2019,3,9736
2019,4,10019
2020,1,10327
2020,2,10123
2020,3,10270
2020,4,10499
