"Year","Quarter","Expenditure"
1950,1,668
1950,2,646
1950,3,652
1950,4,724
1951,1,684
1951,2,667
1951,3,667
1951,4,743
1952,1,691
1952,2,676
1952,3,678
1952,4,751
1953,1,708
1953,2,694
1953,3,696
1953,4,766
1954,1,728
1954,2,713
1954,3,719
1954,4,788
1955,1,732
1955,2,720
1955,3,734
1955,4,805
1956,1,767
1956,2,742
1956,3,742
1956,4,810
1957,1,759
1957,2,733
1957,3,757
1957,4,835
1958,1,789
1958,2,771
1958,3,774
1958,4,845
1959,1,797
1959,2,772
1959,3,778
1959,4,849
1960,1,813
1960,2,794
1960,3,799
1960,4,866
1961,1,828
1961,2,809
1961,3,808
1961,4,885
1962,1,828
1962,2,806
1962,3,819
1962,4,893
1963,1,848
1963,2,834
1963,3,834
1963,4,905
1964,1,857
1964,2,831
1964,3,836
1964,4,907
1965,1,868
1965,2,845
1965,3,852
1965,4,919
1966,1,871
1966,2,854
1966,3,858
1966,4,933
1967,1,884
1967,2,871
1967,3,888
1967,4,951
1968,1,908
1968,2,891
1968,3,893
1968,4,965
1969,1,920
1969,2,892
1969,3,891
1969,4,960
1970,1,922
1970,2,910
1970,3,918
1970,4,990
1971,1,941
1971,2,918
1971,3,921
1971,4,985
1972,1,942
1972,2,925
1972,3,922
1972,4,1000
1973,1,953
1973,2,931
1973,3,938
1973,4,1014
1974,1,970
1974,2,948
1974,3,954
1974,4,1022
1975,1,985
1975,2,967
1975,3,969
1975,4,1052
1976,1,1004
1976,2,984
1976,3,977
1976,4,1060
1977,1,1008
1977,2,980
1977,3,980
1977,4,1041
1978,1,1006
1978,2,983
1978,3,971
1978,4,1041
1979,1,999
1979,2,978
1979,3,979
1979,4,1053
1980,1,1014
1980,2,995
1980,3,998
1980,4,1076
1981,1,1038
1981,2,1011
1981,3,1014
1981,4,1086
1982,1,1033
1982,2,1015
1982,3,1016
1982,4,1087
1983,1,1054
1983,2,1033
1983,3,1030
1983,4,1110
1984,1,1064
1984,2,1046
1984,3,1048
1984,4,1120
1985,1,1075
1985,2,1051
1985,3,1054
1985,4,1130
1986,1,1077
1986,2,1057
1986,3,1055
1986,4,1134
1987,1,1088
1987,2,1073
1987,3,1070
1987,4,1137
1988,1,1089
1988,2,1065
1988,3,1073
1988,4,1154
1989,1,1107
1989,2,1098
1989,3,1092
1989,4,1157
1990,1,1108
1990,2,1087
1990,3,1099
1990,4,1175
1991,1,1122
1991,2,1100
1991,3,1099
1991,4,1172
1992,1,1129
1992,2,1109
1992,3,1114
1992,4,1199
1993,1,1145
1993,2,1119
1993,3,1121
1993,4,1193
1994,1,1140
1994,2,1115
1994,3,1115
1994,4,1193
1995,1,1152
1995,2,1128
1995,3,1126
1995,4,1198
1996,1,1153
1996,2,1132
1996,3,1137
1996,4,1213
1997,1,1168
1997,2,1140
1997,3,1145
1997,4,1212
1998,1,1171
1998,2,1145
1998,3,1142
1998,4,1211
1999,1,1169
1999,2,1148
1999,3,1147
1999,4,1218
2000,1,1175
2000,2,1153
2000,3,1153
2000,4,1222
2001,1,1193
2001,2,1172
2001,3,1167
2001,4,1244
2002,1,1192
2002,2,1179
2002,3,1183
2002,4,1259
2003,1,1222
2003,2,1192
2003,3,1185
2003,4,1245
2004,1,1179
2004,2,1169
2004,3,1162
2004,4,1249
2005,1,1202
2005,2,1192
2005,3,1192
2005,4,1256
2006,1,1212
2006,2,1195
2006,3,1195
2006,4,1265
2007,1,1217
2007,2,1196
2007,3,1205
2007,4,1276
2008,1,1227
2008,2,1192
2008,3,1193
2008,4,1270
2009,1,1225
2009,2,1204
2009,3,1199
2009,4,1278
2010,1,1232
2010,2,1217
2010,3,1219
2010,4,1289
2011,1,1241
2011,2,1223
2011,3,1217
2011,4,1293
2012,1,1242
2012,2,1218
2012,3,1216
2012,4,1285
2013,1,1231
2013,2,1204
2013,3,1202
2013,4,1292
2014,1,1242
2014,2,1226
2014,3,1217
2014,4,1289
2015,1,1254
2015,2,1229
2015,3,1235
2015,4,1298
2016,1,1251
2016,2,1229
2016,3,1226
2016,4,1302
2017,1,1260
2017,2,1248
2017,3,1240
2017,4,1308
2018,1,1257
2018,2,1239
2018,3,1239
2018,4,1316
2019,1,1271
2019,2,1246
2019,3,1257
2019,4,1333
2020,1,1278
2020,2,1255
2020,3,1252
2020,4,1326
